id,name,now_cost,position,team,ict_index_rank,transfers_in,news_added,threat_rank_type,cost_change_start_fall,red_cards,transfers_in_event,web_name,expected_goal_involvements_per_90,form_rank,minutes,goals_scored,value_season,chance_of_playing_next_round,threat_rank,expected_goals_per_90,goals_conceded_per_90,points_per_game,direct_freekicks_order,selected_rank_type,expected_assists,form,selected_rank,influence_rank_type,dreamteam_count,selected_by_percent,cost_change_start,clean_sheets_per_90,influence_rank,saves,ict_index,transfers_out,bps,expected_goals_conceded_per_90,ep_next,news,assists,expected_goals,expected_goal_involvements,status,form_rank_type,now_cost_rank_type,clean_sheets,expected_goals_conceded,creativity,starts_per_90,points_per_game_rank,starts,cost_change_event_fall,now_cost_rank,influence,points_per_game_rank_type,value_form,goals_conceded,ict_index_rank_type,saves_per_90,cost_change_event,threat,expected_assists_per_90,own_goals,event_points,chance_of_playing_this_round,corners_and_indirect_freekicks_order,transfers_out_event,yellow_cards,creativity_rank,creativity_rank_type,total_points,in_dreamteam,bonus,ep_this,penalties_order
200,Marc Guéhi,45,DEF,Crystal Palace,119,36265,,163,0,0,15462,Guéhi,0.02,281,180,0,0.2,,400,0.0,2.0,0.5,,22,0.04,0.5,64,8,0,6.2,0,0.0,30,0,6.0,121162,15,1.49,0.5,,0,0.00,0.04,a,92,81,0,2.98,3.4,1.0,324,2,0,396,55.8,99,0.1,4,26,0.0,0,0.0,0.02,0,1,,,67916,1,216,63,1,False,0,0.5,
201,Dean Henderson,45,GKP,Crystal Palace,201,83945,,49,0,0,25694,Henderson,0.0,169,180,0,0.7,,391,0.0,2.0,1.5,,3,0.00,1.5,20,15,0,15.1,0,0.0,85,4,3.7,235670,6,1.49,1.5,,0,0.00,0.00,a,16,24,0,2.98,0.0,1.0,175,2,0,383,37.8,17,0.3,4,15,2.0,0,0.0,0.0,0,1,,,186376,0,438,50,3,False,0,1.5,
202,Rob Holding,45,DEF,Crystal Palace,448,439,,156,0,0,198,Holding,0.0,446,0,0,0.0,,388,0.0,0.0,0.0,,167,0.00,0.0,451,176,0,0.1,0,0.0,440,0,0.0,2514,0,0.0,0.0,,0,0.00,0.00,a,172,67,0,0.00,0.0,0.0,446,0,0,377,0.0,172,0.0,0,176,0.0,0,0.0,0.0,0,0,,,1181,0,436,175,0,False,0,0.0,
203,Will Hughes,49,MID,Crystal Palace,217,584,2024-08-23T14:00:06.339937Z,111,1,0,164,Hughes,0.05,231,83,0,0.4,100.0,201,0.0,2.17,2.0,,233,0.05,1.0,549,92,0,0.0,-1,0.0,211,0,3.2,1743,10,1.72,1.0,,0,0.00,0.05,a,117,193,0,1.59,14.0,1.08,143,1,1,295,14.2,69,0.2,2,106,0.0,-1,4.0,0.05,0,0,75.0,5.0,1038,0,144,96,2,False,0,0.8,
204,Sam Johnstone,44,GKP,Crystal Palace,410,2196,,31,1,0,1584,Johnstone,0.0,407,0,0,0.0,,335,0.0,0.0,0.0,,37,0.00,0.0,279,52,0,0.4,-1,0.0,402,0,0.0,11307,0,0.0,0.0,,0,0.00,0.00,a,51,34,0,0.00,0.0,0.0,407,0,1,526,0.0,51,0.0,0,52,0.0,-1,0.0,0.0,0,0,,,4944,0,390,33,0,False,0,0.0,
205,Daichi Kamada,54,MID,Crystal Palace,96,3654,,117,1,0,867,Kamada,0.08,254,96,0,0.4,,208,0.0,2.81,1.0,,92,0.09,1.0,289,78,0,0.4,-1,0.0,191,0,7.1,22306,9,1.12,1.0,,0,0.00,0.09,a,132,104,0,1.20,48.9,0.94,294,1,1,167,17.6,154,0.2,3,65,0.0,-1,4.0,0.08,0,1,,,16252,1,35,31,2,False,0,1.0,
206,Jefferson Lerma Solís,49,MID,Crystal Palace,234,854,,129,1,0,637,Lerma,0.4,183,78,0,0.6,,231,0.02,1.15,1.5,,193,0.33,1.5,495,108,0,0.1,-1,1.15,239,0,2.8,1706,12,2.05,1.5,,0,0.02,0.35,a,84,197,1,1.78,15.7,1.15,189,1,1,301,9.6,87,0.3,1,115,0.0,-1,2.0,0.38,0,2,,,856,1,124,87,3,False,0,1.5,
207,Jean-Philippe Mateta,75,FWD,Crystal Palace,171,123949,,28,0,0,29369,Mateta,0.36,214,135,0,0.4,,131,0.2,2.0,1.5,,14,0.24,1.5,80,21,0,4.9,0,0.0,267,0,4.5,227238,6,1.26,1.5,,0,0.30,0.54,a,22,7,0,1.89,28.4,1.33,219,2,0,18,4.8,23,0.2,3,20,0.0,0,12.0,0.16,0,2,,,143024,0,75,6,3,False,0,1.5,2.0
208,Matheus França de Oliveira,45,MID,Crystal Palace,523,305,2024-08-16T13:30:05.681072Z,198,0,0,190,M.França,0.0,522,0,0,0.0,0.0,482,0.0,0.0,0.0,,179,0.00,0.0,476,213,0,0.1,0,0.0,515,0,0.0,4434,0,0.0,0.0,Rib Injury - Unknown return date,0,0.00,0.00,i,221,277,0,0.00,0.0,0.0,522,0,0,504,0.0,221,0.0,0,220,0.0,0,0.0,0.0,0,0,0.0,,1643,0,515,221,0,False,0,0.0,
209,Remi Matthews,40,GKP,Crystal Palace,354,6755,,11,0,0,3518,Matthews,0.0,351,0,0,0.0,,275,0.0,0.0,0.0,,25,0.00,0.0,190,32,0,1.0,0,0.0,346,0,0.0,9395,0,0.0,0.0,,0,0.00,0.00,a,31,49,0,0.00,0.0,0.0,351,0,0,575,0.0,31,0.0,0,32,0.0,0,0.0,0.0,0,0,,,6931,0,334,13,0,False,0,0.0,
210,Tyrick Mitchell,50,DEF,Crystal Palace,66,9652,,25,0,0,2315,Mitchell,0.12,243,180,0,0.4,,134,0.06,2.0,1.0,,52,0.11,1.0,144,29,0,2.0,0,0.0,94,0,10.2,50524,13,1.49,1.0,,0,0.12,0.23,a,77,28,0,2.98,55.8,1.0,276,2,0,239,35.8,90,0.2,4,10,0.0,0,10.0,0.06,0,1,,,31599,0,28,4,2,False,0,1.0,
211,Daniel Muñoz,50,DEF,Crystal Palace,142,45963,,26,0,0,9276,Muñoz,0.02,115,180,0,1.0,,135,0.0,2.0,2.5,,33,0.04,2.5,94,61,0,3.9,0,0.0,160,0,5.2,84216,20,1.49,2.5,,1,0.00,0.04,a,40,29,0,2.98,17.6,1.0,116,2,0,242,24.0,40,0.5,4,39,0.0,0,10.0,0.02,0,1,,,62087,0,107,22,5,False,0,2.5,
212,David Ozoh,45,MID,Crystal Palace,519,0,2024-07-26T08:51:53.649693Z,194,0,0,0,Ozoh,0.0,518,0,0,0.0,0.0,478,0.0,0.0,0.0,,285,0.00,0.0,629,209,0,0.0,0,0.0,511,0,0.0,174,0,0.0,0.0,Season long loan to Derby County,0,0.00,0.00,u,217,273,0,0.00,0.0,0.0,518,0,0,500,0.0,217,0.0,0,216,0.0,0,0.0,0.0,0,0,0.0,,64,0,511,217,0,False,0,0.0,
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,480,755,2024-08-20T12:16:48.741122Z,164,0,0,0,Rak-Sakyi,0.0,479,0,0,0.0,0.0,431,0.0,0.0,0.0,,149,0.00,0.0,414,180,0,0.1,0,0.0,472,0,0.0,9427,0,0.0,0.0,Loaned to Sheffield United,0,0.00,0.00,u,188,239,0,0.00,0.0,0.0,479,0,0,444,0.0,188,0.0,0,187,0.0,0,0.0,0.0,0,0,0.0,,4592,0,470,188,0,False,0,0.0,
214,Jeffrey Schlupp,49,MID,Crystal Palace,330,2197,,211,1,0,1936,Schlupp,0.0,291,9,0,0.2,,499,0.0,0.0,1.0,,162,0.00,0.5,450,159,0,0.1,-1,0.0,318,0,0.1,3903,3,2.6,0.5,,0,0.00,0.00,a,143,191,0,0.26,0.7,0.0,248,0,1,292,0.4,122,0.1,0,170,0.0,-1,0.0,0.0,0,1,,,2075,0,287,164,1,False,0,0.5,
215,Joel Ward,45,DEF,Crystal Palace,436,544,,149,0,0,239,Ward,0.0,433,0,0,0.0,,366,0.0,0.0,0.0,,154,0.00,0.0,415,171,0,0.1,0,0.0,428,0,0.0,3250,0,0.0,0.0,,0,0.00,0.00,a,166,51,0,0.00,0.0,0.0,433,0,0,346,0.0,166,0.0,0,171,0.0,0,0.0,0.0,0,0,,,1625,0,418,170,0,False,0,0.0,
216,Adam Wharton,50,MID,Crystal Palace,80,5015,,61,0,0,1814,Wharton,0.16,150,163,0,0.8,,101,0.06,1.66,2.0,,88,0.19,2.0,271,49,0,0.4,0,0.0,124,0,8.0,10810,34,1.12,2.0,,0,0.11,0.30,a,77,175,0,2.03,31.3,1.1,155,2,0,271,29.6,80,0.4,3,56,0.0,0,19.0,0.1,0,2,,4.0,6660,0,64,53,4,False,0,2.0,
585,Ismaïla Sarr,59,MID,Crystal Palace,251,2891,,101,1,0,1165,I.Sarr,0.97,261,25,0,0.3,,176,0.36,3.6,1.0,,110,0.17,1.0,331,155,0,0.2,-1,0.0,307,0,2.3,13572,9,1.3,1.0,,0,0.10,0.27,a,136,59,0,0.36,15.3,0.0,305,0,1,94,1.6,161,0.2,1,122,0.0,-1,6.0,0.61,0,1,,,7514,0,129,90,2,False,0,1.0,
217,Abdoulaye Doucouré,54,MID,Everton,258,4035,,77,1,0,2223,A.Doucoure,0.17,198,118,0,0.6,,127,0.16,3.05,1.5,,90,0.01,1.5,281,132,0,0.4,-1,0.0,273,0,2.1,16395,5,2.13,1.5,,0,0.21,0.22,a,99,97,0,2.79,4.6,1.53,204,2,1,157,4.0,102,0.3,4,127,0.0,-1,12.0,0.01,0,1,,,8020,0,200,121,3,False,0,1.5,
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,333,26218,,51,0,0,19592,Beto,0.0,248,32,0,0.4,,566,0.0,5.62,1.0,,41,0.00,1.0,240,32,0,0.6,0,0.0,315,0,0.1,18192,2,0.9,1.0,,0,0.00,0.00,a,25,53,0,0.32,0.0,0.0,282,0,0,263,1.0,27,0.2,2,35,0.0,0,0.0,0.0,0,1,,,11209,0,581,54,2,False,0,1.0,
219,Jarrad Branthwaite,49,DEF,Everton,558,661,2024-08-12T14:30:04.538597Z,196,1,0,293,Branthwaite,0.0,557,0,0,0.0,0.0,524,0.0,0.0,0.0,,66,0.00,0.0,179,201,0,1.2,-1,0.0,551,0,0.0,113069,0,0.0,0.0,Groin Injury - Unknown return date,0,0.00,0.00,i,199,41,0,0.00,0.0,0.0,557,0,1,329,0.0,199,0.0,0,201,0.0,-1,0.0,0.0,0,0,0.0,,36307,0,549,201,0,False,0,0.0,
220,Dominic Calvert-Lewin,59,FWD,Everton,261,24601,,27,1,0,16423,Calvert-Lewin,0.04,158,146,0,0.7,,124,0.03,3.08,2.0,,26,0.01,2.0,161,22,0,1.5,-1,0.0,282,0,2.0,64619,7,2.18,2.0,,0,0.05,0.06,a,16,25,0,3.54,3.6,1.23,163,2,1,89,3.4,16,0.3,5,28,0.0,-1,13.0,0.01,0,2,,,28676,0,214,23,4,False,0,2.0,1.0
221,Séamus Coleman,44,DEF,Everton,408,272,2024-08-12T14:30:04.547756Z,124,1,0,224,Coleman,0.0,405,0,0,0.0,100.0,333,0.0,0.0,0.0,,188,0.00,0.0,556,149,0,0.0,-1,0.0,400,0,0.0,2136,0,0.0,0.0,,0,0.00,0.00,a,145,130,0,0.00,0.0,0.0,405,0,1,524,0.0,145,0.0,0,149,0.0,-1,0.0,0.0,0,0,0.0,,616,0,388,148,0,False,0,0.0,
222,Idrissa Gueye,50,MID,Everton,229,1240,,122,0,0,934,Gana,0.02,140,180,0,0.8,,216,0.01,3.5,2.0,,187,0.02,2.0,488,77,0,0.1,0,0.0,186,0,2.9,1909,14,1.93,2.0,,0,0.02,0.04,a,68,120,0,3.86,7.1,1.0,145,2,0,188,18.6,71,0.4,7,113,0.0,0,3.0,0.01,0,2,,,960,0,182,112,4,False,0,2.0,
223,James Garner,50,MID,Everton,574,69,2024-08-12T14:30:04.556771Z,241,0,0,61,Garner,0.0,572,0,0,0.0,100.0,551,0.0,0.0,0.0,2.0,257,0.00,0.0,589,248,0,0.0,0,0.0,567,0,0.0,1030,0,0.0,0.0,,0,0.00,0.00,a,253,153,0,0.00,0.0,0.0,572,0,0,236,0.0,253,0.0,0,254,0.0,0,0.0,0.0,0,0,25.0,3.0,290,0,570,254,0,False,0,0.0,
224,Jack Harrison,55,MID,Everton,99,2175,,20,0,0,1203,Harrison,0.61,206,140,0,0.5,,38,0.44,2.57,1.5,,133,0.26,1.5,385,107,0,0.2,0,0.0,236,0,6.8,5144,10,1.94,1.5,,0,0.68,0.94,a,105,76,0,3.02,16.6,1.29,212,2,0,123,9.8,108,0.3,4,66,0.0,0,44.0,0.17,0,1,,,2636,0,113,80,3,False,0,1.5,
225,Mason Holgate,40,DEF,Everton,357,11348,,86,0,0,4675,Holgate,0.0,271,5,0,0.2,,278,0.0,18.0,1.0,,85,0.00,0.5,238,115,0,0.6,0,0.0,349,0,0.0,8926,-1,1.26,0.5,,0,0.00,0.00,a,83,168,0,0.07,0.0,0.0,223,0,0,580,0.0,68,0.1,1,115,0.0,0,0.0,0.0,0,0,,,5214,0,337,114,1,False,0,0.5,
226,Tim Iroegbunam,45,MID,Everton,206,60657,,73,0,0,46642,Iroegbunam,0.08,138,180,0,0.9,,120,0.07,3.5,2.0,,71,0.02,2.0,214,76,0,0.7,0,0.0,185,0,3.6,19277,8,1.93,2.0,,0,0.14,0.16,a,66,248,0,3.86,3.3,1.0,140,2,0,467,18.8,67,0.4,7,101,0.0,0,14.0,0.01,0,2,,,14927,0,217,130,4,False,0,2.0,
227,João Neves Virgínia,40,GKP,Everton,368,3433,,16,0,0,2009,J.Virginia,0.0,364,0,0,0.0,,290,0.0,0.0,0.0,,32,0.00,0.0,233,37,0,0.6,0,0.0,360,0,0.0,5872,0,0.0,0.0,,0,0.00,0.00,a,36,54,0,0.00,0.0,0.0,364,0,0,593,0.0,36,0.0,0,37,0.0,0,0.0,0.0,0,0,,,3807,0,348,18,0,False,0,0.0,
228,Michael Keane,40,DEF,Everton,148,42040,,37,0,0,21011,Keane,0.01,269,180,0,0.2,,163,0.0,3.5,0.5,,49,0.02,0.5,131,38,0,2.3,0,0.0,109,0,5.0,34252,-1,1.93,0.5,,0,0.01,0.03,a,81,159,0,3.86,11.0,1.0,319,2,0,566,33.0,95,0.1,7,42,0.0,0,6.0,0.01,0,0,,,20787,0,168,44,1,False,0,0.5,
229,Neal Maupay,49,FWD,Everton,541,19719,,43,1,0,11174,Maupay,0.0,542,0,0,0.0,,504,0.0,0.0,0.0,,29,0.00,0.0,170,45,0,1.4,-1,0.0,534,0,0.0,53923,0,0.0,0.0,,0,0.00,0.00,a,47,60,0,0.00,0.0,0.0,542,0,1,298,0.0,47,0.0,0,46,0.0,-1,0.0,0.0,0,0,,,29783,0,533,45,0,False,0,0.0,
230,Dwight McNeil,54,MID,Everton,27,4991,,87,1,0,4251,McNeil,0.42,152,180,0,0.7,,144,0.02,3.5,2.0,,76,0.80,2.0,225,45,0,0.7,-1,0.0,116,0,15.0,22999,30,1.93,2.0,,0,0.03,0.82,a,79,107,0,3.86,108.8,1.0,157,2,1,170,31.6,82,0.4,7,19,0.0,-1,9.0,0.4,0,2,,1.0,10717,0,2,2,4,False,0,2.0,
231,Vitalii Mykolenko,44,DEF,Everton,247,24743,,67,1,0,18457,Mykolenko,0.01,275,180,0,0.2,,221,0.0,3.5,0.5,,20,0.02,0.5,59,79,0,6.8,-1,0.0,190,0,2.3,222119,-5,1.93,0.5,,0,0.00,0.02,a,87,147,0,3.86,3.0,1.0,322,2,1,543,17.8,98,0.1,7,84,0.0,-1,2.0,0.01,0,0,,,110485,0,223,66,1,False,0,0.5,
232,Iliman Ndiaye,54,FWD,Everton,224,4680,,25,1,0,4075,Ndiaye,0.09,255,60,0,0.4,,115,0.06,4.5,1.0,,53,0.02,1.0,378,16,0,0.2,-1,0.0,205,0,3.1,5459,-1,1.6,1.0,,0,0.04,0.06,a,26,43,0,1.07,1.3,0.0,295,0,1,172,15.2,30,0.2,3,22,0.0,-1,15.0,0.03,0,1,,,2857,0,266,29,2,False,0,1.0,
234,Nathan Patterson,44,DEF,Everton,427,97,2024-08-12T14:30:04.567805Z,140,1,0,61,Patterson,0.0,425,0,0,0.0,0.0,353,0.0,0.0,0.0,,198,0.00,0.0,587,165,0,0.0,-1,0.0,419,0,0.0,1059,0,0.0,0.0,Hamstring injury - Unknown return date,0,0.00,0.00,i,161,148,0,0.00,0.0,0.0,425,0,1,546,0.0,161,0.0,0,165,0.0,-1,0.0,0.0,0,0,0.0,,332,0,408,164,0,False,0,0.0,
235,Jordan Pickford,49,GKP,Everton,168,29149,,58,1,0,18491,Pickford,0.01,232,180,0,0.4,,502,0.0,3.5,1.0,,6,0.02,1.0,34,9,0,12.1,-1,0.0,51,5,4.5,369224,-3,1.93,1.0,,0,0.00,0.02,a,19,10,0,3.86,0.1,1.0,249,2,1,296,45.0,19,0.2,7,9,2.5,-1,0.0,0.01,0,1,,,183481,0,315,2,2,False,0,1.0,
236,James Tarkowski,49,DEF,Everton,89,6633,2024-08-23T09:30:06.049227Z,11,1,0,4679,Tarkowski,0.22,536,180,0,0.0,100.0,75,0.12,3.5,0.0,,62,0.20,0.0,163,56,0,1.5,-1,0.0,148,0,7.4,70873,-11,1.93,0.0,,0,0.24,0.44,a,193,33,0,3.86,21.4,1.0,536,2,1,289,25.6,193,0.0,7,11,0.0,-1,27.0,0.1,0,0,75.0,,27600,1,95,15,0,False,0,0.0,
237,Youssef Ramalho Chermiti,50,FWD,Everton,586,294,2024-08-05T15:00:04.380259Z,53,0,0,108,Y. Chermiti,0.0,583,0,0,0.0,0.0,569,0.0,0.0,0.0,,70,0.00,0.0,595,54,0,0.0,0,0.0,579,0,0.0,719,0,0.0,0.0,Foot injury - Unknown return date,0,0.00,0.00,i,55,55,0,0.00,0.0,0.0,583,0,0,268,0.0,55,0.0,0,55,0.0,0,0.0,0.0,0,0,0.0,,338,0,584,56,0,False,0,0.0,
238,Ashley Young,45,DEF,Everton,239,902,2024-08-17T20:00:05.873666Z,144,0,1,721,Young,0.24,636,65,0,-0.4,100.0,359,0.0,4.15,-2.0,1.0,148,0.17,-1.0,401,89,0,0.1,0,0.0,230,0,2.5,8278,-10,1.7,-1.0,,0,0.00,0.17,a,207,46,0,1.23,15.2,1.38,636,1,0,339,9.8,207,-0.2,3,81,0.0,0,0.0,0.24,0,0,0.0,,1453,0,132,29,-2,False,0,0.0,
577,Jesper Lindstrøm,54,MID,Everton,226,539,,66,1,0,318,Lindstrøm,0.14,321,33,0,0.2,,110,0.11,5.45,1.0,,161,0.01,0.5,444,112,0,0.1,-1,0.0,243,0,3.0,4725,4,2.1,0.5,,0,0.04,0.05,a,165,110,0,0.77,4.4,0.0,296,0,0,174,9.0,155,0.1,2,111,0.0,0,17.0,0.03,0,1,,,1927,0,203,123,1,False,0,0.5,
582,Jake O'Brien,49,DEF,Everton,559,1469,,197,1,0,720,O'Brien,0.0,558,0,0,0.0,,525,0.0,0.0,0.0,,118,0.00,0.0,325,202,0,0.3,-1,0.0,552,0,0.0,9799,0,0.0,0.0,,0,0.00,0.00,a,200,43,0,0.00,0.0,0.0,558,0,1,333,0.0,200,0.0,0,202,0.0,-1,0.0,0.0,0,0,,,4332,0,550,202,0,False,0,0.0,
603,Harrison Armstrong,45,MID,Everton,321,8464,,127,0,0,5700,Armstrong,0.0,290,1,0,0.2,,229,0.0,0.0,1.0,,124,0.00,0.5,362,223,0,0.2,0,0.0,528,0,0.2,4535,4,0.0,0.5,,0,0.00,0.00,a,142,289,0,0.00,0.1,0.0,247,0,0,522,0.0,121,0.1,0,163,0.0,0,2.0,0.0,0,1,,,2816,0,314,173,1,False,0,0.5,
614,Jenson Metcalfe,45,MID,Everton,500,636,,176,0,0,410,Metcalfe,0.0,499,0,0,0.0,,457,0.0,0.0,0.0,,262,0.00,0.0,598,192,0,0.0,0,0.0,492,0,0.0,250,0,0.0,0.0,,0,0.00,0.00,a,200,252,0,0.00,0.0,0.0,499,0,0,474,0.0,200,0.0,0,199,0.0,0,0.0,0.0,0,0,,,203,0,492,200,0,False,0,0.0,
624,Asmir Begovic,40,GKP,Everton,341,8366,,5,0,0,7598,Begovic,0.0,339,0,0,0.0,,262,0.0,0.0,0.0,,59,0.00,0.0,438,26,0,0.1,0,0.0,333,0,0.0,1413,0,0.0,1.0,,0,0.00,0.00,a,25,43,0,0.00,0.0,0.0,339,0,0,558,0.0,25,0.0,0,26,0.0,0,0.0,0.0,0,0,,,1338,0,321,7,0,False,0,1.0,
627,Roman Dixon,40,DEF,Everton,270,1497,,107,0,0,1497,Dixon,0.0,389,90,0,0.0,,315,0.0,4.0,0.0,,192,0.00,0.0,570,82,0,0.0,0,0.0,201,0,1.6,316,0,2.43,1.0,,0,0.00,0.00,a,130,192,0,2.43,0.3,1.0,389,1,0,620,15.4,130,0.0,4,91,0.0,0,0.0,0.0,0,0,,,316,0,301,98,0,False,0,1.0,
19,Emile Smith Rowe,56,MID,Fulham,86,1012831,,48,-1,0,884889,Smith Rowe,0.38,22,131,1,2.3,,76,0.36,0.69,6.5,,5,0.03,6.5,13,32,0,25.2,1,0.69,69,0,7.8,163296,43,1.26,7.0,,0,0.53,0.56,a,13,63,1,1.84,11.0,1.37,23,2,-1,102,39.8,14,1.2,1,60,0.0,1,27.0,0.02,0,10,,,91705,0,169,108,13,False,3,7.0,
191,Joachim Andersen,45,DEF,Fulham,232,61364,,34,0,0,32507,Andersen,0.06,448,90,0,0.0,,155,0.04,2.0,0.0,,6,0.02,0.0,21,76,0,14.6,0,0.0,187,0,2.8,421887,3,1.59,0.5,,0,0.04,0.06,a,174,72,0,1.59,2.9,1.0,448,1,0,384,18.4,174,0.0,2,77,0.0,0,7.0,0.02,0,0,,,229356,1,225,68,0,False,0,0.5,
239,Adama Traoré,50,MID,Fulham,43,89276,,19,0,0,54830,Adama,0.51,71,145,0,1.6,,37,0.19,0.62,4.0,,61,0.52,4.0,182,47,0,1.1,0,0.62,120,0,12.4,27622,31,1.19,4.5,,1,0.31,0.83,a,33,127,1,1.91,49.3,1.24,74,2,0,200,30.6,34,0.8,1,31,0.0,0,44.0,0.32,0,5,,,19361,0,34,30,8,False,0,4.5,
240,Andreas Hoelgebaum Pereira,55,MID,Fulham,7,40571,,95,0,0,16935,Andreas,0.3,203,175,0,0.5,,159,0.03,1.03,1.5,1.0,32,0.53,1.5,102,53,0,3.3,0,0.0,135,0,21.5,92055,37,1.15,2.0,,0,0.06,0.59,a,102,68,0,2.24,179.3,1.03,209,2,0,113,28.2,105,0.3,2,5,0.0,0,7.0,0.27,0,2,,1.0,55872,1,1,1,3,False,0,2.0,2.0
241,Calvin Bassey,45,DEF,Fulham,215,12998,,29,0,0,6839,Bassey,0.07,177,180,0,0.7,,147,0.05,1.0,1.5,,103,0.03,1.5,272,65,0,0.4,0,0.0,166,0,3.3,7693,14,1.52,2.0,,0,0.10,0.13,a,58,100,0,3.04,2.1,1.0,183,2,0,420,23.2,59,0.3,2,73,0.0,0,8.0,0.02,0,2,,,4112,1,245,76,3,False,0,2.0,
242,Steven Benda,40,GKP,Fulham,375,7546,,19,0,0,4271,Benda,0.0,371,0,0,0.0,,297,0.0,0.0,0.0,,35,0.00,0.0,253,40,0,0.5,0,0.0,367,0,0.0,5180,0,0.0,0.5,,0,0.00,0.00,a,39,57,0,0.00,0.0,0.0,371,0,0,601,0.0,39,0.0,0,40,0.0,0,0.0,0.0,0,0,,,3089,0,355,21,0,False,0,0.5,
243,Tom Cairney,49,MID,Fulham,244,596,,110,1,0,398,Cairney,0.1,537,47,0,0.0,,200,0.0,1.91,0.0,,229,0.05,0.0,543,123,0,0.0,-1,0.0,258,0,2.4,1385,2,2.32,0.5,,0,0.00,0.05,a,232,189,0,1.21,12.4,0.0,537,0,1,290,6.6,232,0.0,1,118,0.0,-1,4.0,0.1,0,0,,,714,2,158,104,0,False,0,0.5,
244,Timothy Castagne,44,DEF,Fulham,416,5242,,130,1,0,3122,Castagne,0.0,413,0,0,0.0,,341,0.0,0.0,0.0,,53,0.00,0.0,145,155,0,1.9,-1,0.0,408,0,0.0,88396,0,0.0,0.5,,0,0.00,0.00,a,151,137,0,0.00,0.0,0.0,413,0,1,533,0.0,151,0.0,0,155,0.0,-1,0.0,0.0,0,0,,,43254,0,396,154,0,False,0,0.5,
245,Issa Diop,45,DEF,Fulham,205,10088,,70,0,0,4589,Diop,0.0,136,180,0,0.9,,224,0.0,1.0,2.0,,113,0.01,2.0,302,40,0,0.3,0,0.0,111,0,3.6,5452,18,1.52,2.5,,0,0.00,0.01,a,44,86,0,3.04,1.0,1.0,138,2,0,403,32.8,44,0.4,2,69,0.0,0,2.0,0.0,0,2,,,3596,0,275,91,4,False,0,2.5,
246,Luke Harris,45,MID,Fulham,514,0,2024-08-06T17:24:03.566492Z,190,0,0,0,Harris,0.0,513,0,0,0.0,0.0,472,0.0,0.0,0.0,,268,0.00,0.0,607,205,0,0.0,0,0.0,506,0,0.0,510,0,0.0,0.0,Season long loan to Birmingham City,0,0.00,0.00,u,213,269,0,0.00,0.0,0.0,513,0,0,493,0.0,213,0.0,0,212,0.0,0,0.0,0.0,0,0,0.0,,194,0,506,213,0,False,0,0.0,
247,Alex Iwobi,55,MID,Fulham,41,75698,,14,0,0,63453,Iwobi,0.22,44,180,1,1.8,,28,0.12,1.0,5.0,,59,0.20,5.0,177,22,0,1.2,0,0.0,45,0,12.6,23692,35,1.52,5.5,,0,0.25,0.45,a,22,67,0,3.04,27.1,1.0,48,2,0,110,50.2,24,0.9,2,29,0.0,0,49.0,0.1,0,8,,,16501,0,79,62,10,False,1,5.5,
248,Bernd Leno,50,GKP,Fulham,137,80377,,59,0,0,38973,Leno,0.0,103,180,0,1.2,,530,0.0,1.0,3.0,,16,0.00,3.0,105,5,0,3.1,0,0.0,35,7,5.4,46566,26,1.52,3.5,,0,0.00,0.00,a,13,5,0,3.04,0.0,1.0,105,2,0,187,54.2,13,0.6,2,6,3.5,0,0.0,0.0,0,3,,,29890,0,553,59,6,False,0,3.5,
249,Saša Lukić,50,MID,Fulham,194,1283,,238,0,0,614,Lukić,0.02,146,180,0,0.8,,546,0.0,1.0,2.0,,194,0.04,2.0,497,71,0,0.1,0,0.0,172,0,4.0,1321,29,1.19,2.5,,0,0.00,0.04,a,73,141,0,2.38,17.9,1.0,151,2,0,221,21.8,76,0.4,2,96,0.0,0,0.0,0.02,0,2,,,752,0,104,73,4,False,0,2.5,3.0
250,Kevin Mbabu,40,DEF,Fulham,347,8011,,81,0,0,4564,Mbabu,0.0,344,0,0,0.0,,268,0.0,0.0,0.0,,91,0.00,0.0,250,110,0,0.5,0,0.0,339,0,0.0,9624,0,0.0,0.5,,0,0.00,0.00,a,106,161,0,0.00,0.0,0.0,344,0,0,568,0.0,106,0.0,0,110,0.0,0,0.0,0.0,0,0,,,5561,0,327,109,0,False,0,0.5,
251,Rodrigo Muniz Carvalho,61,FWD,Fulham,21,521724,,2,-1,0,177036,Muniz,0.41,160,156,0,0.7,,5,0.4,0.58,2.0,,8,0.01,2.0,43,15,0,10.3,1,0.58,195,0,15.8,171378,18,1.17,2.5,,0,0.69,0.70,a,18,22,1,2.03,41.2,1.15,165,2,0,75,17.0,18,0.3,1,4,0.0,0,100.0,0.01,0,2,,,121244,0,45,4,4,False,0,2.5,
252,Raúl Jiménez,55,FWD,Fulham,325,11235,,60,0,0,7070,Raúl,0.0,256,22,0,0.4,,597,0.0,4.09,1.0,,45,0.00,1.0,269,34,0,0.4,0,0.0,320,0,0.2,18946,5,4.17,1.5,,0,0.00,0.00,a,27,32,0,1.02,0.6,0.0,298,0,0,106,0.4,31,0.2,1,34,0.0,0,0.0,0.0,0,1,,,9549,0,294,33,2,False,0,1.5,1.0
