Car Name,Year,Region,FuelType,Mileage,Price
Mercedes-Benz CLS-Class,2005,Kentron,Gasoline,150000,7500
Nissan Versa hatchback,2012,Malatia-Sebastia,Gasoline,200000,10500
Nissan Sentra,2017,Artashat,Gasoline,67000,30000
Ford Bronco Sport,2022,Shengavit,Gasoline,20000,12800
Nissan Kicks,2019,Artashat,Gasoline,28000,17300
Chevrolet Camaro coupe,2018,Davtashen,Gasoline,53000,17000
Kia Forte,2019,Kapan,Gasoline,110000,15900
Dodge Challenger coupe,2016,Kentron,Gasoline,110000,41900
Toyota Land Cruiser,2013,Masis,Gasoline,163000,11000
Nissan Juke,2013,Masis,Gasoline,150000,45000
Lexus GX,2014,Shengavit,Gasoline,51000,3500
VAZ (Lada) Priora,2008,Kotayk,Gasoline,150000,9000
Hyundai Elantra,2014,Malatia-Sebastia,Gasoline,190000,2000
VAZ (Lada) 2115,2001,Artashat,Gasoline,600000,5200
BMW 5 Series,1998,Abovian,Gasoline,296000,22000
Mazda CX-5,2019,Shengavit,Gasoline,43000,10500
Infiniti EX35 hatchback,2007,Kentron,Gasoline,94000,3900
Opel Astra hatchback,1998,Avan,Gasoline,279000,3000
Opel Corsa hatchback,1997,Vanadzor,Gasoline,240000,20300
Lexus GX,2004,Malatia-Sebastia,Gasoline,176000,8500
Toyota Camry,2007,Ajapnyak,Gasoline,325000,20000
Toyota RAV4,2017,Arabkir,Gasoline,87000,8500
Volkswagen Touareg,2004,Martuni,Gasoline,262000,10800
Toyota Camry,2010,Shengavit,Gasoline,210000,26500
Toyota Camry,2019,Malatia-Sebastia,Gasoline,80000,18000
Nissan Rogue Sport,2020,Ijevan,Gasoline,46000,8700
Toyota Camry,2007,Nor Nork,Gasoline,180000,36000
Tesla Model Y,2021,Ajapnyak,Electric,59250,11500
Mazda 3,2017,Echmiadzin,Gasoline,43000,24000
Toyota RAV4,2016,Erebuni,Gasoline,48000,1000
Volkswagen Transporter,2002,Malatia-Sebastia,Gasoline,180000,2500
Fiat Seicento hatchback,2000,Erebuni,Gasoline,14800,9900
Chevrolet Volt hatchback,2014,Ararat,Hybrid,122000,21500
Kia Forte,2023,Dilijan,Gasoline,9500,79000
Lexus RX,2021,Arabkir,Hybrid,44000,13500
Hyundai Elantra,2019,Erebuni,Gasoline,126722,26000
Mazda CX-5,2021,Kentron,Gasoline,30000,11250
Toyota Camry,2011,Kentron,Gasoline,203000,4800
Volkswagen Polo hatchback,2002,Ajapnyak,Gasoline,87000,3000
Infiniti Q60 coupe,2018,Arabkir,Gasoline,31000,9300
Kia Sorento,2006,Nork-Marash,Gasoline,151000,14500
Hyundai Santa Fe,2016,Nork-Marash,Gasoline,65000,4200
Opel Astra hatchback,1999,Avan,Gasoline,310000,42000
Lexus IS,2021,Ajapnyak,Gasoline,24000,6300
Nissan X-Trail,2004,Erebuni,Gasoline,230000,55000
Mercedes-Benz G-Class,2010,Kentron,Gasoline,200000,7300
Ford Focus,2013,Avan,Gasoline,230000,18200
Toyota Camry,2017,Malatia-Sebastia,Gasoline,24,4800
Opel Astra wagon,2003,Erebuni,Gasoline,300000,7800
Kia Sorento,2003,Malatia-Sebastia,Gasoline,180000,4200
BMW X5,2011,Nor Nork,Gasoline,125000,2900
VAZ (Lada) 2112 hatchback,2006,Gyumri,Gasoline,212000,15000
Mitsubishi Outlander,2017,Kanaker-Zeytun,Gasoline,98238,5500
Nissan Tiida hatchback,2005,Shengavit,Gasoline,115000,13800
Lexus RX,2007,Kentron,Gasoline,97000,17000
Dodge Journey,2020,Noyemberyan,Gasoline,50000,8700
Hyundai Elantra,2012,Metsamor,Gasoline,143000,28000
BMW X5,2017,Ajapnyak,Gasoline,140000,3500
Honda Civic,2001,Echmiadzin,Gasoline,286000,18500
Acura ILX,2021,Arabkir,Gasoline,50000,4500
Nissan Primera wagon,1990,Nor Nork,Gasoline,300000,3200
Nissan March hatchback,2006,Nor Nork,Gasoline,210000,12900
Hyundai Elantra,2019,Ajapnyak,Gasoline,60000,14500
Kia Optima,2016,Ajapnyak,Gasoline,40000,21000
Mitsubishi Pajero,2013,Arabkir,Gasoline,163000,13000
MINI Cooper S Countryman wagon,2011,Arabkir,Gasoline,150000,4000
VAZ (Lada) 2121 (4x4),2003,Masis,Gasoline,200000,10300
Nissan Sentra,2016,Arabkir,Gasoline,160000,6800
Mercedes-Benz B-Class hatchback,2007,Gyumri,Gasoline,150000,5000
Opel Zafira,1999,Vanadzor,Gasoline,201000,4500
Nissan Tiida hatchback,2005,Erebuni,Gasoline,220000,6500
BMW X5,2003,Arabkir,Gasoline,373000,13500
Ford Explorer,2010,Kapan,Gasoline,200000,12500
Kia Sportage,2012,Shengavit,Gasoline,153480,12000
VAZ (Lada) 2121 Niva,2019,Malatia-Sebastia,Gasoline,40000,21500
Toyota Camry,2018,Hrazdan,Gasoline,28200,8200
Nissan Versa,2016,Echmiadzin,Gasoline,108000,20800
Kia Forte,2022,Ajapnyak,Gasoline,13000,42000
Mercedes-Benz G-Class,2009,Armavir,Gasoline,200000,15000
Kia Sorento,2011,Malatia-Sebastia,Gasoline,155500,85000
Lexus LX,2017,Arabkir,Diesel,200000,3400
Mercedes-Benz C-Class,1997,Vanadzor,Gasoline,250000,3000
Toyota Land Cruiser,2013,Shengavit,Gasoline,60537,13800
Nissan Sentra,2017,Nor Nork,Gasoline,98000,128000
BMW X7,2019,Arabkir,Gasoline,38000,8500
Mercedes-Benz C-Class,2008,Shengavit,Gasoline,320000,3800
Volkswagen Passat,2006,Shengavit,Gasoline,280000,3000
Volkswagen Passat,2005,Shengavit,Gasoline,166650,7000
Mazda MPV,2006,Arabkir,Gasoline,152000,3200
Volkswagen Passat,2003,Kentron,Gasoline,151000,8900
Ford Focus,2018,Arabkir,Gasoline,96000,77500
BMW X6,2021,Erebuni,Gasoline,23000,20500
BMW 3 Series,2018,Arabkir,Gasoline,22000,13900
Mitsubishi Outlander Sport,2017,Arabkir,Gasoline,81000,5800
BMW 3 Series,2002,Ajapnyak,Gasoline,174000,5400
VAZ (Lada) 2107,2011,Gyumri,Gasoline,54000,18500
Jeep Compass,2018,Malatia-Sebastia,Gasoline,48000,22900
Toyota Camry,2020,Arabkir,Gasoline,45000,13500
Toyota Venza,2008,Kanaker-Zeytun,Gasoline,220000,50000
Toyota Highlander,2022,Kanaker-Zeytun,Hybrid,6200,16300
Kia Optima,2019,Malatia-Sebastia,Gasoline,57000,5500
Nissan Versa,2017,On the way,Gasoline,60000,5700
Nissan Versa,2018,On the way,Gasoline,70000,4900
Mercedes-Benz E-Class,1997,Erebuni,Gasoline,300000,23000
Lexus GX,2006,Malatia-Sebastia,Gasoline,175000,22000
Toyota Camry,2019,Erebuni,Gasoline,41000,14500
Dodge Charger,2014,Ashtarak,Gasoline,150000,9100
Chevrolet Volt hatchback,2012,Erebuni,Hybrid,240000,38000
Toyota Highlander,2019,Artashat,Gasoline,71000,11500
Mercedes-Benz ML,2005,Artashat,Gasoline,250000,12200
Chevrolet Cruze,2017,Abovian,Gasoline,78000,13900
Ford Fusion (North America),2017,Arabkir,Gasoline,49000,13500
Chrysler 200,2015,Abovian,Gasoline,200000,9600
Infiniti FX-Series,2004,Malatia-Sebastia,Gasoline,155000,18500
Nissan Altima,2020,Malatia-Sebastia,Gasoline,53000,13400
BMW 7 Series,2009,Kentron,Gasoline,180000,4500
VAZ (Lada) 2107,2010,Ararat,Gasoline,69000,10000
VAZ (Lada) Granta,2024,Davtashen,Gasoline,6500,9500
Ford Escape,2008,Gyumri,Gasoline,180000,32000
Nissan Patrol,2011,Davtashen,Gasoline,80000,9000
Nissan Maxima,2010,Abovian,Gasoline,165072,9300
Ford Fiesta hatchback,2018,Ajapnyak,Gasoline,182000,6200
Nissan Teana,2006,Dilijan,Gasoline,189000,9600
Chevrolet Volt hatchback,2013,Dilijan,Hybrid,95000,11300
Ford Fusion,2015,Ajapnyak,Gasoline,216000,16500
Mercedes-Benz E-Class,2013,On the way,Gasoline,54250,15100
Kia Forte,2019,Gyumri,Gasoline,55000,54000
Land Rover Range Rover Velar,2020,Erebuni,Gasoline,34000,2500
Skoda Fabia hatchback,2008,Nor Nork,Gasoline,200000,23800
Mazda CX-5,2019,Abovian,Gasoline,55000,2500
Mercedes-Benz W124,1990,Masis,Gasoline,320000,5500
Volkswagen Bora,2001,Nor Nork,Gasoline,130000,5600
Suzuki SX4 hatchback,2006,Erebuni,Gasoline,153000,29700
Infiniti QX50,2019,Armavir,Gasoline,56000,8500
BMW 5 Series,2003,Sisian,Gasoline,204000,14100
Jeep Cherokee,2017,Malatia-Sebastia,Gasoline,100000,24700
Mercedes-Benz C-Class,2016,Malatia-Sebastia,Gasoline,125000,28500
Tesla Model S,2015,Malatia-Sebastia,Electric,130000,14500
Mazda 6,2016,Malatia-Sebastia,Gasoline,145000,12600
Hyundai ix35,2010,Artashat,Gasoline,133000,7000
Mercedes-Benz ML,1999,Malatia-Sebastia,Gasoline,340000,16000
Toyota Camry,2015,Ajapnyak,Gasoline,180000,16000
Nissan Maxima,2017,Erebuni,Gasoline,85000,9000
Chevrolet Volt hatchback,2016,Shengavit,Hybrid,88000,8800
Kia Forte,2010,Shengavit,Gasoline,170000,35000
Mitsubishi Outlander,2022,Malatia-Sebastia,Gasoline,25000,10800
Ford Fusion (North America),2017,Ajapnyak,Gasoline,145000,32000
Dodge Challenger coupe,2021,Abovian,Gasoline,68000,15500
Hyundai Sonata,2017,Kanaker-Zeytun,Gasoline,79000,11500
Toyota Camry,2007,Arabkir,Gasoline,120000,3200
Mercedes-Benz W124 wagon,1993,Hrazdan,Gasoline,350000,8500
UAZ (УАЗ) Hunter,2014,Vedi,Gasoline,80000,6100
Hyundai Sonata,2006,Erebuni,Gasoline,130000,23500
Toyota Camry,2021,Kentron,Gasoline,70000,173000
Mercedes-Benz G-Class,2019,Kentron,Gasoline,40000,30600
Ford Mustang convertible,2019,Shengavit,Gasoline,82000,32000
Mercedes-Benz GLE-Class,2017,Nork-Marash,Gasoline,126000,18500
Mazda 3 hatchback,2020,Malatia-Sebastia,Gasoline,41000,8500
Toyota Corolla,2010,Ajapnyak,Gasoline,172000,15000
Kia Optima,2017,Avan,Gasoline,78000,16500
Kia Sorento,2017,Kentron,Gasoline,90000,12300
Kia Sorento,2010,Nor Nork,Gasoline,175000,3000
Ford Transit,2000,Nor Nork,Diesel,250000,8000
VAZ (Lada) 2121 Niva,2017,Nor Nork,Gasoline,280000,25500
Mazda CX-5,2022,Malatia-Sebastia,Gasoline,6500,19500
Mitsubishi Outlander Sport,2021,Nor Nork,Gasoline,38500,12500
Acura MDX,2011,Erebuni,Gasoline,120000,8500
Hyundai Solaris,2016,Malatia-Sebastia,Gasoline,70000,52000
Nissan Pathfinder,2022,Malatia-Sebastia,Gasoline,3300,30000
Mazda CX-5,2021,Shengavit,Gasoline,5000,8900
Ford Focus,2017,Armavir,Gasoline,144000,21800
Mercedes-Benz E-Class,2014,Malatia-Sebastia,Gasoline,170000,38000
Toyota Highlander,2018,Ajapnyak,Gasoline,105000,18000
Honda Accord,2016,Shengavit,Gasoline,79000,15700
Toyota Camry,2016,Kentron,Gasoline,153000,29000
BMW 3 Series,2019,Ajapnyak,Gasoline,36000,1500
VAZ (Lada) 2101,1973,Dilijan,Gasoline,400000,6100
Nissan Tiida,2008,Malatia-Sebastia,Gasoline,150000,12700
Nissan Altima,2017,Kentron,Gasoline,230000,17500
Kia Forte,2020,Gyumri,Gasoline,50000,13500
Kia Forte,2019,Gyumri,Gasoline,90000,7500
Hyundai Sonata,2008,Nor Nork,Gasoline,187000,3500
Honda Accord,2004,Nor Nork,Gasoline,80000,30000
Chevrolet Silverado pickup,2013,Nor Nork,Gasoline,140000,107000
BMW X7,2021,Davtashen,Gasoline,33000,12500
Hyundai i30 hatchback,2018,Shengavit,Gasoline,145000,9400
Hyundai Elantra,2011,Hushakert,Gasoline,270000,3900
Nissan Tiida,2005,Armavir,Gasoline,345000,6700
Mercedes-Benz E-Class,1998,Charentsavan,Gasoline,247000,6800
Mitsubishi Lancer,2008,Hrazdan,Gasoline,257000,3600
Mercedes-Benz C-Class,1995,Gyumri,Gasoline,280000,105000
Mercedes-Benz GLE-Class,2021,Kentron,Gasoline,4800,14000
Kia Optima,2019,Gyumri,Gasoline,75000,9500
Toyota Camry,2008,Kentron,Gasoline,165000,11000
Mercedes-Benz E-Class,2004,Arabkir,Gasoline,174000,22000
Lexus RX,2012,Shengavit,Gasoline,110000,3800
GAZ (ГАЗ) 31105 Volga,2006,Arabkir,Gasoline,67777,12000
Mercedes-Benz CLS-Class,2007,Alaverdi,Gasoline,160000,5500
Nissan Tiida hatchback,2005,Erebuni,Gasoline,130000,14000
Hyundai Elantra,2020,Davtashen,Gasoline,50000,10500
Hyundai Elantra,2017,Arabkir,Gasoline,100000,15000
Mazda CX-3,2020,Arabkir,Gasoline,40000,4000
Toyota Passo hatchback,2004,Arabkir,Gasoline,103000,5300
Nissan Tiida,2006,Malatia-Sebastia,Gasoline,166000,2500
Opel Vectra,1997,Davtashen,Gasoline,234000,5800
Nissan Teana,2007,Shengavit,Gasoline,165000,4100
VAZ (Lada) 2112 hatchback,2007,Noratus,Gasoline,280000,20700
Toyota Camry,2020,Malatia-Sebastia,Gasoline,46000,18000
Tesla Model 3,2020,On the way,Electric,65000,11200
Lexus RX,2003,Kentron,Gasoline,175000,10500
Mercedes-Benz C-Class,2009,Kentron,Gasoline,248000,12000
BMW 5 Series,2006,Malatia-Sebastia,Gasoline,290000,28500
Kia K5,2021,Ajapnyak,Gasoline,24000,16000
Mercedes-Benz CLS-Class,2005,Avan,Gasoline,140000,12500
Hyundai Elantra,2019,Shengavit,Gasoline,58000,12000
Mercedes-Benz E-Class,2008,Shengavit,Gasoline,220000,9500
Chevrolet Volt,2013,Avan,Hybrid,170000,11500
Toyota Camry,2011,Ajapnyak,Gasoline,150000,93000
BMW X6,2019,Shengavit,Gasoline,33000,41500
Mercedes-Benz GLS-Class,2017,Malatia-Sebastia,Gasoline,67500,8500
Mazda 6,2008,Arabkir,Gasoline,210000,28000
Honda CR-V,2019,Malatia-Sebastia,Gasoline,34170,11500
BMW 5 Series,2004,Kentron,Gasoline,112000,7800
Nissan X-Trail,2008,Kanaker-Zeytun,Gasoline,179000,40000
Lexus RX,2018,Nor Nork,Gasoline,53600,3400
Opel Astra,2000,Avan,Gasoline,342000,6500
Nissan Altima,2008,Ajapnyak,Gasoline,123000,22000
Geely Geometry C hatchback,2022,Arabkir,Electric,43000,11000
Toyota Corolla,2011,Hrazdan,Gasoline,141000,5000
Toyota Platz,2002,Balahovit,Gasoline,175000,11500
VAZ (Lada) Niva,2022,Nor Nork,Gasoline,32000,6000
Mercedes-Benz C-Class,2000,Nork-Marash,Gasoline,330000,16000
BMW 3 Series,2016,Kanaker-Zeytun,Gasoline,160000,9200
Nissan NV200,2018,Nor Nork,Gasoline,100000,9400
Nissan Altima,2013,Kentron,Gasoline,163000,48000
Land Rover Range Rover Sport,2014,Nor Nork,Gasoline,96780,18500
BMW X6,2011,Davtashen,Gasoline,189000,23000
Kia Forte,2022,Nor Nork,Gasoline,2200,50000
Lexus LX,2011,Malatia-Sebastia,Gasoline,83350,8500
Nissan Elgrand,2002,Shengavit,Gasoline,245000,5000
VAZ (Lada) 2121 Niva,2015,Davtashen,Gasoline,29000,3000
Ford Focus hatchback,2001,Davtashen,Gasoline,260000,8500
BMW 3 Series,2007,Davtashen,Gasoline,248000,11000
Nissan Altima,2016,Nor Nork,Gasoline,96000,20000
Lexus GX,2005,Kentron,Gasoline,170000,13700
Lexus RX,2006,Shengavit,Gasoline,121700,9900
Hyundai Sonata,2014,Avan,Gasoline,180000,9300
Nissan Altima,2013,Vanadzor,Gasoline,218000,23000
Mazda 3 hatchback,2020,Arabkir,Gasoline,6000,8000
Chevrolet Traverse,2010,Yeghvard,Gasoline,292000,14000
Ford Explorer,2015,Erebuni,Gasoline,177000,8800
Jeep Grand Cherokee,2005,Erebuni,Gasoline,30,21000
Subaru Forester,2020,Avan,Gasoline,13000,23800
Toyota RAV4,2018,Malatia-Sebastia,Gasoline,58000,21800
Subaru Forester,2020,Avan,Gasoline,27000,7300
Opel Zafira,2002,Gyumri,Gasoline,175000,7500
Dodge Charger,2009,Abovian,Gasoline,170000,16200
Nissan Kicks,2020,On the way,Gasoline,42000,19900
Toyota Camry,2018,Shengavit,Gasoline,80000,7700
Mitsubishi Pajero IO,2006,Malatia-Sebastia,Gasoline,76000,11000
Mercedes-Benz ML,2006,Davtashen,Gasoline,260000,15500
Nissan Rogue,2018,Malatia-Sebastia,Gasoline,39000,9500
Nissan Primastar,2004,Kanaker-Zeytun,Diesel,234000,15000
Ford Escape,2017,Malatia-Sebastia,Gasoline,123000,5500
UAZ (УАЗ) 31519,2012,Shengavit,Gasoline,57000,21500
Mazda CX-5,2019,Arabkir,Gasoline,48000,19000
BMW X1,2016,Erebuni,Gasoline,82000,11500
Volkswagen Passat,2016,Erebuni,Gasoline,66000,5000
BMW 3 Series,1999,Arabkir,Gasoline,430000,14950
Volkswagen Jetta,2020,Shengavit,Gasoline,85000,13000
Ford Fusion (North America),2016,Nor Nork,Gasoline,132000,10500
Nissan Patrol,1999,Malatia-Sebastia,Diesel,312000,7200
Hyundai Elantra,2011,Abovian,Gasoline,217000,4100
VAZ (Lada) 2121 (4x4),2000,Noratus,Gasoline,150000,16500
Nissan Xterra,2010,Gai,Gasoline,156885,6000
Nissan Fuga,2004,Nor Nork,Gasoline,200000,14200
Kia Forte,2019,Shengavit,Gasoline,42500,25000
Dodge Challenger coupe,2020,Echmiadzin,Gasoline,33000,11950
Hyundai Elantra,2017,Shengavit,Gasoline,78000,6700
Opel Zafira,2006,Kanaker-Zeytun,Gasoline,400000,14500
Kia Forte,2019,Ajapnyak,Gasoline,59000,7000
Jeep Grand Cherokee,2000,Nubarashen,Gasoline,151000,24000
Jeep Cherokee,2019,Davtashen,Gasoline,60000,14500
BMW 3 Series,2013,Erebuni,Gasoline,150000,7500
Mercedes-Benz C-Class,2000,Nor Nork,Gasoline,206000,1000
Kia Rio,2008,Artashat,Gasoline,200000,3200
Opel Astra hatchback,1999,Artashat,Gasoline,360000,5000
VAZ (Lada) 2114 hatchback,2013,Vanadzor,Gasoline,82000,22900
Hyundai Elantra,2021,Gyumri,Gasoline,34000,8500
Chrysler 300C,2006,Arabkir,Gasoline,115000,17300
Volkswagen Caddy,2018,Malatia-Sebastia,Gasoline,141000,23000
Lexus GX,2005,Hayanist,Gasoline,163000,3500
VAZ (Lada) 2106,2003,Artashat,Gasoline,99000,5800
BMW 1 Series hatchback,2006,Malatia-Sebastia,Gasoline,280000,11700
Chrysler 200,2015,Erebuni,Gasoline,180000,22500
BMW 3 Series,2018,Ashtarak,Gasoline,85000,43000
Jeep Grand Cherokee,2019,Ashtarak,Gasoline,25000,11900
Nissan Juke,2011,Arabkir,Gasoline,143000,6500
Nissan Tiida,2006,Erebuni,Gasoline,157000,12700
Kia Sportage,2015,Davtashen,Gasoline,120000,11600
Kia Forte,2016,Abovian,Gasoline,120000,8900
BMW 5 Series,2007,Shengavit,Gasoline,284000,14200
Hyundai Elantra,2019,Artashat,Gasoline,50000,140000
Mercedes-Benz S-Class,2021,Shengavit,Gasoline,35000,11000
Ford Fusion (North America),2019,Shengavit,Gasoline,84000,16500
BMW X5,2008,Shengavit,Gasoline,213000,15500
Nissan Rogue Sport,2017,Artashat,Gasoline,74000,15832
Kia Forte,2013,Nor Nork,Gasoline,151000,29000
Jeep Grand Cherokee,2018,Byureghavan,Gasoline,70000,6500
Nissan Tiida,2009,Shengavit,Gasoline,215000,11700
Hyundai Elantra,2016,Nor Nork,Gasoline,45000,8000
Mercedes-Benz S-Class,2000,Shengavit,Gasoline,178000,15000
Nissan Xterra,2013,Kentron,Gasoline,94000,24000
BMW X4,2017,Ajapnyak,Gasoline,120000,2000
Volkswagen Caddy,1998,Tairov,Diesel,350000,16800
Nissan Rogue,2017,Malatia-Sebastia,Gasoline,110000,7850
Nissan Sunny,2015,Kentron,Gasoline,224000,15000
Nissan Rogue,2019,Gyumri,Gasoline,90000,5300
Nissan Teana,2006,Kanaker-Zeytun,Gasoline,184000,9000
Honda CR-V,2005,Alaverdi,Gasoline,180000,2900
VAZ (Lada) 2107,2010,Alaverdi,Gasoline,80000,11000
Nissan Sentra,2016,Vanadzor,Gasoline,88000,24200
Jaguar XF,2018,Kentron,Gasoline,67300,45000
Toyota Land Cruiser,2011,Arabkir,Gasoline,220000,33000
Mercedes-Benz ML,2014,Ajapnyak,Gasoline,168000,3000
Opel Astra wagon,1999,Vanadzor,Gasoline,220000,2900
Renault Kangoo,1998,Aparan,Gasoline,350000,28500
Toyota Camry,2019,Shengavit,Gasoline,69900,9000
Volkswagen Jetta,2011,Erebuni,Gasoline,122000,75500
BMW X5,2020,Kentron,Gasoline,50000,28000
Toyota RAV4,2019,Kentron,Gasoline,48000,23500
Mazda CX-5,2019,Kentron,Gasoline,31000,17500
Kia Forte,2020,Nor Nork,Gasoline,21000,17800
Kia Optima,2020,Kentron,Gasoline,32000,47000
Lexus RX,2020,Kentron,Gasoline,17000,6500
Nissan Altima,2008,Shengavit,Gasoline,185000,9500
Mercedes-Benz E-Class,2000,Ijevan,Gasoline,98000,60000
CheryExeed AtlantiX,2023,Russia,Gasoline,70,14000
Nissan Juke,2015,Kentron,Gasoline,80000,13000
Hyundai Elantra,2019,Arabkir,Gasoline,63000,11500
Nissan Qashqai+2,2009,Artik,Gasoline,127000,5500
Mercedes-Benz E-Class,1996,Gyumri,Gasoline,100000,11200
Kia Forte,2017,Nor Nork,Gasoline,46000,17000
Audi Q7,2008,Kentron,Gasoline,113000,14000
Kia Forte,2019,Nor Nork,Gasoline,59000,24000
Mazda CX-5,2021,Kentron,Gasoline,26000,17500
Mazda CX-5,2018,Erebuni,Gasoline,74700,13300
Kia Rio,2020,Malatia-Sebastia,Gasoline,72000,19500
Toyota 4Runner,2008,Goris,Gasoline,130000,27700
Toyota Camry,2020,Kentron,Gasoline,39000,4300
Opel Astra hatchback,1998,Masis,Gasoline,400000,11000
Mazda CX-9,2008,Shengavit,Gasoline,171000,16900
Hyundai Elantra,2020,Shengavit,Gasoline,45000,10600
Lexus RX,2003,Arabkir,Gasoline,167000,19300
Nissan Rogue,2019,Shengavit,Gasoline,44000,3800
VAZ (Lada) 2114 hatchback,2013,Erebuni,Gasoline,143000,6000
Mercedes-Benz C-Class,1999,Erebuni,Gasoline,260000,5000
Nissan Tiida,2006,Ajapnyak,Gasoline,191871,9500
Honda Odyssey (North America),2006,Ajapnyak,Gasoline,200000,45000
BMW 7 Series,2017,Nork-Marash,Gasoline,42000,2500
Mercedes-Benz C-Class,1995,Hrazdan,Gasoline,410000,11700
Changan Benni EC/EV hatchback,2023,Malatia-Sebastia,Electric,10,31500
BMW 5 Series,2017,Nork-Marash,Gasoline,98000,8700
Toyota Corolla,2008,Nor Nork,Gasoline,189000,5200
Nissan Tiida,2006,Nor Nork,Gasoline,250000,30000
BMW X5 M,2011,Erebuni,Gasoline,146000,4500
VAZ (Lada) 2107,2012,Erebuni,Gasoline,80000,18500
Mazda 6,2018,Armavir,Gasoline,44000,22500
Mazda CX-5,2021,Armavir,Gasoline,32000,6300
Mercedes-Benz E-Class,1998,Malatia-Sebastia,Gasoline,425575,25999
Mazda CX-5,2022,Armavir,Gasoline,2177,22500
Mercedes-Benz CLA-Class,2017,Parakar,Gasoline,124000,5000
Mitsubishi Pajero,1999,Kapan,Gasoline,160000,17500
Mercedes-Benz S-Class,2006,Martuni,Gasoline,118000,19000
Mercedes-Benz ML,2011,Martuni,Gasoline,96885,3200
Opel Astra wagon,1999,Arabkir,Gasoline,450000,12000
Lexus IS,2007,Ajapnyak,Gasoline,165000,14500
Mitsubishi Pajero,2010,Martuni,Gasoline,231000,4500
Mercedes-Benz C-Class,1996,Gavar,Gasoline,3453,9500
Ford Focus,2018,Gyumri,Gasoline,110000,25000
Mercedes-Benz E-Class,2015,Kanaker-Zeytun,Gasoline,130000,6000
Mercedes-Benz A-Class hatchback,2007,Shengavit,Gasoline,195000,5000
Toyota Harrier,2000,Ajapnyak,Gasoline,450000,3500
VAZ (Lada) 2105,2010,Artashat,Gasoline,80000,15700
Kia K7,2016,Charentsavan,Gasoline,187000,3000
Toyota Will Cypha hatchback,2002,Avan,Gasoline,216333,1000
Mazda 323,1984,Echmiadzin,Gasoline,223000,18000
Toyota Camry,2018,Masis,Gasoline,69000,25000
Mitsubishi Eclipse Cross,2022,Ajapnyak,Gasoline,5773,18000
Ford Fusion (North America),2020,Masis,Gasoline,55500,11700
Nissan Sentra,2018,Armavir,Gasoline,88000,17500
Ford Transit Connect,2021,Armavir,Gasoline,27000,57000
Toyota Highlander,2023,Armavir,Gasoline,1200,16400
Chevrolet Malibu,2020,Nork-Marash,Gasoline,112000,14000
Porsche Cayenne,2009,Shengavit,Gasoline,195000,15000
Mazda 3,2018,Kanaker-Zeytun,Gasoline,125000,33500
Toyota Land Cruiser,2008,Kapan,Gasoline,280000,11850
Honda Accord,2013,Kentron,Gasoline,72000,4600
Jeep Liberty (North America),2001,Shnogh,Gasoline,190000,7100
Nissan Teana,2005,Yeghvard,Gasoline,122000,6300
Ford Transit,2000,Vanadzor,Diesel,65200,2000
UAZ (УАЗ) 452,1980,Ashtarak,Gasoline,200000,3200
Opel Vectra,1998,Armavir,Gasoline,290000,11700
Nissan Sentra,2019,Nor Nork,Gasoline,86000,11000
Hyundai Elantra,2015,Arabkir,Gasoline,145000,5000
Nissan Tiida hatchback,2005,Kentron,Gasoline,220000,4800
Mercedes-Benz Sprinter,1996,Kanaker-Zeytun,Diesel,250000,10500
Toyota Camry,2008,Nor Nork,Gasoline,210000,23000
Lexus LX,2006,Avan,Gasoline,400000,5500
Isuzu Rodeo,1998,Voskevaz,Gasoline,200000,2900
VAZ (Lada) 2104 wagon,2012,Ujan,Gasoline,40000,21900
Hyundai Elantra,2021,Nor Nork,Hybrid,16000,26500
Toyota Camry,2019,Malatia-Sebastia,Gasoline,50000,11000
Ford Focus hatchback,2018,Kentron,Gasoline,48000,6800
BMW 3 Series,2002,Dilijan,Gasoline,250000,5000
GAZ (ГАЗ),1983,Zovuni,Gasoline,86000,5000
Opel Zafira,1999,Abovian,Gasoline,220000,23000
Mercedes-Benz CLS-Class,2014,Davtashen,Gasoline,150000,2900
BMW 5 Series,1992,Dilijan,Gasoline,400000,9300
Chrysler Town & Country,2012,Shengavit,Gasoline,185000,15000
