drug_name,medical_condition,side_effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zonisade,Seizures,"Zonisade can cause serious side effects including: See Important information high blood ammonia levels. High ammonia in the blood can affect your mental status, slow your alertness, make you feel tired, or cause vomiting. Call your healthcare provider right away if you develop unexplained tiredness, vomiting, slow alertness or changes in your mental status. kidney stones. Drink plenty of fluids while you take Zonisade to decrease your chances of getting kidney stones. Call your healthcare provider right away if you get back pain, stomach pain, or blood in your urine. decrease in kidney function. Zonisade may cause a decrease in kidney function. Your healthcare provider should do a blood test to measure your kidney function before and during treatment. The most common side effects include: drowsiness dizziness agitation or irritability loss of appetite trouble with walking and coordination difficulty with memory or concentration These are not all of the possible side effects. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088. You may also report side effects to Azurity Pharmaceuticals, Inc. at 1-855-379-0383. Zonisade side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ganaxolone,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have new or sudden changes in mood or behavior, including new or worse depression or anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, more active or talkative, or have thoughts about suicide or hurting yourself. Common side effects of ganaxolone may include: drowsiness; fever; excessive saliva or drooling ; or seasonal allergy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vigadrone,Seizures,"Tell the doctor right away if the child shows signs of vision changes, such as bumping into things or being easily startled or surprised. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Vigadrone may cause serious side effects. Call your doctor at once if you have: increased or worsening seizures; any change in your vision, no matter how mild; unusual or involuntary eye movements; severe drowsiness, fussiness, or feeding problems (in a baby taking Vigadrone); numbness , tingling, or burning pain in your hands or feet; weight gain with or without swelling; signs of an ear infection--fever, ear pain or full feeling, trouble hearing, drainage from the ear, fussiness in a child; or low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Some babies treated with Vigadrone have had abnormal brain changes seen on magnetic resonance imaging (MRI). It is not known if these changes are caused by this medicine or if they are harmful. Tell any doctor who treats your baby that the child is taking this medicine. Common side effects of Vigadrone may include: blurred vision or other eye problems; drowsiness, dizziness, feeling tired; problems with walking or coordination; tremors or shaking; aggressive behavior ; confusion, problems with thinking or memory; weight gain; joint pain; cold symptoms such as stuffy nose, sneezing, sore throat; or (in babies) fussiness, ear infection, cough, breathing problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ztalmy,Seizures,"Ztalmy can cause serious side effects, including: See Important information . The most common side effects include: sleepiness fever excessive saliva or drooling seasonal allergy These are not all of the possible side effects. For more information ask your healthcare provider or pharmacist. Tell your healthcare provider about any side effect that bothers you or your child, or that does not go away. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088. You may also contact Marinus Pharmaceuticals at 844-627-4687. Ztalmy side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plavix,Stroke,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Plavix increases your risk of bleeding, which can be severe or life-threatening. Call your doctor or seek emergency medical attention if you have bleeding that will not stop, if you have blood in your urine, black or bloody stools, or if you cough up blood or vomit that looks like coffee grounds. Also call your doctor at once if you have: nosebleeds, pale skin, easy bruising, purple spots under your skin or in your mouth; jaundice (yellowing of your skin or eyes); fast heartbeats, shortness of breath; headache , fever, weakness, feeling tired; little or no urination; a seizure; low blood sugar - headache, hunger, sweating, irritability, dizziness, fast heart rate, and feeling anxious or shaky; or signs of a blood clot - sudden numbness or weakness, confusion, problems with vision or speech. Common Plavix side effects may include: bleeding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clopidogrel,Stroke,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Clopidogrel increases your risk of bleeding, which can be severe or life-threatening. Call your doctor or seek emergency medical attention if you have bleeding that will not stop, if you have blood in your urine, black or bloody stools, or if you cough up blood or vomit that looks like coffee grounds. Also call your doctor at once if you have: nosebleeds , pale skin, easy bruising, purple spots under your skin or in your mouth; jaundice (yellowing of your skin or eyes); fast heartbeats, shortness of breath; headache , fever, weakness, feeling tired; little or no urination; a seizure; low blood sugar --headache, hunger, sweating, irritability, dizziness , fast heart rate , and feeling anxious or shaky; or signs of a blood clot--sudden numbness or weakness, confusion, problems with vision or speech. Common side effects of clopidogrel may include: bleeding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activase,Stroke,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Activase increases your risk of bleeding, which can be severe or fatal. Call your doctor or seek emergency medical attention if you have bleeding that will not stop. Bleeding may occur from a surgical incision, or from the skin where a needle was inserted during a blood test or while receiving injectable medication. You may also have bleeding on the inside of your body, such as in your stomach or intestines, kidneys or bladder, brain, or within the muscles. Call your doctor or get emergency medical help if you have signs of bleeding, such as: sudden headache , feeling very weak or dizzy; bleeding gums, nosebleeds ; easy bruising; bleeding from a wound, incision, catheter, or needle injection; bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; red or pink urine; heavy menstrual periods or abnormal vaginal bleeding ; or sudden numbness or weakness (especially on one side of the body), slurred speech, problems with vision or balance. Also call your doctor at once if you have: chest pain or heavy feeling, pain spreading to the jaw or shoulder, nausea , sweating, general ill feeling; swelling, rapid weight gain, little or no urination; severe stomach pain, nausea, and vomiting ; darkening or purple discoloration of your fingers or toes; very slow heartbeats, shortness of breath, feeling light-headed; sudden severe back pain , muscle weakness, numbness or loss of feeling in your arms or legs; increased blood pressure--severe headache, blurred vision, pounding in your neck or ears, anxiety , nosebleed; or pancreatitis --severe pain in your upper stomach spreading to your back, nausea and vomiting . Bleeding is the most common side effect of alteplase .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alteplase,Stroke,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Alteplase increases your risk of bleeding, which can be severe or fatal. Call your doctor or seek emergency medical attention if you have bleeding that will not stop. Bleeding may occur from a surgical incision, or from the skin where a needle was inserted during a blood test or while receiving injectable medication. You may also have bleeding on the inside of your body, such as in your stomach or intestines, kidneys or bladder, brain, or within the muscles. Call your doctor or get emergency medical help if you have signs of bleeding, such as: sudden headache , feeling very weak or dizzy; bleeding gums, nosebleeds ; easy bruising; bleeding from a wound, incision, catheter, or needle injection; bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; red or pink urine; heavy menstrual periods or abnormal vaginal bleeding ; or sudden numbness or weakness (especially on one side of the body), slurred speech, problems with vision or balance. Also call your doctor at once if you have: chest pain or heavy feeling, pain spreading to the jaw or shoulder, nausea , sweating, general ill feeling; swelling, rapid weight gain, little or no urination; severe stomach pain, nausea, and vomiting ; darkening or purple discoloration of your fingers or toes; very slow heartbeats, shortness of breath, feeling light-headed; sudden severe back pain , muscle weakness, numbness or loss of feeling in your arms or legs; increased blood pressure--severe headache, blurred vision, pounding in your neck or ears, anxiety , nosebleed; or pancreatitis --severe pain in your upper stomach spreading to your back, nausea and vomiting . Bleeding is the most common side effect of alteplase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nimodipine,Stroke,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Nimodipine may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; fast or slow heart rate ; or swelling in your ankles or feet. Common side effects of nimodipine may include: low blood pressure (feeling light-headed); nausea , upset stomach ; slow heartbeats; or muscle pain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamiflu,Swine Flu,"sudden confusion; tremors or shaking; unusual behavior; or hallucinations (hearing or seeing things that are not there). Common Tamiflu side effects may include: nausea, vomiting ; headache ; or pain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
