Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Acetoprofen,Antibiotic,Injection,83 mg,Amgen Inc.,Diabetes,Prescription
Ibuprostatin,Antipyretic,Tablet,444 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Ibupronazole,Antiviral,Cream,62 mg,AbbVie Inc.,Diabetes,Prescription
Ibuproprofen,Antidiabetic,Capsule,48 mg,"Merck & Co., Inc.",Infection,Prescription
Dolocillin,Antipyretic,Syrup,694 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Clariphen,Antiviral,Ointment,505 mg,AbbVie Inc.,Infection,Over-the-Counter
Cefnazole,Antiseptic,Inhaler,606 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Acetostatin,Antidepressant,Capsule,104 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Clarimycin,Antidepressant,Inhaler,98 mg,Biogen Inc.,Fever,Over-the-Counter
Acetonazole,Analgesic,Tablet,449 mg,AstraZeneca plc,Fever,Prescription
Acetostatin,Analgesic,Syrup,426 mg,AstraZeneca plc,Depression,Over-the-Counter
Ibupromet,Antiseptic,Drops,626 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Clarimycin,Analgesic,Syrup,930 mg,CSL Limited,Diabetes,Over-the-Counter
Dolomet,Antidepressant,Ointment,32 mg,Pfizer Inc.,Fungus,Over-the-Counter
Metocillin,Antibiotic,Syrup,859 mg,Pfizer Inc.,Infection,Prescription
Cefnazole,Antipyretic,Inhaler,585 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dextrophen,Antiviral,Injection,931 mg,Amgen Inc.,Infection,Over-the-Counter
Clarivir,Antifungal,Capsule,514 mg,Bayer AG,Depression,Prescription
Dextrovir,Analgesic,Syrup,665 mg,Bristol-Myers Squibb Company,Infection,Prescription
Claristatin,Analgesic,Injection,939 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Cefmet,Antidepressant,Capsule,128 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Clarimycin,Antifungal,Capsule,645 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Claristatin,Antidepressant,Drops,784 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Acetophen,Antiviral,Inhaler,685 mg,Novartis AG,Virus,Prescription
Cefprofen,Antidepressant,Syrup,242 mg,Sanofi S.A.,Diabetes,Prescription
Metomycin,Antibiotic,Drops,242 mg,Bayer AG,Fungus,Over-the-Counter
Clarivir,Antifungal,Capsule,890 mg,Amgen Inc.,Fungus,Over-the-Counter
Clarimycin,Antidepressant,Cream,733 mg,Eli Lilly and Company,Wound,Prescription
Amoxicillin,Antibiotic,Capsule,868 mg,Sanofi S.A.,Fever,Over-the-Counter
Dolostatin,Antipyretic,Capsule,90 mg,Novo Nordisk A/S,Infection,Prescription
Clarimet,Antidiabetic,Drops,311 mg,Bayer AG,Infection,Prescription
Dolocillin,Antidiabetic,Ointment,585 mg,Eli Lilly and Company,Infection,Over-the-Counter
Cefmet,Analgesic,Capsule,988 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Dextromycin,Antiseptic,Injection,446 mg,Amgen Inc.,Fever,Prescription
Ibuproprofen,Antifungal,Tablet,131 mg,AbbVie Inc.,Fever,Prescription
Ibupromycin,Antibiotic,Syrup,628 mg,Novartis AG,Wound,Prescription
Ibuproprofen,Antidiabetic,Drops,911 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Doloprofen,Antibiotic,Inhaler,307 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Clariprofen,Antiseptic,Capsule,692 mg,Johnson & Johnson,Virus,Prescription
Ibupromet,Antidepressant,Injection,412 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Amoxistatin,Antipyretic,Ointment,406 mg,Johnson & Johnson,Infection,Prescription
Ibuprovir,Antidepressant,Syrup,73 mg,Biogen Inc.,Pain,Prescription
Clarimycin,Antidepressant,Inhaler,648 mg,GlaxoSmithKline plc,Infection,Prescription
Acetomycin,Antiviral,Inhaler,793 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Acetomet,Antiviral,Drops,10 mg,Johnson & Johnson,Depression,Prescription
Acetomet,Antibiotic,Tablet,58 mg,"Merck & Co., Inc.",Diabetes,Prescription
Acetostatin,Antidiabetic,Ointment,724 mg,Sanofi S.A.,Wound,Over-the-Counter
Amoxinazole,Antidepressant,Syrup,600 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dextromycin,Antidiabetic,Ointment,701 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Claricillin,Antipyretic,Injection,704 mg,Eli Lilly and Company,Depression,Prescription
Metonazole,Analgesic,Capsule,204 mg,AstraZeneca plc,Fungus,Over-the-Counter
Acetophen,Analgesic,Ointment,815 mg,Biogen Inc.,Wound,Over-the-Counter
Dolovir,Antidiabetic,Ointment,613 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Metonazole,Antiseptic,Inhaler,302 mg,Novartis AG,Fungus,Prescription
Amoximycin,Antiseptic,Injection,823 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Acetovir,Antibiotic,Cream,967 mg,AstraZeneca plc,Wound,Prescription
Ibuprocillin,Antidiabetic,Cream,896 mg,Pfizer Inc.,Wound,Prescription
Cefphen,Antibiotic,Inhaler,208 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Dextronazole,Antidepressant,Injection,663 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Amoximycin,Antipyretic,Ointment,581 mg,GlaxoSmithKline plc,Pain,Prescription
Metostatin,Antiseptic,Capsule,451 mg,Amgen Inc.,Depression,Over-the-Counter
Acetoprofen,Antidepressant,Tablet,760 mg,Novartis AG,Pain,Over-the-Counter
Clarinazole,Antidepressant,Capsule,652 mg,Bayer AG,Diabetes,Over-the-Counter
Dextromycin,Antipyretic,Ointment,363 mg,Bayer AG,Wound,Over-the-Counter
Metomycin,Antidepressant,Capsule,115 mg,"Gilead Sciences, Inc.",Wound,Prescription
Dextroprofen,Antiviral,Cream,42 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Dextrocillin,Antifungal,Drops,799 mg,Pfizer Inc.,Infection,Prescription
Dextronazole,Antidepressant,Syrup,262 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Dolomet,Antiseptic,Syrup,443 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Metostatin,Antiviral,Syrup,480 mg,Pfizer Inc.,Pain,Over-the-Counter
Ibupromet,Antiviral,Syrup,67 mg,Johnson & Johnson,Depression,Prescription
Clarimet,Antidiabetic,Injection,407 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Ibupromet,Antidepressant,Capsule,26 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Metostatin,Antiseptic,Tablet,133 mg,Sanofi S.A.,Diabetes,Prescription
Acetocillin,Antiviral,Syrup,853 mg,AbbVie Inc.,Depression,Prescription
Metostatin,Antiseptic,Cream,325 mg,Bayer AG,Depression,Prescription
Cefmycin,Antipyretic,Cream,973 mg,Amgen Inc.,Diabetes,Prescription
Cefprofen,Antifungal,Ointment,419 mg,Roche Holding AG,Pain,Prescription
Cefstatin,Antiseptic,Inhaler,464 mg,Pfizer Inc.,Fungus,Prescription
Acetoprofen,Antiviral,Inhaler,158 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Cefstatin,Antidiabetic,Inhaler,776 mg,Roche Holding AG,Pain,Over-the-Counter
Cefnazole,Antipyretic,Inhaler,480 mg,Sanofi S.A.,Diabetes,Prescription
Dolomycin,Antibiotic,Capsule,172 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Dolovir,Antibiotic,Syrup,115 mg,Roche Holding AG,Depression,Over-the-Counter
Cefmycin,Antipyretic,Capsule,27 mg,Novartis AG,Virus,Over-the-Counter
Dextrovir,Antiviral,Ointment,585 mg,GlaxoSmithKline plc,Virus,Prescription
Dolovir,Antibiotic,Syrup,240 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Cefphen,Analgesic,Drops,276 mg,CSL Limited,Virus,Prescription
Acetostatin,Antiseptic,Drops,833 mg,Sanofi S.A.,Fungus,Over-the-Counter
Amoxistatin,Antifungal,Injection,540 mg,Novartis AG,Diabetes,Over-the-Counter
Acetomycin,Antiviral,Capsule,320 mg,Novartis AG,Diabetes,Prescription
Clarivir,Antifungal,Drops,107 mg,AstraZeneca plc,Pain,Prescription
Clariphen,Antipyretic,Capsule,530 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Claristatin,Antiseptic,Inhaler,3 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dolophen,Antiviral,Cream,84 mg,Pfizer Inc.,Infection,Prescription
Amoxicillin,Antiseptic,Cream,786 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Metonazole,Antipyretic,Drops,696 mg,Bayer AG,Virus,Over-the-Counter
Acetophen,Antifungal,Tablet,226 mg,CSL Limited,Fungus,Over-the-Counter
Clariphen,Antiseptic,Cream,310 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Acetomycin,Antiviral,Drops,668 mg,Pfizer Inc.,Pain,Over-the-Counter
Acetoprofen,Antidepressant,Syrup,839 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Ibupromycin,Antiviral,Injection,896 mg,Amgen Inc.,Fever,Prescription
Dextrophen,Antipyretic,Tablet,254 mg,Pfizer Inc.,Wound,Prescription
Amoxinazole,Antibiotic,Injection,694 mg,Roche Holding AG,Depression,Prescription
Metomet,Antifungal,Capsule,531 mg,Roche Holding AG,Fungus,Over-the-Counter
Claricillin,Antiseptic,Injection,612 mg,Eli Lilly and Company,Virus,Over-the-Counter
Cefcillin,Antiseptic,Syrup,83 mg,AbbVie Inc.,Diabetes,Prescription
Claristatin,Antidiabetic,Injection,704 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Cefstatin,Analgesic,Drops,231 mg,Novartis AG,Diabetes,Prescription
Cefprofen,Antidepressant,Cream,776 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Claricillin,Analgesic,Syrup,954 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Acetomet,Analgesic,Injection,967 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dextronazole,Analgesic,Cream,185 mg,"Gilead Sciences, Inc.",Infection,Prescription
Acetophen,Antiseptic,Cream,978 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Doloprofen,Antiseptic,Capsule,792 mg,Johnson & Johnson,Fungus,Over-the-Counter
Amoxinazole,Antipyretic,Cream,520 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Acetomet,Antibiotic,Injection,621 mg,Sanofi S.A.,Pain,Prescription
Claricillin,Antiseptic,Ointment,734 mg,AbbVie Inc.,Depression,Prescription
Cefstatin,Antidepressant,Injection,719 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Cefstatin,Analgesic,Tablet,512 mg,Amgen Inc.,Infection,Prescription
Doloprofen,Antipyretic,Cream,64 mg,Novartis AG,Pain,Over-the-Counter
Ibupronazole,Antiseptic,Injection,264 mg,Eli Lilly and Company,Depression,Over-the-Counter
Ibuprocillin,Analgesic,Injection,563 mg,Novartis AG,Diabetes,Over-the-Counter
Metoprofen,Antidepressant,Injection,473 mg,"Merck & Co., Inc.",Wound,Prescription
Ibupronazole,Antiseptic,Cream,796 mg,Bristol-Myers Squibb Company,Pain,Prescription
Dolonazole,Analgesic,Capsule,970 mg,CSL Limited,Virus,Over-the-Counter
Dolomycin,Antiviral,Cream,628 mg,Novo Nordisk A/S,Fever,Prescription
Claricillin,Antiseptic,Tablet,298 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Ibuprostatin,Antibiotic,Tablet,836 mg,AbbVie Inc.,Depression,Prescription
Dextrophen,Antipyretic,Ointment,285 mg,AstraZeneca plc,Depression,Over-the-Counter
Acetostatin,Antiviral,Ointment,672 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Acetostatin,Antifungal,Injection,261 mg,"Merck & Co., Inc.",Wound,Prescription
Cefprofen,Antipyretic,Capsule,76 mg,Biogen Inc.,Diabetes,Prescription
Amoximet,Antidepressant,Inhaler,296 mg,AstraZeneca plc,Fever,Over-the-Counter
Dolocillin,Antiviral,Capsule,483 mg,Sanofi S.A.,Infection,Prescription
Dextrovir,Antibiotic,Injection,119 mg,AstraZeneca plc,Fungus,Over-the-Counter
Acetovir,Antiviral,Drops,832 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Clariprofen,Antipyretic,Ointment,384 mg,Amgen Inc.,Depression,Prescription
Dextroprofen,Antifungal,Cream,63 mg,AbbVie Inc.,Infection,Prescription
Dextromet,Antidiabetic,Injection,432 mg,Eli Lilly and Company,Depression,Prescription
Ibupromet,Antifungal,Cream,608 mg,Roche Holding AG,Diabetes,Over-the-Counter
Amoxivir,Antipyretic,Syrup,732 mg,Biogen Inc.,Depression,Prescription
Dextrocillin,Antidiabetic,Ointment,979 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Amoximet,Antidiabetic,Drops,872 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Metocillin,Antipyretic,Capsule,652 mg,Biogen Inc.,Diabetes,Over-the-Counter
Dextrostatin,Antifungal,Capsule,732 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Ibuprovir,Antidiabetic,Ointment,592 mg,Roche Holding AG,Virus,Prescription
Ibuprophen,Antidiabetic,Drops,897 mg,Bayer AG,Wound,Over-the-Counter
Cefmycin,Antipyretic,Injection,103 mg,CSL Limited,Fever,Prescription
Amoximycin,Antidiabetic,Ointment,926 mg,Amgen Inc.,Pain,Prescription
Dextronazole,Antipyretic,Drops,960 mg,AstraZeneca plc,Virus,Prescription
Ibuprophen,Antidiabetic,Cream,468 mg,AstraZeneca plc,Pain,Prescription
Cefmet,Antiviral,Inhaler,309 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Ibuprovir,Antifungal,Drops,29 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Cefmycin,Antiseptic,Capsule,728 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Amoxiprofen,Antidepressant,Syrup,938 mg,Pfizer Inc.,Wound,Over-the-Counter
Clarimet,Antidiabetic,Tablet,447 mg,Amgen Inc.,Wound,Over-the-Counter
Clarivir,Analgesic,Injection,980 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dextromycin,Antidepressant,Ointment,229 mg,Roche Holding AG,Pain,Prescription
Acetovir,Antidiabetic,Syrup,513 mg,Bayer AG,Infection,Prescription
Dextroprofen,Antifungal,Syrup,805 mg,Amgen Inc.,Virus,Prescription
Clarimycin,Antiviral,Inhaler,261 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Amoxiprofen,Antiviral,Injection,40 mg,CSL Limited,Fever,Over-the-Counter
Cefprofen,Antibiotic,Ointment,645 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Dolocillin,Antidiabetic,Tablet,563 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Dolonazole,Antibiotic,Injection,410 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Dextrostatin,Analgesic,Syrup,197 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Claristatin,Antiseptic,Inhaler,332 mg,Amgen Inc.,Diabetes,Prescription
Ibuprostatin,Analgesic,Drops,132 mg,AstraZeneca plc,Infection,Over-the-Counter
Dolostatin,Antidepressant,Ointment,326 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Dextrovir,Antifungal,Cream,791 mg,Pfizer Inc.,Fungus,Over-the-Counter
Dolocillin,Antifungal,Tablet,951 mg,Amgen Inc.,Diabetes,Over-the-Counter
Dolocillin,Antiviral,Capsule,681 mg,Eli Lilly and Company,Fever,Prescription
Metonazole,Antidiabetic,Injection,16 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Ibuproprofen,Antidiabetic,Cream,100 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Acetoprofen,Antiseptic,Drops,524 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Dolomet,Antifungal,Syrup,133 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Cefstatin,Antipyretic,Inhaler,714 mg,Amgen Inc.,Fever,Prescription
Ibupromet,Analgesic,Tablet,846 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Ibupronazole,Antifungal,Inhaler,675 mg,Novartis AG,Fever,Over-the-Counter
Clarimycin,Antipyretic,Capsule,21 mg,CSL Limited,Depression,Prescription
Amoxistatin,Antipyretic,Ointment,74 mg,Amgen Inc.,Infection,Prescription
Claristatin,Antifungal,Inhaler,608 mg,Pfizer Inc.,Infection,Prescription
Ibuprostatin,Antidiabetic,Syrup,797 mg,Amgen Inc.,Infection,Prescription
Amoxinazole,Antifungal,Ointment,449 mg,AbbVie Inc.,Wound,Prescription
Clarimycin,Antibiotic,Drops,83 mg,Roche Holding AG,Fever,Prescription
Ibuprophen,Antiviral,Injection,549 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Metocillin,Antiviral,Drops,665 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Ibuprophen,Antibiotic,Tablet,799 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Amoxiprofen,Antiviral,Drops,745 mg,Johnson & Johnson,Virus,Prescription
Acetonazole,Antidiabetic,Syrup,6 mg,Novo Nordisk A/S,Diabetes,Prescription
Acetoprofen,Antipyretic,Ointment,719 mg,Roche Holding AG,Infection,Prescription
Claricillin,Antibiotic,Inhaler,502 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Amoxinazole,Antibiotic,Syrup,526 mg,Novo Nordisk A/S,Depression,Prescription
Amoxinazole,Antidiabetic,Tablet,59 mg,Pfizer Inc.,Pain,Over-the-Counter
Acetonazole,Antidepressant,Injection,754 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Cefvir,Antiseptic,Tablet,20 mg,Sanofi S.A.,Pain,Over-the-Counter
Dolomet,Antiseptic,Capsule,110 mg,Sanofi S.A.,Wound,Over-the-Counter
Amoximet,Analgesic,Inhaler,651 mg,Novo Nordisk A/S,Diabetes,Prescription
Clarinazole,Antifungal,Capsule,11 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Acetomet,Antiviral,Syrup,52 mg,Johnson & Johnson,Depression,Over-the-Counter
Dolovir,Antiseptic,Syrup,320 mg,CSL Limited,Depression,Prescription
Dolostatin,Antiseptic,Syrup,819 mg,Amgen Inc.,Wound,Prescription
Clarimycin,Antifungal,Syrup,786 mg,Johnson & Johnson,Infection,Prescription
Metoprofen,Antifungal,Syrup,208 mg,AbbVie Inc.,Depression,Over-the-Counter
Acetomycin,Analgesic,Inhaler,996 mg,Amgen Inc.,Wound,Over-the-Counter
Acetocillin,Analgesic,Syrup,296 mg,Pfizer Inc.,Pain,Prescription
Claristatin,Antiviral,Drops,207 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Amoxiprofen,Analgesic,Tablet,443 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dolostatin,Antiseptic,Syrup,204 mg,CSL Limited,Pain,Over-the-Counter
Ibuproprofen,Antiviral,Syrup,176 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Acetomet,Analgesic,Drops,881 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Metostatin,Antiviral,Inhaler,142 mg,Bayer AG,Fever,Over-the-Counter
Metomet,Antiviral,Inhaler,44 mg,Sanofi S.A.,Virus,Over-the-Counter
Metonazole,Antiviral,Ointment,692 mg,Johnson & Johnson,Infection,Over-the-Counter
Ibuprostatin,Antibiotic,Drops,879 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Dolophen,Antifungal,Ointment,215 mg,Pfizer Inc.,Virus,Over-the-Counter
Clariphen,Antibiotic,Capsule,892 mg,Johnson & Johnson,Infection,Over-the-Counter
Dextrophen,Antidiabetic,Ointment,188 mg,Bayer AG,Infection,Prescription
Dolonazole,Antidepressant,Injection,989 mg,Biogen Inc.,Fever,Prescription
Ibuproprofen,Antiviral,Cream,360 mg,Sanofi S.A.,Depression,Over-the-Counter
Dolophen,Antipyretic,Drops,553 mg,"Gilead Sciences, Inc.",Infection,Prescription
Metoprofen,Antipyretic,Tablet,455 mg,Novo Nordisk A/S,Virus,Prescription
Dextronazole,Antiseptic,Injection,52 mg,Johnson & Johnson,Infection,Prescription
Dextrophen,Antifungal,Cream,938 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Ibupromet,Antidepressant,Ointment,229 mg,Sanofi S.A.,Pain,Over-the-Counter
Metomet,Antidepressant,Syrup,822 mg,Bayer AG,Diabetes,Over-the-Counter
Dextrovir,Analgesic,Cream,942 mg,CSL Limited,Depression,Over-the-Counter
Cefmet,Antidepressant,Injection,910 mg,CSL Limited,Pain,Over-the-Counter
Dolophen,Antipyretic,Inhaler,927 mg,AbbVie Inc.,Depression,Over-the-Counter
Ibupromycin,Analgesic,Syrup,555 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Cefstatin,Antiviral,Cream,138 mg,Eli Lilly and Company,Diabetes,Prescription
Amoximet,Analgesic,Ointment,496 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Cefcillin,Antiseptic,Cream,284 mg,Amgen Inc.,Virus,Prescription
Clarivir,Antiseptic,Tablet,285 mg,Bayer AG,Depression,Over-the-Counter
Cefmet,Antidiabetic,Inhaler,236 mg,Roche Holding AG,Infection,Prescription
Metocillin,Antibiotic,Capsule,917 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Ibupronazole,Antifungal,Injection,424 mg,Novartis AG,Diabetes,Prescription
Dextroprofen,Antibiotic,Ointment,728 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metocillin,Antidepressant,Syrup,773 mg,Pfizer Inc.,Wound,Over-the-Counter
Dextrostatin,Antidepressant,Inhaler,661 mg,Johnson & Johnson,Fungus,Prescription
Amoxinazole,Antipyretic,Syrup,456 mg,Amgen Inc.,Infection,Prescription
Cefstatin,Antiseptic,Cream,597 mg,Eli Lilly and Company,Fungus,Prescription
Acetophen,Analgesic,Cream,334 mg,Pfizer Inc.,Fever,Prescription
Clarimycin,Antifungal,Tablet,567 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dolovir,Antidepressant,Drops,762 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dextronazole,Analgesic,Injection,800 mg,Johnson & Johnson,Fungus,Over-the-Counter
Acetophen,Antifungal,Tablet,349 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Ibuproprofen,Antidiabetic,Drops,320 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dolomet,Antipyretic,Cream,239 mg,Biogen Inc.,Infection,Prescription
Cefmycin,Antiviral,Drops,930 mg,"Merck & Co., Inc.",Infection,Prescription
Cefmycin,Antipyretic,Cream,810 mg,Sanofi S.A.,Infection,Prescription
Amoximet,Antipyretic,Syrup,89 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Clarimycin,Antidepressant,Inhaler,910 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Amoxivir,Antipyretic,Drops,59 mg,Sanofi S.A.,Fever,Prescription
Dextrovir,Antibiotic,Syrup,9 mg,Novartis AG,Fever,Prescription
Claristatin,Antipyretic,Ointment,23 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Clarinazole,Antibiotic,Injection,50 mg,Sanofi S.A.,Infection,Over-the-Counter
Ibupromet,Antipyretic,Ointment,715 mg,AstraZeneca plc,Fever,Prescription
Ibupronazole,Analgesic,Syrup,711 mg,Bayer AG,Fungus,Prescription
Dextrocillin,Analgesic,Cream,360 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dolophen,Antidepressant,Drops,429 mg,Biogen Inc.,Diabetes,Prescription
Dolocillin,Antibiotic,Ointment,33 mg,AbbVie Inc.,Diabetes,Prescription
Cefcillin,Antidepressant,Drops,864 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Dextrovir,Analgesic,Ointment,471 mg,Novo Nordisk A/S,Fever,Prescription
Ibuproprofen,Antidiabetic,Capsule,940 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Dextromet,Antidepressant,Capsule,434 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Cefmycin,Antidiabetic,Tablet,888 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Amoxiphen,Antifungal,Ointment,434 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Dextromycin,Antidepressant,Tablet,91 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cefmet,Antipyretic,Tablet,719 mg,Amgen Inc.,Depression,Over-the-Counter
Dextronazole,Antiseptic,Injection,987 mg,Amgen Inc.,Infection,Over-the-Counter
Ibupromycin,Antiviral,Ointment,291 mg,Novartis AG,Wound,Prescription
Dolostatin,Analgesic,Syrup,75 mg,CSL Limited,Wound,Over-the-Counter
Amoxistatin,Antifungal,Capsule,548 mg,Bristol-Myers Squibb Company,Virus,Prescription
Cefphen,Antidiabetic,Injection,456 mg,Amgen Inc.,Fungus,Over-the-Counter
Acetocillin,Antipyretic,Tablet,950 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Cefmycin,Analgesic,Drops,122 mg,Bayer AG,Diabetes,Prescription
