species,size,fragrance,height_cm
shoeblack plant,medium,mild,140.59
rose,medium,mild,56.23
shoeblack plant,large,none,64.11
hibiscus,large,none,158.6
hibiscus,large,none,136.07
rose,small,strong,63.16
hibiscus,large,none,174.55
hibiscus,large,none,118.59
hibiscus,large,none,112.91
hibiscus,large,none,145.12
hibiscus,large,none,153.11
hibiscus,large,none,174.53
shoeblack plant,large,mild,107.5
shoeblack plant,medium,none,83.22
hibiscus,large,none,123.28
rose,small,mild,58.55
hibiscus,large,none,162.63
shoeblack plant,large,none,54.46
rose,medium,mild,63.37
hibiscus,large,none,194.9
hibiscus,large,none,136.37
hibiscus,large,none,125.36
rose,medium,mild,61.51
hibiscus,large,none,110.01
shoeblack plant,medium,mild,71.27
hibiscus,large,none,148.75
shoeblack plant,medium,none,98.04
rose,medium,mild,90.95
rose,small,mild,80.29
rose,small,mild,76.76
rose,small,strong,65.45
hibiscus,large,none,148.78
rose,small,strong,52.6
hibiscus,large,none,131.42
hibiscus,large,none,170.03
shoeblack plant,medium,none,142.4
hibiscus,large,none,150.09
rose,small,mild,47.13
shoeblack plant,medium,none,112.2
shoeblack plant,large,mild,118.86
shoeblack plant,large,none,79.78
shoeblack plant,large,mild,147.91
shoeblack plant,medium,mild,74.73
shoeblack plant,medium,mild,134.26
rose,small,strong,73.64
shoeblack plant,medium,mild,51.4
rose,small,mild,68.63
shoeblack plant,medium,none,104.85
hibiscus,large,none,130.78
rose,medium,mild,40.34
shoeblack plant,medium,mild,54.63
hibiscus,large,none,170.01
hibiscus,large,none,151.04
rose,medium,strong,88.77
shoeblack plant,large,none,97.97
shoeblack plant,large,mild,81.09
hibiscus,large,none,181.63
rose,medium,strong,45.13
shoeblack plant,large,mild,138.15
hibiscus,large,none,134.65
rose,medium,strong,32.75
hibiscus,large,none,137.1
hibiscus,large,none,181.43
rose,small,strong,57.73
shoeblack plant,large,none,107.27
shoeblack plant,medium,none,85.98
rose,medium,strong,31.46
rose,medium,strong,50.75
shoeblack plant,medium,none,96.08
hibiscus,large,none,191.96
shoeblack plant,medium,none,116.75
hibiscus,large,none,199.81
hibiscus,large,none,146.39
shoeblack plant,medium,mild,89.23
shoeblack plant,large,none,93.66
hibiscus,large,none,175.91
shoeblack plant,large,mild,89.01
shoeblack plant,large,none,116.65
hibiscus,large,none,131.16
hibiscus,large,none,122.45
rose,small,strong,90.89
shoeblack plant,medium,none,112.57
rose,medium,strong,82.14
shoeblack plant,medium,none,102.81
shoeblack plant,medium,none,60.26
rose,medium,mild,30.85
hibiscus,large,none,169.75
shoeblack plant,large,mild,53.69
rose,small,mild,46.26
hibiscus,large,none,180.93
hibiscus,large,none,138.52
hibiscus,large,none,152.23
hibiscus,large,none,190.92
shoeblack plant,large,mild,96.86
shoeblack plant,large,none,51.36
shoeblack plant,medium,none,73.4
rose,small,strong,52.5
rose,small,mild,78.07
hibiscus,large,none,120.8
rose,small,strong,82.96
hibiscus,large,none,120.05
rose,small,strong,48.58
shoeblack plant,medium,mild,107.43
shoeblack plant,medium,none,91.12
hibiscus,large,none,128.53
rose,medium,mild,94.04
hibiscus,large,none,162.27
hibiscus,large,none,106.43
rose,medium,mild,48.79
hibiscus,large,none,127.5
hibiscus,large,none,164.84
hibiscus,large,none,178.98
hibiscus,large,none,199.88
shoeblack plant,medium,mild,127.36
shoeblack plant,medium,none,97.58
rose,small,mild,89.34
shoeblack plant,large,mild,105.31
shoeblack plant,medium,none,70.24
rose,medium,strong,79.95
shoeblack plant,large,none,107.86
hibiscus,large,none,140.34
shoeblack plant,medium,none,114.18
hibiscus,large,none,152.83
shoeblack plant,large,mild,79.97
shoeblack plant,large,mild,84.66
shoeblack plant,medium,mild,97.86
shoeblack plant,medium,none,118.98
rose,small,mild,59.39
rose,medium,mild,77.54
hibiscus,large,none,122.52
shoeblack plant,large,none,54.04
shoeblack plant,large,mild,114.46
hibiscus,large,none,114.41
hibiscus,large,none,146.99
shoeblack plant,large,mild,92.5
rose,small,mild,58.4
shoeblack plant,large,mild,79.7
rose,medium,strong,38.47
hibiscus,large,none,137.09
hibiscus,large,none,192.27
hibiscus,large,none,155.35
rose,medium,strong,43.36
hibiscus,large,none,187.5
hibiscus,large,none,164.57
rose,medium,mild,62.68
rose,small,strong,63.34
rose,small,strong,70.57
rose,medium,strong,66.18
hibiscus,large,none,174.73
rose,medium,strong,63.88
shoeblack plant,medium,mild,55.92
hibiscus,large,none,188.19
rose,small,mild,59.27
rose,medium,strong,94.56
hibiscus,large,none,123.11
shoeblack plant,medium,mild,116.51
shoeblack plant,medium,mild,95.73
shoeblack plant,large,mild,139.38
rose,small,strong,68.93
rose,medium,mild,96.39
hibiscus,large,none,184.59
rose,medium,mild,89.17
shoeblack plant,large,none,126.29
shoeblack plant,medium,mild,116.02
hibiscus,large,none,109.76
shoeblack plant,large,mild,126.1
hibiscus,large,none,183.87
hibiscus,large,none,144.62
rose,small,strong,78.65
hibiscus,large,none,199.76
hibiscus,large,none,163.29
hibiscus,large,none,122.25
shoeblack plant,large,none,142.92
shoeblack plant,large,mild,142.16
hibiscus,large,none,130.68
rose,small,strong,44.36
rose,small,mild,52.03
shoeblack plant,large,mild,55.29
shoeblack plant,medium,mild,83.36
shoeblack plant,medium,none,137.02
rose,small,strong,76.74
hibiscus,large,none,170.55
shoeblack plant,large,mild,53.51
shoeblack plant,large,none,115.37
shoeblack plant,medium,mild,61.97
rose,medium,strong,56.04
hibiscus,large,none,198.48
hibiscus,large,none,179.76
hibiscus,large,none,157.74
shoeblack plant,medium,none,78.13
rose,medium,mild,62.98
shoeblack plant,large,none,105.32
rose,medium,mild,75.8
hibiscus,large,none,109.6
hibiscus,large,none,144.28
shoeblack plant,large,none,86.85
rose,small,strong,69.46
rose,small,mild,48.29
hibiscus,large,none,195.63
rose,small,strong,96.61
shoeblack plant,large,mild,85.41
hibiscus,large,none,100.28
rose,small,mild,91.64
shoeblack plant,large,mild,53.29
shoeblack plant,large,none,82.76
shoeblack plant,medium,none,113.67
rose,medium,mild,84.47
rose,small,mild,43.46
rose,small,strong,54.88
shoeblack plant,large,none,74.09
rose,medium,strong,61.37
rose,small,strong,36.43
shoeblack plant,medium,mild,75.78
shoeblack plant,large,mild,72.93
rose,small,strong,77.32
hibiscus,large,none,118.95
shoeblack plant,medium,none,130.8
hibiscus,large,none,155.18
hibiscus,large,none,108.69
rose,medium,strong,94.57
hibiscus,large,none,192.26
shoeblack plant,medium,mild,125.63
rose,small,strong,59.31
shoeblack plant,medium,none,136.43
hibiscus,large,none,124.47
rose,medium,strong,48.11
rose,small,mild,91.2
rose,medium,strong,47.02
rose,small,strong,78.23
shoeblack plant,medium,none,63.12
shoeblack plant,medium,mild,133.65
rose,medium,strong,95.96
shoeblack plant,large,mild,52.11
rose,small,strong,46.38
rose,small,mild,76.63
rose,small,mild,57.35
shoeblack plant,medium,none,141.17
shoeblack plant,large,none,138.34
hibiscus,large,none,159.41
shoeblack plant,large,mild,67.66
hibiscus,large,none,172.08
rose,small,strong,37.44
shoeblack plant,large,none,110.22
hibiscus,large,none,127.36
rose,small,strong,94.93
rose,small,mild,30.88
rose,medium,mild,46.36
hibiscus,large,none,189.13
rose,small,mild,42.58
shoeblack plant,large,none,84.25
hibiscus,large,none,105.82
rose,small,mild,40.62
rose,medium,mild,70.37
shoeblack plant,medium,none,89.43
rose,medium,strong,52.61
rose,medium,strong,87.64
shoeblack plant,large,mild,84.06
hibiscus,large,none,119.89
shoeblack plant,large,none,123.87
hibiscus,large,none,187.12
hibiscus,large,none,118.0
hibiscus,large,none,147.52
hibiscus,large,none,118.24
hibiscus,large,none,173.94
rose,small,strong,73.51
rose,medium,strong,88.7
hibiscus,large,none,184.8
shoeblack plant,large,mild,117.93
hibiscus,large,none,194.35
hibiscus,large,none,122.25
hibiscus,large,none,115.22
rose,small,strong,78.45
hibiscus,large,none,193.69
rose,small,strong,41.07
shoeblack plant,medium,mild,111.69
rose,medium,strong,63.95
rose,small,mild,73.46
shoeblack plant,medium,mild,64.83
rose,small,strong,91.47
shoeblack plant,medium,mild,61.83
hibiscus,large,none,130.77
hibiscus,large,none,115.5
shoeblack plant,large,none,78.79
hibiscus,large,none,147.05
rose,medium,strong,48.97
shoeblack plant,large,none,121.06
shoeblack plant,medium,mild,140.56
rose,medium,mild,58.15
hibiscus,large,none,153.59
hibiscus,large,none,100.36
shoeblack plant,medium,mild,92.99
shoeblack plant,large,mild,106.14
shoeblack plant,medium,none,54.4
hibiscus,large,none,168.32
rose,medium,mild,90.01
rose,medium,strong,34.85
shoeblack plant,large,mild,70.06
hibiscus,large,none,124.16
shoeblack plant,medium,mild,107.65
shoeblack plant,large,none,68.96
rose,small,strong,66.52
hibiscus,large,none,145.02
hibiscus,large,none,190.29
shoeblack plant,medium,none,113.9
rose,medium,strong,46.36
hibiscus,large,none,163.73
shoeblack plant,medium,mild,113.38
hibiscus,large,none,198.29
rose,medium,strong,44.41
hibiscus,large,none,164.97
hibiscus,large,none,190.44
shoeblack plant,large,none,55.13
shoeblack plant,medium,mild,95.12
shoeblack plant,large,mild,85.25
rose,small,mild,34.07
shoeblack plant,medium,none,79.16
hibiscus,large,none,131.53
hibiscus,large,none,199.91
hibiscus,large,none,163.49
shoeblack plant,large,none,58.97
shoeblack plant,large,mild,106.11
shoeblack plant,medium,none,97.09
hibiscus,large,none,196.89
shoeblack plant,large,none,103.98
rose,small,mild,66.51
hibiscus,large,none,105.3
rose,medium,strong,30.22
rose,medium,mild,80.6
rose,medium,mild,90.38
hibiscus,large,none,190.89
rose,small,strong,53.0
shoeblack plant,medium,none,80.5
hibiscus,large,none,140.29
hibiscus,large,none,166.13
rose,small,mild,63.77
hibiscus,large,none,173.14
rose,small,mild,95.35
hibiscus,large,none,121.99
hibiscus,large,none,141.55
shoeblack plant,medium,mild,61.87
shoeblack plant,large,none,56.07
rose,small,mild,47.74
shoeblack plant,medium,mild,94.49
hibiscus,large,none,178.47
rose,medium,strong,40.77
shoeblack plant,medium,none,145.61
shoeblack plant,large,none,121.91
hibiscus,large,none,109.43
rose,small,mild,92.29
rose,medium,mild,55.91
hibiscus,large,none,168.82
rose,medium,mild,50.81
hibiscus,large,none,195.38
shoeblack plant,medium,none,148.04
rose,small,strong,42.26
rose,small,strong,64.47
hibiscus,large,none,150.44
hibiscus,large,none,125.77
hibiscus,large,none,107.52
hibiscus,large,none,145.45
shoeblack plant,large,none,105.42
shoeblack plant,medium,mild,58.84
rose,small,mild,82.09
rose,small,mild,94.48
rose,small,strong,98.03
rose,medium,mild,34.16
shoeblack plant,medium,none,87.71
shoeblack plant,medium,none,57.55
hibiscus,large,none,169.4
hibiscus,large,none,133.15
hibiscus,large,none,150.18
rose,small,strong,52.45
shoeblack plant,large,mild,129.56
rose,small,strong,97.67
hibiscus,large,none,129.46
shoeblack plant,medium,mild,77.21
hibiscus,large,none,164.36
shoeblack plant,medium,none,64.59
hibiscus,large,none,151.26
rose,small,mild,76.56
rose,medium,mild,78.85
shoeblack plant,large,mild,67.97
hibiscus,large,none,187.77
rose,small,strong,86.8
shoeblack plant,medium,mild,110.99
rose,medium,mild,43.17
hibiscus,large,none,123.81
rose,medium,strong,89.26
rose,small,mild,67.17
shoeblack plant,medium,mild,109.3
shoeblack plant,medium,mild,64.73
shoeblack plant,medium,none,50.78
hibiscus,large,none,116.7
hibiscus,large,none,104.64
shoeblack plant,medium,mild,74.74
rose,small,mild,54.15
shoeblack plant,large,none,83.47
shoeblack plant,large,mild,61.17
shoeblack plant,medium,none,55.6
rose,small,strong,45.03
hibiscus,large,none,184.83
shoeblack plant,large,none,116.27
shoeblack plant,large,none,50.69
shoeblack plant,large,none,59.38
hibiscus,large,none,185.49
shoeblack plant,medium,none,137.45
shoeblack plant,medium,none,118.41
shoeblack plant,large,mild,122.68
rose,medium,strong,64.87
shoeblack plant,large,none,96.56
rose,small,mild,93.83
hibiscus,large,none,142.87
rose,medium,strong,75.77
hibiscus,large,none,132.17
hibiscus,large,none,190.29
shoeblack plant,medium,mild,58.76
shoeblack plant,large,none,80.04
rose,medium,strong,64.92
rose,medium,strong,75.11
rose,medium,strong,87.6
hibiscus,large,none,131.13
hibiscus,large,none,119.04
hibiscus,large,none,184.81
rose,medium,mild,46.62
hibiscus,large,none,131.11
shoeblack plant,medium,none,79.72
shoeblack plant,large,mild,116.39
rose,small,mild,37.31
rose,small,mild,35.08
rose,medium,mild,60.6
hibiscus,large,none,172.93
hibiscus,large,none,161.07
rose,small,mild,69.15
hibiscus,large,none,196.45
shoeblack plant,large,none,55.54
shoeblack plant,medium,none,78.58
hibiscus,large,none,114.29
rose,small,mild,93.5
hibiscus,large,none,153.04
rose,medium,strong,86.87
rose,small,mild,74.49
rose,medium,strong,62.54
hibiscus,large,none,167.07
rose,medium,mild,82.71
rose,medium,strong,46.62
shoeblack plant,large,mild,58.38
shoeblack plant,large,mild,135.71
rose,small,strong,94.11
shoeblack plant,medium,none,54.16
hibiscus,large,none,145.16
shoeblack plant,medium,mild,132.63
hibiscus,large,none,137.52
rose,small,strong,61.86
hibiscus,large,none,143.89
shoeblack plant,medium,mild,113.24
rose,small,mild,88.25
rose,medium,strong,48.67
hibiscus,large,none,145.23
rose,medium,strong,52.18
hibiscus,large,none,161.25
hibiscus,large,none,164.31
rose,small,mild,90.61
shoeblack plant,large,none,129.65
hibiscus,large,none,146.5
rose,medium,mild,93.68
hibiscus,large,none,151.33
hibiscus,large,none,123.69
shoeblack plant,large,mild,138.44
rose,medium,mild,36.67
shoeblack plant,medium,none,80.6
shoeblack plant,large,mild,133.19
rose,small,mild,80.32
rose,medium,mild,52.46
hibiscus,large,none,127.46
shoeblack plant,medium,none,126.11
rose,medium,strong,30.29
hibiscus,large,none,101.31
hibiscus,large,none,166.21
rose,small,mild,90.78
shoeblack plant,large,none,50.85
shoeblack plant,large,mild,63.51
rose,medium,mild,55.2
hibiscus,large,none,156.34
rose,small,mild,51.27
rose,small,strong,78.74
rose,medium,strong,90.32
shoeblack plant,large,mild,96.78
hibiscus,large,none,184.2
hibiscus,large,none,179.36
hibiscus,large,none,106.25
shoeblack plant,medium,none,57.66
shoeblack plant,large,none,84.68
shoeblack plant,large,mild,67.64
rose,medium,strong,62.64
shoeblack plant,large,none,96.77
hibiscus,large,none,196.08
hibiscus,large,none,103.54
hibiscus,large,none,170.74
hibiscus,large,none,179.26
hibiscus,large,none,154.78
shoeblack plant,medium,none,118.34
shoeblack plant,medium,none,146.25
rose,small,strong,80.78
shoeblack plant,large,none,92.72
hibiscus,large,none,148.53
hibiscus,large,none,188.82
rose,medium,strong,80.98
rose,small,strong,47.06
shoeblack plant,large,mild,130.94
rose,medium,mild,70.88
hibiscus,large,none,136.87
shoeblack plant,large,mild,82.13
rose,small,strong,45.09
shoeblack plant,large,mild,109.7
hibiscus,large,none,178.01
hibiscus,large,none,157.14
rose,small,mild,33.76
rose,medium,mild,97.62
shoeblack plant,large,none,88.5
hibiscus,large,none,108.64
hibiscus,large,none,123.15
shoeblack plant,large,mild,115.48
rose,medium,mild,96.58
hibiscus,large,none,152.04
shoeblack plant,medium,mild,61.6
rose,medium,strong,99.65
rose,small,mild,69.97
hibiscus,large,none,170.0
shoeblack plant,medium,mild,113.93
shoeblack plant,large,none,146.67
hibiscus,large,none,164.52
hibiscus,large,none,189.47
rose,small,strong,66.87
hibiscus,large,none,171.29
shoeblack plant,medium,mild,140.83
hibiscus,large,none,111.84
shoeblack plant,large,none,62.61
hibiscus,large,none,193.99
rose,small,strong,60.8
hibiscus,large,none,164.13
shoeblack plant,medium,none,107.88
rose,medium,mild,75.57
shoeblack plant,large,mild,81.39
hibiscus,large,none,120.05
hibiscus,large,none,164.42
shoeblack plant,large,mild,119.71
hibiscus,large,none,100.58
shoeblack plant,medium,none,55.48
hibiscus,large,none,116.95
shoeblack plant,large,none,76.38
hibiscus,large,none,187.2
shoeblack plant,large,mild,113.52
hibiscus,large,none,187.56
hibiscus,large,none,162.5
shoeblack plant,medium,mild,121.33
hibiscus,large,none,183.27
shoeblack plant,medium,mild,83.97
rose,small,mild,66.37
rose,small,strong,94.8
shoeblack plant,medium,mild,130.46
shoeblack plant,large,mild,85.04
shoeblack plant,medium,none,129.26
shoeblack plant,large,none,121.69
shoeblack plant,medium,none,82.73
rose,medium,strong,39.34
rose,medium,mild,34.38
rose,medium,mild,55.1
hibiscus,large,none,110.62
hibiscus,large,none,127.02
rose,medium,strong,86.96
shoeblack plant,medium,mild,145.68
hibiscus,large,none,135.32
shoeblack plant,large,mild,52.57
hibiscus,large,none,125.18
hibiscus,large,none,151.88
shoeblack plant,large,mild,98.37
rose,medium,strong,46.16
hibiscus,large,none,183.27
rose,medium,strong,76.26
rose,small,strong,83.19
shoeblack plant,large,mild,141.34
hibiscus,large,none,129.31
shoeblack plant,medium,mild,129.34
shoeblack plant,medium,none,128.18
shoeblack plant,large,none,143.09
hibiscus,large,none,184.61
hibiscus,large,none,148.38
rose,medium,strong,46.16
rose,medium,mild,68.88
hibiscus,large,none,133.49
rose,small,mild,66.32
hibiscus,large,none,147.91
hibiscus,large,none,112.52
rose,medium,mild,79.27
shoeblack plant,large,none,141.07
rose,medium,strong,79.17
hibiscus,large,none,145.15
rose,small,mild,61.04
hibiscus,large,none,113.05
rose,small,mild,47.91
hibiscus,large,none,133.83
shoeblack plant,medium,none,106.24
rose,medium,strong,62.13
shoeblack plant,large,mild,78.15
hibiscus,large,none,176.04
rose,small,mild,88.42
hibiscus,large,none,192.16
rose,small,strong,68.54
rose,small,strong,47.5
hibiscus,large,none,159.91
shoeblack plant,medium,mild,103.05
shoeblack plant,large,none,103.37
hibiscus,large,none,122.98
hibiscus,large,none,106.21
hibiscus,large,none,146.52
shoeblack plant,large,none,84.75
hibiscus,large,none,145.71
rose,medium,mild,32.57
shoeblack plant,large,none,112.79
shoeblack plant,large,none,73.89
hibiscus,large,none,172.15
hibiscus,large,none,101.26
shoeblack plant,medium,none,67.49
hibiscus,large,none,103.88
rose,medium,strong,52.95
shoeblack plant,medium,mild,117.0
hibiscus,large,none,172.17
hibiscus,large,none,190.75
rose,medium,mild,44.48
hibiscus,large,none,117.37
rose,small,mild,43.47
hibiscus,large,none,102.56
rose,medium,mild,43.52
rose,medium,strong,85.68
hibiscus,large,none,134.5
rose,medium,strong,52.81
rose,medium,mild,98.78
shoeblack plant,medium,mild,103.03
