Product Name,Actual price,Discount price,Stars,Rating,Reviews,RAM (GB),Storage (GB),Display Size (inch),Camera,Description,Link
"SAMSUNG Galaxy S23 FE (Purple, 128 GB)","₹79,999","₹39,999",4.3,"11,290 Ratings",757 Reviews,8,128,6.4,50MP + 12MP,8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP  4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s23-fe-purple-128-gb/p/itm03da6b42ff68e?pid=MOBGVTA24G7GHE6M&lid=LSTMOBGVTA24G7GHE6MN4I8LB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_3_72&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=696975f6-69ed-4d18-aa40-f0b1a0a1a5d7.MOBGVTA24G7GHE6M.SEARCH&ppt=None&ppn=None&ssid=mv899f16ds0000001722740540041&qH=532c28d5412dd75b
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹16,999","₹14,499",4.2,"20,822 Ratings","1,736 Reviews",6,128,6.5,50MP + 5MP,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP  6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itm3e7d6c7112d45?pid=MOBGYBAVW8HTJH4X&lid=LSTMOBGYBAVW8HTJH4X9VTKYN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_4_80&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=37afb105-aaf5-4f39-8fd3-f426d445d6a8.MOBGYBAVW8HTJH4X.SEARCH&ppt=None&ppn=None&ssid=h9njp5mmyo0000001722740549575&qH=532c28d5412dd75b
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹15,999","₹12,999",4.2,"8,156 Ratings",700 Reviews,4,128,6.5,50MP + 5MP,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP  6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_133&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=eb0525fa-2655-4901-ad12-32348516d24e.MOBGYBAVSDFYZFNY.SEARCH&ppt=None&ppn=None&ssid=3xx9p6pczk0000001722740624369&qH=532c28d5412dd75b
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹17,999","₹15,999",4.2,"2,701 Ratings",118 Reviews,8,128,6.5,50MP + 5MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP  6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmb8432b2780c2d?pid=MOBHYFPPEKZXYEQP&lid=LSTMOBHYFPPEKZXYEQPPNPWO5&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_34_802&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=557d98a5-a22e-4864-bc3b-dae6ed7a1103.MOBHYFPPEKZXYEQP.SEARCH&ppt=None&ppn=None&ssid=q32dpcnki80000001722741176360&qH=532c28d5412dd75b
"OnePlus 12 (Glacial White, 256 GB)","₹64,999","₹57,761",4.6,755 Ratings,46 Reviews,12,256,6.82,50MP ,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Full HD+ AMOLED Display50MP 5400 mAh BatteryQualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm) Processor1 Year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,https://www.flipkart.com/oneplus-12-glacial-white-256-gb/p/itm7069fb212f1f2?pid=MOBHFHKFG7MEZJH3&lid=LSTMOBHFHKFG7MEZJH3GKAFNQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_25_596&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=33a4752a-33a1-4e4e-817c-4653a0d92043.MOBHFHKFG7MEZJH3.SEARCH&ppt=None&ppn=None&ssid=976xzgum740000001722740906974&qH=532c28d5412dd75b
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹18,490","₹11,990",4.2,"1,18,934 Ratings","8,467 Reviews",6,128,6.6,50MP + 2MP,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP  6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_20_469&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=558a2300-bac0-4cea-abc7-1ddd2671d6eb.MOBGNBFNE6KGXCCR.SEARCH&ppt=None&ppn=None&ssid=s5zkw3cwog0000001722740747103&qH=532c28d5412dd75b
"realme Narzo N53 (Feather Black, 128 GB)","₹13,999","₹10,999",4.2,"1,850 Ratings",93 Reviews,8,128,6.74,50MP ,8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP 5000 mAh BatteryDomestic 1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/realme-narzo-n53-feather-black-128-gb/p/itm3061a0a591574?pid=MOBGUR5DYSVJYHNU&lid=LSTMOBGUR5DYSVJYHNUGA646A&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_27_641&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dbd38b08-ecba-427d-9d6b-d5d54bfd6008.MOBGUR5DYSVJYHNU.SEARCH&ppt=None&ppn=None&ssid=876o94qc000000001722740860786&qH=532c28d5412dd75b
"POCO X6 Pro 5G (Racing Grey, 512 GB)","₹32,999","₹25,999",4.3,"8,881 Ratings","1,147 Reviews",12,512,6.67,64MP + 8MP,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-pro-5g-racing-grey-512-gb/p/itm7134f12949dc7?pid=MOBGWMGBF7F5KBV2&lid=LSTMOBGWMGBF7F5KBV2ZUV5H2&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_167&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=b13a7f2f-baa5-4eef-bddf-f36e83d99894.MOBGWMGBF7F5KBV2.SEARCH&ppt=None&ppn=None&ssid=70sb7vkybk0000001722740569300&qH=532c28d5412dd75b
"POCO X6 Pro 5G (Racing Grey, 512 GB)","₹32,999","₹25,999",4.3,"8,881 Ratings","1,147 Reviews",12,512,6.67,64MP + 8MP,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-pro-5g-racing-grey-512-gb/p/itm7134f12949dc7?pid=MOBGWMGBF7F5KBV2&lid=LSTMOBGWMGBF7F5KBV2CAM1M4&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_14_329&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dd80a18a-9f82-4bfa-960a-80db3afe9abe.MOBGWMGBF7F5KBV2.SEARCH&ppt=None&ppn=None&ssid=6mykcwd4ds0000001722740688058&qH=532c28d5412dd75b
"LAVA Blaze 2 5G with Dual Sim|50MP |5000 mAh Battery|Expandable Upto 1 TB (Glass Lavender, ...","₹12,499","₹11,450",4.2,571 Ratings,56 Reviews,6,128,6.56,50MP ,6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP 5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-blaze-2-5g-dual-sim-50mp-rear-camera-5000-mah-battery-expandable-upto-1-tb-glass-lavender-128-gb/p/itmc4040ee0de648?pid=MOBGUZTGY824FWRX&lid=LSTMOBGUZTGY824FWRXAKRBLN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_38_906&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=765a54b8-d439-4d77-aee5-71394f38dd08.MOBGUZTGY824FWRX.SEARCH&ppt=None&ppn=None&ssid=dx7tveavpc0000001722741238501&qH=532c28d5412dd75b
Kechaoda K112,"₹1,799","₹1,503",4,"26,939 Ratings","2,605 Reviews",NIL,NIL,2.4,3MP ,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP 3600 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/kechaoda-k112/p/itmf3qzutndjrsrb?pid=MOBGUSRXWGK9ZFDT&lid=LSTMOBGUSRXWGK9ZFDTT9ABHO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_17_396&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=39ba0398-6d9e-47e0-aca4-22d45906434c.MOBGUSRXWGK9ZFDT.SEARCH&ppt=None&ppn=None&ssid=zqswdpysuo0000001722740717927&qH=532c28d5412dd75b
"Infinix HOT 40i (Horizon Gold, 256 GB)","₹10,999","₹8,999",4.1,"12,423 Ratings",757 Reviews,8,256,6.6,,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP  5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-hot-40i-horizon-gold-256-gb/p/itma7412e2a212c6?pid=MOBGXZGHKMQ5TSBT&lid=LSTMOBGXZGHKMQ5TSBTCNZ27C&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_4_76&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=37afb105-aaf5-4f39-8fd3-f426d445d6a8.MOBGXZGHKMQ5TSBT.SEARCH&ppt=None&ppn=None&ssid=h9njp5mmyo0000001722740549575&qH=532c28d5412dd75b
"Nothing Phone (2a) 5G (White, 256 GB)","₹29,999","₹27,999",4.4,"6,135 Ratings",616 Reviews,12,256,6.7,50MP | 32MP  ,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP  5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,https://www.flipkart.com/nothing-phone-2a-5g-white-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQS98EEEKTZ&lid=LSTMOBGVMQS98EEEKTZGRWCDA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_153&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=b13a7f2f-baa5-4eef-bddf-f36e83d99894.MOBGVMQS98EEEKTZ.SEARCH&ppt=None&ppn=None&ssid=70sb7vkybk0000001722740569300&qH=532c28d5412dd75b
"Nothing Phone (2a) 5G (White, 256 GB)","₹27,999","₹25,999",4.4,"40,281 Ratings","4,089 Reviews",8,256,6.7,50MP | 32MP  ,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP  5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,https://www.flipkart.com/nothing-phone-2a-5g-white-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQS9NC2DH2P&lid=LSTMOBGVMQS9NC2DH2PC9VIBX&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_8_172&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=f3f8273d-9128-45e9-b474-069258b48dee.MOBGVMQS9NC2DH2P.SEARCH&ppt=None&ppn=None&ssid=5od93xgutc0000001722740578924&qH=532c28d5412dd75b
"Nothing Phone (2a) 5G (White, 128 GB)","₹25,999","₹23,999",4.4,"40,281 Ratings","4,089 Reviews",8,128,6.7,50MP | 32MP  ,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP  5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,https://www.flipkart.com/nothing-phone-2a-5g-white-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSFSU7EFDH&lid=LSTMOBGVMQSFSU7EFDHCYFGAH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_8_180&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=f3f8273d-9128-45e9-b474-069258b48dee.MOBGVMQSFSU7EFDH.SEARCH&ppt=None&ppn=None&ssid=5od93xgutc0000001722740578924&qH=532c28d5412dd75b
"LAVA O2 (Imperial Green, 128 GB)","₹9,999","₹8,299",4.1,77 Ratings,2 Reviews,8,128,6.5,50MP ,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP 5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/lava-o2-imperial-green-128-gb/p/itm5063eeb0a1f6f?pid=MOBGZVYGMQF5GNYG&lid=LSTMOBGZVYGMQF5GNYGTOWRMI&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_19_450&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=90e8fc8d-099d-4d12-a0f7-628cd75f4d8a.MOBGZVYGMQF5GNYG.SEARCH&ppt=None&ppn=None&ssid=qcgf5w9p280000001722740737366&qH=532c28d5412dd75b
"SAMSUNG Galaxy S24 5G (Amber Yellow, 256 GB)",NIL,"₹79,999",4.5,"1,055 Ratings",135 Reviews,8,256,6.2,50MP + 10MP,8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP  4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-amber-yellow-256-gb/p/itmebc700bb8d159?pid=MOBGX2F3TYAVSQJC&lid=LSTMOBGX2F3TYAVSQJCZEHPSQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_19_451&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=90e8fc8d-099d-4d12-a0f7-628cd75f4d8a.MOBGX2F3TYAVSQJC.SEARCH&ppt=None&ppn=None&ssid=qcgf5w9p280000001722740737366&qH=532c28d5412dd75b
"Infinix GT 20 Pro (Mecha Blue, 256 GB)","₹34,999","₹25,999",4.2,"2,127 Ratings",143 Reviews,12,256,6.78,2MP + 2MP,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP  5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,https://www.flipkart.com/infinix-gt-20-pro-mecha-blue-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XSAXZEHDC&lid=LSTMOBHYP4XSAXZEHDC14QY8G&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_137&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=eb0525fa-2655-4901-ad12-32348516d24e.MOBHYP4XSAXZEHDC.SEARCH&ppt=None&ppn=None&ssid=3xx9p6pczk0000001722740624369&qH=532c28d5412dd75b
"OnePlus 12R (Iron Gray, 128 GB)",NIL,"₹39,999",4.5,"4,278 Ratings",292 Reviews,8,128,6.78,50MP ,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP 5500 mAh Battery1 Year Brand Warranty,https://www.flipkart.com/oneplus-12r-iron-gray-128-gb/p/itm347349f7db2f2?pid=MOBGXGT7YP8GPTGU&lid=LSTMOBGXGT7YP8GPTGUZHGJZX&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_16_378&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=cb5ae6c7-859c-41b8-9e43-35c7ab7806a4.MOBGXGT7YP8GPTGU.SEARCH&ppt=None&ppn=None&ssid=uevogxe8f40000001722740708138&qH=532c28d5412dd75b
"OnePlus 12R (Iron Grey, 256 GB)","₹45,999","₹43,270",4.5,"2,223 Ratings",142 Reviews,16,256,6.78,50MP ,16 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP 5500 mAh Battery1 Year Brand Warranty,https://www.flipkart.com/oneplus-12r-iron-grey-256-gb/p/itm347349f7db2f2?pid=MOBGXGT7XCHTPRBJ&lid=LSTMOBGXGT7XCHTPRBJNSNKS3&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_19_434&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=90e8fc8d-099d-4d12-a0f7-628cd75f4d8a.MOBGXGT7XCHTPRBJ.SEARCH&ppt=None&ppn=None&ssid=qcgf5w9p280000001722740737366&qH=532c28d5412dd75b
itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,799","₹1,449",4,"2,346 Ratings",124 Reviews,NIL,NIL,2.8,8MP + 0MP,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP  1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5HBMFG5NJYH&lid=LSTMOBGW5HBMFG5NJYHKLSWMZ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_14_320&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dd80a18a-9f82-4bfa-960a-80db3afe9abe.MOBGW5HBMFG5NJYH.SEARCH&ppt=None&ppn=None&ssid=6mykcwd4ds0000001722740688058&qH=532c28d5412dd75b
"POCO X6 Neo 5G (Astral Black, 128 GB)","₹19,999","₹14,999",4.2,"9,153 Ratings",776 Reviews,8,128,6.67,108MP + 2MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP  5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-neo-5g-astral-black-128-gb/p/itm46b7f88d952f6?pid=MOBGYQ6BDAJN2UZU&lid=LSTMOBGYQ6BDAJN2UZU8LSOTN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_11_246&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=85c9e405-1856-451a-a31c-8f82590ecc12.MOBGYQ6BDAJN2UZU.SEARCH&ppt=None&ppn=None&ssid=7fvyzouhwg0000001722740658298&qH=532c28d5412dd75b
"POCO X6 Neo 5G (Astral Black, 256 GB)","₹21,999","₹15,999",4.1,"6,195 Ratings",405 Reviews,12,256,6.67,108MP + 2MP,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP  5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-neo-5g-astral-black-256-gb/p/itm92b6e8a77371b?pid=MOBGYQ6BAZHQGXKZ&lid=LSTMOBGYQ6BAZHQGXKZIGFDDF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_11_249&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=85c9e405-1856-451a-a31c-8f82590ecc12.MOBGYQ6BAZHQGXKZ.SEARCH&ppt=None&ppn=None&ssid=7fvyzouhwg0000001722740658298&qH=532c28d5412dd75b
"Nokia 150 Dual Sim Keypad Phone, , Long Lasting Battery Life and FM Radio",NIL,"₹3,199",3.7,"1,027 Ratings",69 Reviews,NIL,NIL,2.4,3MP ,4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP  | 0MP  1450 mAh Battery6261D ProcessorNo Warranty,https://www.flipkart.com/nokia-150-dual-sim-keypad-phone-rear-camera-long-lasting-battery-life-fm-radio/p/itmd9ed5b3168799?pid=MOBGSFECUGBKYSYN&lid=LSTMOBGSFECUGBKYSYNM3B7JV&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_29_690&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=0ea38224-600f-42ab-b0b4-f4b2cd2248e8.MOBGSFECUGBKYSYN.SEARCH&ppt=None&ppn=None&ssid=p7yng8vnm80000001722740921399&qH=532c28d5412dd75b
"Nokia 150 Dual Sim Keypad Phone, , Long Lasting Battery Life and FM Radio",NIL,"₹3,199",3.7,"1,036 Ratings",69 Reviews,NIL,NIL,2.4,3MP ,4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP  | 0MP  1450 mAh Battery6261D ProcessorNo Warranty,https://www.flipkart.com/nokia-150-dual-sim-keypad-phone-rear-camera-long-lasting-battery-life-fm-radio/p/itmd9ed5b3168799?pid=MOBGSFECUGBKYSYN&lid=LSTMOBGSFECUGBKYSYNM3B7JV&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_35_828&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=9770f813-48da-4cd7-939f-911b29e051b0.MOBGSFECUGBKYSYN.SEARCH&ppt=None&ppn=None&ssid=p7kf2ktvow0000001722741186057&qH=532c28d5412dd75b
"Infinix SMART 8 HD (Crystal Green, 64 GB)","₹7,999","₹6,699",4.3,"33,838 Ratings","2,357 Reviews",3,64,6.6,,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP  5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-8-hd-crystal-green-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXGPFUDHYK&lid=LSTMOBGVAPXGPFUDHYKXUDYPL&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_8_177&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=f3f8273d-9128-45e9-b474-069258b48dee.MOBGVAPXGPFUDHYK.SEARCH&ppt=None&ppn=None&ssid=5od93xgutc0000001722740578924&qH=532c28d5412dd75b
"Infinix SMART 8 HD (Crystal Green, 64 GB)","₹8,999","₹6,999",4.3,810 Ratings,30 Reviews,4,64,6.6,,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP  5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-8-hd-crystal-green-64-gb/p/itm709d885ba6ac1?pid=MOBHY9R9QYTYJZ92&lid=LSTMOBHY9R9QYTYJZ92ZKPAKS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_8_191&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=f3f8273d-9128-45e9-b474-069258b48dee.MOBHY9R9QYTYJZ92.SEARCH&ppt=None&ppn=None&ssid=5od93xgutc0000001722740578924&qH=532c28d5412dd75b
"SAMSUNG Galaxy S23 Ultra 5G (Cream, 256 GB)","₹1,49,999","₹1,24,999",4.6,"3,643 Ratings",365 Reviews,12,256,6.8,200MP + 10MP,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP  5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s23-ultra-5g-cream-256-gb/p/itm322ed1a040dec?pid=MOBGMFFX44FGHNHV&lid=LSTMOBGMFFX44FGHNHVKDIBNL&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_32_767&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=8b844bbe-895c-40b4-a9da-03f9782fec4c.MOBGMFFX44FGHNHV.SEARCH&ppt=None&ppn=None&ssid=giaxcuuibk0000001722741146977&qH=532c28d5412dd75b
