id,name,now_cost,position,team,points_per_game,clean_sheets_per_90,red_cards,saves,own_goals,expected_goal_involvements_per_90,expected_assists,form_rank_type,influence_rank_type,expected_goal_involvements,now_cost_rank_type,expected_goals_conceded,expected_assists_per_90,penalties_saved,influence_rank,selected_rank_type,yellow_cards,goals_scored,creativity_rank,value_season,expected_goals,points_per_game_rank,web_name,goals_conceded_per_90,ict_index_rank,bps,ict_index_rank_type,corners_and_indirect_freekicks_order,form_rank,clean_sheets,ep_next,direct_freekicks_order,penalties_missed,selected_by_percent,influence,threat_rank_type,threat,creativity,saves_per_90,status,total_points,starts,minutes,ict_index,threat_rank,expected_goals_per_90,news,goals_conceded,news_added,chance_of_playing_next_round,creativity_rank_type,assists,now_cost_rank,bonus,starts_per_90,points_per_game_rank_type,selected_rank,penalties_order,expected_goals_conceded_per_90
364,Amad Diallo,50,MID,Man Utd,2.6,0.23,0,0,0,0.23,0.47,143,135,1.00,184,7.66,0.11,0,315,60,1,1,235,4.6,0.53,191,Amad,1.4,295,68,135,,399,1,1.5,,0,0.9,117.0,119,114.0,123.8,0.0,a,23,3,385,35.2,222,0.12,,6,,,135,1,290,3,0.7,80,186,,1.79
365,Antony Matheus dos Santos,60,MID,Man Utd,1.6,0.21,0,0,0,0.36,1.83,207,106,5.21,54,25.18,0.13,0,251,112,5,1,115,7.8,3.38,331,Antony,1.78,158,184,81,,506,3,2.2,,0,0.3,247.8,63,347.0,327.7,0.0,a,47,15,1311,91.8,99,0.23,,26,,,78,1,85,0,1.03,147,345,,1.73
366,Bruno Borges Fernandes,85,MID,Man Utd,4.7,0.2,0,0,0,0.58,10.23,248,3,19.96,7,63.99,0.3,0,4,8,9,10,2,19.5,9.73,23,B.Fernandes,1.5,2,729,2,2.0,567,7,2.9,1.0,1,14.2,1101.6,17,748.0,1663.0,0.0,a,166,35,3118,351.3,33,0.28,,52,,,2,9,9,24,1.01,15,24,1.0,1.85
367,Altay Bayindir,45,GKP,Man Utd,0.0,0.0,0,0,0,0.0,0.00,48,60,0.00,32,0.00,0.0,0,492,56,0,0,490,0.0,0.00,494,Bayindir,0.0,495,0,60,,203,0,2.2,,0,0.2,0.0,49,0.0,0.0,0.0,a,0,0,0,0.0,476,0.0,,0,,,55,0,433,0,0.0,60,379,,0.0
368,Carlos Henrique Casimiro,50,MID,Man Utd,2.3,0.23,0,0,0,0.22,1.20,61,27,4.84,102,40.58,0.05,0,75,103,7,1,155,11.6,3.64,234,Casemiro,1.54,108,323,68,,275,5,1.5,,0,0.3,628.4,73,323.0,247.9,0.0,a,58,24,1981,119.9,109,0.17,,34,,,101,3,166,0,1.09,94,324,,1.84
369,Diogo Dalot Teixeira,50,DEF,Man Utd,3.1,0.23,1,0,0,0.12,2.38,162,12,4.05,28,64.76,0.07,0,48,22,4,2,50,22.2,1.67,137,Dalot,1.56,69,662,7,,337,8,2.4,,0,6.5,738.6,27,212.0,590.8,0.0,a,111,35,3174,154.4,149,0.05,,55,,,6,3,228,13,0.99,33,63,,1.84
370,Christian Eriksen,55,MID,Man Utd,2.2,0.16,0,0,0,0.28,2.46,158,103,3.43,56,20.08,0.2,0,246,119,1,1,85,8.7,0.97,249,Eriksen,2.14,194,248,99,3.0,420,2,2.0,4.0,0,0.2,255.4,128,93.0,400.5,0.0,a,48,12,1134,75.0,243,0.08,,27,,,62,2,93,4,0.95,103,366,,1.59
371,Jonny Evans,45,DEF,Man Utd,2.1,0.26,0,0,0,0.02,0.27,52,77,0.33,42,27.68,0.02,0,205,171,2,0,273,10.9,0.06,253,Evans,1.56,272,293,94,,78,4,1.9,,0,0.2,330.8,119,21.0,81.2,0.0,a,49,15,1389,43.6,324,0.0,,24,,,93,1,308,3,0.97,83,428,,1.79
372,Alejandro Garnacho,65,MID,Man Utd,3.6,0.28,0,0,0,0.39,2.81,235,44,11.04,47,51.56,0.1,0,110,10,4,7,46,20.2,8.23,74,Garnacho,1.37,26,372,18,,540,8,2.3,,0,12.1,527.2,7,1103.0,616.8,0.0,a,131,30,2564,224.3,11,0.29,,39,,,41,7,67,7,1.05,37,32,,1.81
373,Hannibal Mejbri,45,MID,Man Utd,2.2,0.69,0,0,0,0.35,0.48,22,156,0.51,219,3.48,0.33,0,353,161,1,1,321,2.4,0.03,243,Hannibal,0.69,363,34,164,,212,1,1.0,,0,0.1,48.2,170,13.0,29.8,0.0,a,11,1,131,9.0,336,0.02,,1,,,159,0,442,0,0.69,99,468,,2.39
374,Tom Heaton,40,GKP,Man Utd,0.0,0.0,0,0,0,0.0,0.00,3,36,0.00,40,0.00,0.0,0,403,58,0,0,390,0.0,0.00,405,Heaton,0.0,406,0,36,,3,0,1.0,,0,0.2,0.0,4,0.0,0.0,0.0,a,0,0,0,0.0,363,0.0,,0,,,20,0,504,0,0.0,36,388,,0.0
375,Rasmus Højlund,70,FWD,Man Utd,3.7,0.25,0,0,0,0.33,0.96,58,16,7.93,16,40.64,0.04,0,133,12,2,10,111,16.0,6.97,68,Højlund,1.46,78,362,19,,554,6,2.2,,0,6.1,480.6,20,648.0,345.8,0.0,a,112,25,2156,147.0,43,0.29,,35,,,15,2,36,14,1.04,14,66,,1.7
376,Victor Lindelöf,45,DEF,Man Utd,3.3,0.34,0,0,0,0.08,0.43,88,89,1.12,78,25.99,0.03,0,242,148,2,1,234,13.8,0.69,102,Lindelof,1.08,250,291,83,,135,5,1.9,,0,0.2,263.8,70,105.0,125.9,0.0,a,62,14,1328,49.6,231,0.05,,16,,,71,1,365,7,0.95,20,378,,1.76
377,Harry Maguire,50,DEF,Man Utd,3.3,0.22,0,0,0,0.16,0.97,153,41,2.91,19,36.68,0.05,0,128,78,3,2,265,14.6,1.94,104,Maguire,1.58,187,351,53,,284,4,2.4,,0,0.6,493.4,32,192.0,90.9,0.0,a,73,18,1650,77.7,159,0.11,,29,,,88,4,175,6,0.98,21,221,,2.0
378,Kobbie Mainoo,55,MID,Man Utd,3.2,0.33,0,0,0,0.1,1.35,198,69,2.22,96,42.97,0.06,0,157,14,3,3,149,14.0,0.87,126,Mainoo,1.45,178,327,93,,485,7,2.0,,0,8.3,413.4,112,134.0,256.7,0.0,a,77,24,1927,80.6,204,0.04,,31,,,96,1,158,8,1.12,56,48,,2.01
379,Tyrell Malacia,45,DEF,Man Utd,0.0,0.0,0,0,0,0.0,0.00,111,183,0.00,101,0.00,0.0,0,480,173,0,0,476,0.0,0.00,482,Malacia,0.0,483,0,183,,163,0,1.9,,0,0.2,0.0,183,0.0,0.0,0.0,a,0,0,0,0.0,461,0.0,,0,,,183,0,393,0,0.0,182,434,,0.0
380,Lisandro Martínez,45,DEF,Man Utd,1.4,0.14,0,0,1,0.01,0.08,110,112,0.08,100,11.65,0.01,0,304,23,3,0,308,3.3,0.00,340,Martinez,1.68,334,134,117,,162,1,1.9,,0,5.6,144.4,129,4.0,45.7,0.0,a,15,8,643,19.4,347,0.0,,12,,,111,1,392,0,1.12,117,70,,1.63
381,Scott McTominay,50,MID,Man Utd,3.1,0.33,0,0,0,0.31,0.41,90,39,6.40,131,39.95,0.02,0,103,52,2,7,191,19.6,6.00,135,McTominay,1.43,106,307,67,,317,7,1.5,,0,1.2,539.4,38,492.0,179.5,0.0,a,98,18,1891,121.3,61,0.29,,30,,,117,1,208,5,0.86,59,163,,1.9
382,Mason Mount,65,MID,Man Utd,1.6,0.18,0,0,0,0.14,0.37,214,138,0.74,26,9.95,0.07,0,320,105,2,1,253,3.5,0.37,332,Mount,2.3,314,93,143,,517,1,2.3,,0,0.3,105.8,138,64.0,107.6,0.0,a,23,5,509,27.9,267,0.07,,13,,,142,0,44,0,0.88,148,331,,1.76
383,André Onana,50,GKP,Man Utd,3.5,0.24,0,149,0,0.0,0.08,59,1,0.08,10,69.64,0.0,0,2,10,5,0,320,26.6,0.00,76,Onana,1.53,107,741,1,,322,9,3.1,,0,7.6,1167.8,59,0.0,33.2,3.92,a,133,38,3420,120.2,524,0.0,,58,,,4,0,213,10,1.0,11,54,,1.83
384,Facundo Pellistri Rebollo,50,MID,Man Utd,1.4,0.0,0,0,0,0.49,0.39,140,157,0.90,181,4.17,0.21,0,354,244,0,0,336,2.6,0.51,343,Pellistri,1.1,350,36,158,,393,0,1.5,,0,0.0,47.0,136,66.0,19.3,0.0,a,13,1,164,13.3,264,0.28,,2,,,165,1,284,0,0.55,154,561,,2.29
385,Marcus Rashford,70,MID,Man Utd,3.3,0.28,0,0,0,0.39,2.80,239,65,9.93,16,48.29,0.11,0,144,18,2,7,106,15.4,7.13,113,Rashford,1.47,76,330,50,,546,7,2.4,2.0,0,7.3,453.2,23,672.0,358.6,0.0,a,108,26,2264,148.3,41,0.28,,37,,,73,3,28,0,1.03,50,58,3.0,1.92
386,Jadon Sancho,65,MID,Man Utd,1.0,0.0,0,0,0,0.08,0.07,219,173,0.07,31,1.86,0.08,0,377,70,0,0,340,0.5,0.00,388,Sancho,1.18,375,11,172,,523,0,2.3,,0,0.6,9.8,172,12.0,14.8,0.0,a,3,0,76,3.6,339,0.0,,1,,,168,0,50,0,0.0,182,214,,2.2
387,Luke Shaw,50,DEF,Man Utd,2.6,0.38,0,0,0,0.08,0.89,154,100,0.94,20,20.17,0.08,0,271,26,6,0,179,6.2,0.05,189,Shaw,1.22,276,195,96,4.0,287,4,2.4,,0,5.4,197.2,111,29.0,199.3,0.0,a,31,12,960,42.6,312,0.0,,13,,,43,1,178,0,1.12,59,74,,1.89
388,Aaron Wan-Bissaka,45,DEF,Man Utd,2.1,0.15,0,0,0,0.08,1.47,103,56,1.58,93,38.57,0.07,0,165,87,4,0,181,10.4,0.11,257,Wan-Bissaka,1.72,212,323,65,,154,3,1.9,,0,0.5,397.8,91,60.0,196.5,0.0,a,47,20,1778,65.5,272,0.01,,34,,,45,2,384,5,1.01,86,238,,1.95
389,Joshua Zirkzee,70,FWD,Man Utd,0.0,0.0,0,0,0,0.0,0.00,56,68,0.00,14,0.00,0.0,0,577,20,0,0,577,0.0,0.00,577,Zirkzee,0.0,577,0,68,,552,0,2.2,,0,2.7,0.0,68,0.0,0.0,0.0,a,0,0,0,0.0,577,0.0,,0,,,68,0,34,0,0.0,68,118,,0.0
572,Leny Yoro,45,DEF,Man Utd,0.0,0.0,0,0,0,0.0,0.00,150,190,0.00,140,0.00,0.0,0,515,29,0,0,512,0.0,0.00,515,Yoro,0.0,516,0,190,,262,0,1.9,,0,5.1,0.0,190,0.0,0.0,0.0,a,0,0,0,0.0,506,0.0,,0,,,190,0,492,0,0.0,189,79,,0.0
390,Alex Murphy,40,DEF,Newcastle,1.0,0.0,0,0,0,0.0,0.00,45,135,0.00,186,0.08,0.0,0,391,77,0,0,372,0.5,0.00,364,A.Murphy,0.0,397,6,135,,71,0,2.0,,0,0.6,2.6,168,0.0,1.0,0.0,a,2,0,11,0.3,422,0.0,,0,,,135,0,572,0,0.0,127,219,,0.65
391,Miguel Almirón Rejala,60,MID,Newcastle,2.3,0.23,0,0,0,0.32,2.39,202,91,6.96,49,38.15,0.11,0,223,57,2,3,99,12.8,4.57,238,Almirón,1.87,118,277,71,,495,5,3.2,,0,1.0,299.8,47,434.0,369.7,0.0,a,77,23,1930,110.1,73,0.21,,40,,,70,1,74,4,1.07,98,182,,1.78
392,Harvey Barnes,65,MID,Newcastle,3.0,0.23,0,0,0,0.65,1.90,216,99,5.68,28,10.48,0.22,0,237,71,2,5,190,9.8,3.78,153,Barnes,1.14,181,205,95,,520,2,3.3,,0,0.6,279.2,68,334.0,181.5,0.0,a,64,7,788,79.5,104,0.43,,10,,,116,3,47,3,0.8,68,216,,1.2
393,Sven Botman,45,DEF,Newcastle,3.0,0.2,0,0,1,0.08,0.54,107,62,1.16,97,31.58,0.04,0,172,189,2,2,291,11.3,0.62,146,Botman,1.9,234,298,73,,159,3,0.0,,0,0.0,386.8,71,104.0,62.9,0.0,i,51,15,1375,55.5,232,0.04,Knee injury - Expected back 28 Dec,29,2024-07-17T13:30:05.022057Z,0.0,103,2,389,4,0.98,36,567,,2.07
394,Bruno Guimarães Rodriguez Moura,65,MID,Newcastle,4.1,0.28,0,0,0,0.31,6.20,218,9,11.11,30,58.64,0.17,0,17,35,8,7,17,23.5,4.91,43,Bruno G.,1.65,18,691,14,2.0,522,10,3.3,,0,2.9,968.4,39,489.0,948.7,0.0,a,153,37,3264,241.0,63,0.14,,60,,,14,9,49,15,1.02,24,111,,1.62
395,Dan Burn,45,DEF,Newcastle,2.9,0.26,0,0,0,0.15,1.12,60,21,4.47,50,46.22,0.04,0,67,4,4,2,210,21.6,3.35,158,Burn,1.49,120,493,25,,91,8,2.9,,0,24.0,656.4,8,286.0,153.8,0.0,a,97,32,2725,109.7,116,0.11,,45,,,60,2,321,4,1.06,40,14,,1.53
396,Martin Dúbravka,45,GKP,Newcastle,3.3,0.18,0,88,0,0.0,0.00,30,12,0.00,14,44.34,0.0,1,65,22,1,0,349,16.7,0.00,100,Dúbravka,1.91,209,426,12,,89,4,3.2,,0,1.5,661.0,31,0.0,10.0,3.99,a,75,22,1984,67.2,431,0.0,,42,,,8,0,319,3,1.0,18,144,,2.01
397,Ryan Fraser,50,MID,Newcastle,0.0,0.0,0,0,0,0.0,0.00,67,219,0.00,108,0.00,0.0,0,522,234,0,0,519,0.0,0.00,522,Fraser,0.0,523,0,219,,283,0,2.5,,0,0.0,0.0,219,0.0,0.0,0.0,a,0,0,0,0.0,515,0.0,,0,,,219,0,174,0,0.0,219,551,,0.0
398,Anthony Gordon,75,MID,Newcastle,5.2,0.37,1,0,0,0.48,5.40,246,14,15.42,12,51.73,0.17,0,35,2,10,11,25,24.4,10.03,14,Gordon,1.49,15,594,11,,561,12,3.6,,0,36.9,822.6,10,905.0,843.7,0.0,a,183,34,2896,256.7,19,0.31,,48,,,20,16,19,14,1.06,11,5,3.0,1.61
399,Lewis Hall,45,DEF,Newcastle,2.1,0.23,0,0,0,0.12,0.72,143,102,1.07,133,13.10,0.08,0,274,90,2,1,283,8.4,0.35,260,Hall,1.4,296,171,106,,224,2,2.9,,0,0.5,194.8,84,85.0,69.1,0.0,a,38,8,773,34.9,251,0.04,,12,,,98,0,454,3,0.93,89,245,,1.53
400,Isaac Hayden,45,MID,Newcastle,0.0,0.0,0,0,0,0.0,0.00,3,189,0.00,200,0.00,0.0,0,468,214,0,0,463,0.0,0.00,470,Hayden,0.0,471,0,190,,122,0,2.0,,0,0.1,0.0,182,0.0,0.0,0.0,a,0,0,0,0.0,446,0.0,,0,,,190,0,352,0,0.0,190,528,,0.0
401,Alexander Isak,85,FWD,Newcastle,5.7,0.28,0,0,0,0.92,2.68,66,4,22.90,3,43.41,0.11,0,26,2,1,21,104,20.2,20.22,8,Isak,1.64,23,645,8,,569,7,3.6,,1,54.8,877.4,6,1054.0,362.5,0.0,a,172,27,2253,229.3,13,0.81,,41,,,13,4,11,23,1.08,3,3,2.0,1.73
402,Jacob Murphy,55,MID,Newcastle,3.9,0.38,0,0,0,0.42,3.35,163,74,5.58,61,18.42,0.25,0,177,125,1,3,73,14.9,2.23,50,J.Murphy,1.6,119,312,72,,429,5,3.0,,0,0.2,377.8,79,270.0,453.4,0.0,a,82,14,1184,110.0,121,0.17,,21,,,55,8,102,4,1.06,27,389,,1.4
403,Joelinton Cássio Apolinário de Lira,60,MID,Newcastle,2.2,0.21,0,0,0,0.28,1.09,203,93,3.91,50,25.30,0.08,0,226,93,6,2,118,7.5,2.82,251,Joelinton,1.62,177,209,92,,496,3,3.2,,0,0.4,295.2,90,206.0,314.9,0.0,a,45,15,1276,81.6,152,0.2,,23,,,80,1,75,3,1.06,105,281,,1.78
404,Lloyd Kelly,45,DEF,Newcastle,2.1,0.23,0,0,0,0.06,0.77,124,88,1.11,114,25.04,0.04,0,238,141,2,0,217,10.7,0.34,259,Kelly,1.85,256,293,88,,181,4,2.9,,0,0.2,279.0,99,48.0,141.8,0.0,a,48,17,1553,46.9,289,0.02,,32,,,65,1,411,5,0.99,88,370,,1.45
405,Emil Krafth,45,DEF,Newcastle,1.9,0.3,0,0,0,0.1,0.76,73,107,0.96,63,12.94,0.08,0,294,182,2,0,215,7.3,0.20,285,Krafth,1.49,299,187,108,,113,3,2.9,,0,0.1,164.2,113,28.0,145.4,0.0,a,33,8,909,33.8,316,0.02,,15,,,64,0,343,1,0.79,96,451,,1.28
406,Garang Kuol,45,MID,Newcastle,0.0,0.0,0,0,0,0.0,0.00,54,214,0.00,251,0.00,0.0,0,517,242,0,0,514,0.0,0.00,517,Kuol,0.0,518,0,214,,264,0,2.0,,0,0.0,0.0,213,0.0,0.0,0.0,a,0,0,0,0.0,508,0.0,,0,,,214,0,494,0,0.0,214,559,,0.0
407,Jamaal Lascelles,45,DEF,Newcastle,2.9,0.42,0,0,0,0.07,0.12,65,94,0.86,55,18.08,0.01,0,258,191,4,1,318,10.2,0.74,160,Lascelles,1.25,298,212,107,,100,5,0.0,,0,0.0,233.0,87,69.0,35.4,0.0,i,46,13,1077,33.8,258,0.06,Knee injury - Expected back 28 Dec,15,2024-07-17T13:30:05.035452Z,0.0,117,0,330,3,1.09,42,576,,1.51
408,Jamal Lewis,40,DEF,Newcastle,0.0,0.0,0,0,0,0.0,0.00,16,146,0.00,157,0.00,0.0,0,419,112,0,0,409,0.0,0.00,421,Lewis,0.0,422,0,146,,27,0,2.0,,0,0.4,0.0,144,0.0,0.0,0.0,a,0,0,0,0.0,383,0.0,,0,,,146,0,528,0,0.0,145,300,,0.0
409,Tino Livramento,45,DEF,Newcastle,1.7,0.14,0,0,0,0.09,0.83,131,86,1.21,121,28.63,0.06,0,229,57,1,1,184,10.0,0.38,311,Livramento,1.87,227,253,71,,195,2,2.9,,0,1.3,292.0,76,96.0,193.9,0.0,a,45,12,1302,58.4,240,0.03,,27,,,48,0,425,4,0.83,110,159,,1.98
410,Sean Longstaff,50,MID,Newcastle,3.1,0.33,0,0,0,0.31,2.80,87,37,9.56,128,51.59,0.09,0,99,61,7,6,109,22.0,6.76,134,Longstaff,1.64,87,418,57,,313,10,2.5,,0,0.9,550.0,42,479.0,357.1,0.0,a,110,30,2742,138.8,66,0.22,,50,,,75,3,204,3,0.98,58,190,,1.69
411,Lewis Miley,50,MID,Newcastle,2.6,0.07,0,0,0,0.17,1.08,154,108,2.30,195,30.20,0.08,0,256,255,1,1,186,8.8,1.22,192,Miley,2.17,231,232,115,,412,1,0.0,,0,0.0,237.4,109,136.0,192.8,0.0,i,44,14,1203,56.7,200,0.09,Foot injury - Expected back 28 Sep,29,2024-07-17T13:30:05.048462Z,0.0,114,3,303,1,1.05,81,577,,2.26
412,Odysseas Vlachodimos,45,GKP,Newcastle,2.4,0.2,0,10,0,0.0,0.01,38,29,0.01,22,7.48,0.0,0,322,55,0,0,352,2.7,0.00,210,Odysseas,2.4,354,79,29,,111,1,3.2,,0,0.2,101.8,39,0.0,10.0,2.0,a,12,5,450,11.2,441,0.0,,12,,,11,0,341,0,1.0,29,365,,1.5
413,Nick Pope,50,GKP,Newcastle,3.8,0.4,0,43,0,0.0,0.00,55,22,0.02,6,15.92,0.0,0,211,12,1,0,520,11.4,0.02,55,Pope,1.07,301,279,22,,285,6,4.1,,0,5.6,323.0,1,4.0,0.0,2.88,a,57,15,1345,32.7,352,0.0,,16,,,60,0,176,1,1.0,5,69,,1.07
414,John Ruddy,40,GKP,Newcastle,0.0,0.0,0,0,0,0.0,0.00,2,35,0.00,39,0.00,0.0,0,402,53,0,0,389,0.0,0.00,404,Ruddy,0.0,405,0,35,,2,0,2.0,,0,0.2,0.0,3,0.0,0.0,0.0,a,0,0,0,0.0,362,0.0,,0,,,19,0,503,0,0.0,35,356,,0.0
415,Fabian Schär,55,DEF,Newcastle,3.4,0.27,0,0,0,0.11,1.41,177,7,3.87,11,58.64,0.04,0,33,20,5,4,204,22.4,2.47,90,Schär,1.71,97,629,15,,431,9,3.8,2.0,0,7.6,826.6,10,278.0,166.7,0.0,a,123,35,3055,127.4,119,0.07,,58,,,56,3,104,12,1.03,17,53,,1.73
416,Matt Targett,40,DEF,Newcastle,0.7,0.0,0,0,0,0.01,0.01,10,131,0.01,151,1.77,0.01,0,378,92,1,0,345,0.5,0.00,399,Targett,4.68,379,15,131,,19,0,2.0,,0,0.5,9.2,139,0.0,11.9,0.0,a,2,1,77,2.2,376,0.0,,4,,,128,0,520,0,1.17,132,247,,2.07
417,Sandro Tonali,55,MID,Newcastle,2.0,0.21,0,0,0,0.23,0.47,185,147,1.09,83,6.66,0.1,0,337,223,2,1,259,2.9,0.62,284,Tonali,1.03,326,86,150,,464,1,0.0,,0,0.1,81.8,150,50.0,105.0,0.0,s,16,5,437,23.8,287,0.13,Suspended until 01 Sep,5,2024-07-17T13:30:05.060878Z,0.0,144,0,137,0,1.03,123,539,,1.37
418,Kieran Trippier,60,DEF,Newcastle,4.0,0.24,0,0,0,0.31,6.97,184,14,7.62,3,40.26,0.28,0,51,8,5,1,9,18.5,0.65,47,Trippier,1.73,42,589,3,1.0,491,6,4.2,1.0,0,14.7,719.0,73,102.0,1028.5,0.0,a,111,26,2235,185.2,236,0.03,,43,,,1,10,70,20,1.05,7,22,,1.62
419,Joe White,45,MID,Newcastle,0.8,0.0,0,0,0,0.0,0.00,19,185,0.00,216,0.24,0.0,0,398,107,1,0,371,0.7,0.00,394,White,0.0,400,9,185,,209,0,2.0,,0,0.3,0.8,192,0.0,1.1,0.0,a,3,0,12,0.1,481,0.0,,0,,,181,0,439,0,0.0,184,333,,1.8
420,Joe Willock,50,MID,Newcastle,2.0,0.22,0,0,0,0.31,0.57,91,142,1.45,132,8.03,0.12,0,329,143,0,1,264,3.6,0.88,276,Willock,1.95,310,60,140,,318,1,2.5,,0,0.2,89.8,124,106.0,92.5,0.0,a,18,5,415,28.8,230,0.19,,9,,,145,0,209,0,1.08,115,431,,1.74
421,Callum Wilson,70,FWD,Newcastle,3.5,0.55,0,0,0,0.87,0.54,53,19,9.50,11,13.12,0.05,0,183,39,3,9,250,9.9,8.96,83,Wilson,1.38,131,246,23,,542,6,3.2,,0,0.6,366.2,22,563.0,110.3,0.0,a,69,9,981,103.2,56,0.82,,15,,,31,1,24,4,0.83,16,223,1.0,1.2
574,Miodrag Pivaš,40,DEF,Newcastle,0.0,0.0,0,0,0,0.0,0.00,48,171,0.00,189,0.00,0.0,0,458,186,0,0,449,0.0,0.00,459,Pivas,0.0,461,0,171,,74,0,2.0,,0,0.1,0.0,171,0.0,0.0,0.0,a,0,0,0,0.0,425,0.0,,0,,,171,0,575,0,0.0,169,529,,0.0
422,Ola Aina,45,DEF,Nott'm Forest,2.0,0.11,0,0,0,0.07,1.01,80,81,1.35,70,29.01,0.05,0,217,74,3,1,189,10.0,0.34,272,Aina,2.08,238,289,75,,126,2,1.9,,0,0.7,312.0,98,49.0,181.7,0.0,a,45,20,1690,54.4,288,0.02,,39,,,49,1,356,2,1.07,94,207,,1.54
423,Elliot Anderson,50,MID,Nott'm Forest,2.0,0.44,0,0,0,0.25,1.25,103,119,2.88,144,12.49,0.11,0,281,135,3,0,165,8.4,1.63,278,Anderson,1.24,218,144,107,,335,5,1.5,,0,0.2,187.4,91,201.0,223.7,0.0,a,42,10,1018,61.1,153,0.14,,14,,,107,2,226,3,0.88,117,412,,1.1
424,Taiwo Awoniyi,60,FWD,Nott'm Forest,3.4,0.26,0,0,0,0.5,0.90,46,26,5.75,22,15.61,0.08,0,221,29,2,6,226,11.2,4.85,96,Awoniyi,1.82,195,247,30,,498,3,2.0,,0,1.3,303.2,31,308.0,134.4,0.0,a,67,12,1036,74.2,113,0.42,,21,,,28,3,77,5,1.04,18,158,,1.36
425,Willy Boly,45,DEF,Nott'm Forest,2.9,0.19,1,0,0,0.15,0.77,64,42,2.33,54,26.30,0.05,0,134,115,1,2,260,12.9,1.56,159,Boly,1.63,185,275,52,,98,3,1.9,,0,0.4,480.0,30,200.0,100.5,0.0,a,58,18,1437,78.1,154,0.1,,26,,,84,1,328,7,1.13,41,303,,1.65
426,Josh Bowler,45,MID,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,11,195,0.00,208,0.00,0.0,0,487,193,0,0,485,0.0,0.00,489,Bowler,0.0,490,0,196,,189,0,1.0,,0,0.1,0.0,188,0.0,0.0,0.0,a,0,0,0,0.0,471,0.0,,0,,,196,0,419,0,0.0,196,505,,0.0
427,Carlos Miguel dos Santos Pereira,45,GKP,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,52,63,0.00,36,0.00,0.0,0,499,26,0,0,498,0.0,0.00,501,C.Miguel,0.0,502,0,63,,218,0,2.2,,0,1.1,0.0,53,0.0,0.0,0.0,a,0,0,0,0.0,485,0.0,,0,,,59,0,448,0,0.0,63,178,,0.0
428,Eric da Silva Moreira,45,MID,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,55,215,0.00,252,0.00,0.0,0,518,188,0,0,515,0.0,0.00,518,Da Silva Moreira,0.0,519,0,215,,265,0,1.0,,0,0.1,0.0,214,0.0,0.0,0.0,a,0,0,0,0.0,509,0.0,,0,,,215,0,495,0,0.0,215,499,,0.0
429,Danilo dos Santos de Oliveira,50,MID,Nott'm Forest,2.2,0.05,0,0,0,0.14,0.94,148,78,2.76,189,28.60,0.05,0,182,183,4,2,138,13.0,1.82,248,Danilo,2.12,186,302,97,3.0,405,1,1.5,,0,0.1,368.0,108,137.0,277.6,0.0,a,65,20,1787,78.1,198,0.09,,42,,,91,2,296,4,1.01,102,494,,1.44
430,Emmanuel Dennis,50,FWD,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,13,52,0.00,46,0.00,0.0,0,532,53,0,0,531,0.0,0.00,532,Dennis,0.0,533,0,53,,348,0,1.4,,0,0.3,0.0,53,0.0,0.0,0.0,a,0,0,0,0.0,529,0.0,,0,,,53,0,239,0,0.0,53,337,,0.0
431,Nicolás Domínguez,50,MID,Nott'm Forest,2.6,0.36,0,0,0,0.15,1.14,119,83,2.44,160,21.20,0.07,0,195,219,4,2,196,13.4,1.30,190,Dominguez,1.63,205,276,104,,361,6,1.5,,0,0.1,340.4,96,187.0,176.2,0.0,a,67,19,1489,70.6,161,0.08,,27,,,120,2,252,6,1.15,79,535,,1.28
432,Anthony Elanga,55,MID,Nott'm Forest,3.3,0.07,0,0,0,0.38,4.04,190,40,10.24,88,39.39,0.15,0,105,33,1,5,75,21.6,6.20,108,Elanga,1.75,63,386,46,,473,2,2.0,,0,3.2,536.4,28,618.0,441.6,0.0,a,119,25,2424,159.2,48,0.23,,47,,,57,9,146,5,0.93,47,103,,1.46
433,Morgan Gibbs-White,65,MID,Nott'm Forest,3.8,0.14,0,0,0,0.38,6.79,223,20,13.44,35,49.08,0.19,0,53,21,9,5,7,21.8,6.65,59,Gibbs-White,1.68,21,563,15,2.0,527,5,2.3,1.0,0,6.7,703.2,37,495.0,1155.2,0.0,a,142,35,3156,235.6,60,0.19,,59,,,7,12,54,13,1.0,31,61,1.0,1.4
434,Callum Hudson-Odoi,55,MID,Nott'm Forest,3.8,0.1,0,0,0,0.23,2.02,178,58,4.67,76,28.38,0.1,0,130,25,0,8,60,19.8,2.65,58,Hudson-Odoi,2.0,80,371,52,,454,2,2.0,,0,5.2,489.0,46,444.0,514.2,0.0,a,109,20,1846,145.0,71,0.13,,41,,,47,2,127,14,0.98,30,77,,1.38
435,Alex Mighten,45,MID,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,10,194,0.00,207,0.00,0.0,0,486,233,0,0,484,0.0,0.00,488,Mighten,0.0,489,0,195,,187,0,1.0,,0,0.0,0.0,187,0.0,0.0,0.0,a,0,0,0,0.0,470,0.0,,0,,,195,0,417,0,0.0,195,550,,0.0
