fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9,0.42,0.11,4.73,0.017,29,45,0.99377,3.25,3.18,9.2,8
7,0.50,0.15,14.06,0.014,38,94,0.99424,3.00,1.56,10.9,7
11,0.73,0.15,10.85,0.013,21,140,0.99536,2.67,1.95,13.6,3
7,0.41,0.10,9.62,0.015,14,9,0.99152,2.40,2.95,14.3,4
10,0.77,0.10,6.63,0.011,72,84,0.99759,3.71,2.26,12.5,9
8,0.29,0.15,15.89,0.033,55,122,0.99638,3.29,1.97,13.6,7
14,0.50,0.18,2.99,0.047,19,59,0.99349,3.96,2.75,8.6,9
9,0.61,0.13,2.00,0.011,63,43,0.99745,2.43,1.22,12.6,2
10,0.78,0.15,5.86,0.014,26,134,0.99686,2.81,1.31,11.7,5
9,0.41,0.13,6.24,0.028,35,120,0.99258,3.33,2.41,14.0,3
6,0.71,0.14,9.74,0.030,24,50,0.99413,2.55,2.11,9.9,6
12,0.83,0.10,9.70,0.028,17,131,0.99267,3.52,1.54,13.5,9
12,0.49,0.12,10.13,0.029,39,119,0.99152,2.41,3.16,12.4,5
6,0.82,0.17,1.88,0.047,20,51,0.99499,2.59,2.04,12.9,7
8,0.74,0.18,9.03,0.041,2,134,0.99161,2.60,0.36,13.9,7
8,0.37,0.12,5.09,0.036,2,24,0.99327,3.17,2.92,13.7,8
10,0.44,0.13,4.43,0.014,37,150,0.99573,3.83,3.25,9.7,4
15,0.55,0.16,9.76,0.029,67,84,0.99651,2.39,2.42,11.2,7
9,0.79,0.18,13.01,0.023,42,133,0.99528,3.73,3.87,15.0,5
13,0.74,0.12,8.47,0.027,10,131,0.99881,3.10,2.14,13.7,2
13,0.67,0.11,1.13,0.013,21,89,0.99578,3.34,3.48,13.5,8
14,0.52,0.10,13.55,0.019,34,43,0.99476,4.04,0.70,11.5,7
12,0.36,0.14,7.45,0.022,57,50,0.99220,3.95,3.67,10.5,3
6,0.47,0.17,6.45,0.017,10,95,0.99889,3.55,1.47,13.3,9
8,0.79,0.14,6.48,0.042,8,26,0.99207,3.39,2.17,10.4,3
9,0.74,0.13,3.79,0.046,37,100,0.99512,3.94,2.12,14.8,3
8,0.63,0.12,11.63,0.043,30,127,0.99559,3.15,1.22,10.1,9
7,0.83,0.11,2.55,0.011,34,107,0.99491,3.49,2.87,10.9,5
15,0.64,0.13,10.56,0.030,28,15,0.99534,3.95,1.72,12.2,7
5,0.31,0.11,15.55,0.039,45,116,0.99645,3.84,1.64,10.5,6
13,0.64,0.12,5.40,0.016,22,117,0.99515,3.25,1.86,11.5,4
11,0.78,0.15,15.99,0.050,19,69,0.99672,3.59,0.43,13.2,6
7,0.75,0.17,4.92,0.037,51,38,0.99925,3.11,3.53,11.0,6
15,0.74,0.19,5.11,0.010,5,9,0.99253,3.36,0.46,8.7,4
9,0.69,0.17,3.20,0.013,41,64,0.99706,3.53,3.07,12.4,7
9,0.68,0.16,3.38,0.049,14,133,0.99440,3.39,1.47,10.0,9
12,0.31,0.19,3.03,0.025,45,137,0.99185,3.45,3.49,9.0,4
12,0.65,0.20,2.84,0.011,54,54,0.99872,2.87,0.37,12.4,4
12,0.39,0.15,15.90,0.033,67,30,0.99602,2.81,3.70,11.8,6
5,0.45,0.14,12.63,0.023,35,109,0.99192,4.13,3.95,10.0,7
7,0.67,0.13,11.89,0.016,61,48,0.99419,4.11,1.79,8.5,3
9,0.62,0.20,4.23,0.042,59,15,0.99397,2.95,1.39,13.3,9
9,0.32,0.20,11.62,0.037,26,127,0.99643,2.89,0.71,10.3,8
10,0.86,0.14,6.67,0.019,39,82,0.99233,2.46,1.32,12.8,8
13,0.49,0.10,3.47,0.028,29,7,0.99813,3.35,2.19,13.7,9
6,0.66,0.14,13.88,0.040,53,97,0.99575,2.94,1.38,14.7,4
8,0.51,0.19,5.01,0.039,70,110,0.99160,2.72,3.37,13.5,5
12,0.82,0.19,2.96,0.013,27,24,0.99179,3.29,0.47,9.0,9
8,0.85,0.19,8.17,0.040,14,39,0.99725,3.72,1.60,10.8,4
11,0.61,0.17,13.86,0.036,45,19,0.99701,3.50,2.53,14.3,2
11,0.74,0.16,9.37,0.030,27,71,0.99123,3.35,0.84,9.6,3
15,0.29,0.11,13.45,0.044,53,112,0.99513,3.51,2.78,11.1,6
8,0.43,0.12,5.15,0.018,12,36,0.99106,2.86,1.25,12.7,5
8,0.49,0.15,8.44,0.034,19,104,0.99201,3.84,0.78,13.9,8
15,0.30,0.12,14.26,0.032,33,120,0.99184,3.43,2.31,11.0,8
8,0.78,0.11,9.94,0.039,9,61,0.99279,3.01,3.45,8.5,7
10,0.44,0.15,7.72,0.011,31,16,0.99748,3.42,1.23,11.3,3
11,0.71,0.14,13.39,0.036,59,118,0.99993,3.14,1.82,10.0,7
8,0.55,0.10,2.32,0.048,41,9,0.99360,3.29,1.08,14.9,3
6,0.81,0.11,5.40,0.029,22,148,0.99654,3.91,3.52,10.9,7
14,0.63,0.13,10.08,0.042,48,42,0.99285,2.93,0.96,12.0,6
12,0.65,0.15,8.37,0.045,4,63,0.99309,4.10,2.32,11.9,6
7,0.53,0.19,7.12,0.025,11,116,0.99542,3.52,3.68,10.7,4
5,0.58,0.16,12.15,0.030,20,66,0.99998,2.41,1.75,8.8,4
9,0.54,0.17,5.06,0.020,13,79,0.99310,3.74,3.12,8.6,2
14,0.87,0.16,7.97,0.022,58,19,0.99904,2.78,2.19,9.2,5
13,0.49,0.18,6.08,0.033,35,124,0.99220,3.48,0.41,8.6,4
6,0.65,0.12,15.87,0.012,4,11,0.99438,3.59,3.97,8.7,7
7,0.66,0.20,12.23,0.016,33,113,0.99124,2.47,0.86,14.2,4
7,0.48,0.12,15.43,0.012,25,73,0.99261,2.54,0.68,8.5,2
8,0.55,0.15,5.48,0.016,48,85,0.99312,3.83,0.49,11.0,3
8,0.82,0.15,8.43,0.050,54,84,0.99481,2.94,2.09,8.8,7
11,0.60,0.14,7.18,0.020,5,148,0.99982,2.90,3.99,12.2,2
13,0.45,0.20,6.70,0.043,70,35,0.99928,4.14,2.36,9.0,6
7,0.85,0.14,6.37,0.046,51,69,0.99306,3.47,0.41,10.3,2
5,0.60,0.13,6.23,0.036,31,27,0.99463,3.75,2.12,11.9,5
14,0.51,0.19,5.66,0.015,48,124,0.99172,4.11,1.89,12.1,9
11,0.52,0.18,13.16,0.046,38,60,0.99738,3.05,3.36,10.0,7
7,0.71,0.14,1.33,0.045,35,72,0.99517,2.97,1.78,8.5,8
12,0.49,0.17,5.34,0.032,54,117,0.99659,3.34,2.24,11.1,7
10,0.73,0.19,15.32,0.042,22,36,0.99614,2.44,1.79,10.6,7
9,0.70,0.12,14.46,0.037,46,73,0.99875,3.71,2.83,15.0,9
13,0.37,0.19,11.21,0.017,38,113,0.99453,3.67,2.71,13.4,5
11,0.74,0.16,15.52,0.023,17,121,0.99616,3.88,1.59,9.1,7
15,0.79,0.12,7.84,0.028,65,64,0.99658,2.78,0.64,10.7,8
6,0.80,0.16,12.57,0.034,2,33,0.99875,3.43,0.76,11.0,4
11,0.55,0.12,8.70,0.045,21,80,0.99434,3.79,3.47,10.9,9
13,0.63,0.16,2.18,0.033,57,119,0.99339,2.79,3.26,11.1,6
7,0.75,0.14,5.37,0.045,67,139,0.99520,3.91,3.72,9.3,4
14,0.51,0.10,1.54,0.030,16,91,0.99922,3.08,2.41,10.9,5
8,0.46,0.18,14.68,0.010,16,69,0.99789,2.94,3.50,14.3,8
15,0.35,0.16,15.17,0.022,62,43,0.99793,2.42,2.41,14.1,5
9,0.32,0.15,9.38,0.022,10,118,0.99184,3.82,0.85,11.3,2
10,0.55,0.16,1.82,0.023,29,129,0.99471,3.67,0.91,8.6,2
14,0.48,0.13,1.76,0.036,35,44,0.99824,2.68,3.21,11.4,7
10,0.56,0.16,15.48,0.036,16,61,0.99709,3.01,3.54,14.9,9
8,0.39,0.11,4.32,0.041,23,42,0.99830,3.36,0.79,12.4,7
7,0.70,0.14,7.09,0.021,22,79,0.99592,3.04,3.86,10.6,7
11,0.46,0.12,15.03,0.020,60,144,0.99739,2.55,2.73,11.3,3
8,0.46,0.13,4.42,0.023,59,60,0.99368,2.73,3.96,13.4,9
15,0.82,0.16,9.40,0.049,33,21,0.99136,4.03,0.40,9.2,9
10,0.80,0.13,5.20,0.045,23,77,0.99613,2.78,2.57,11.3,5
6,0.66,0.14,2.49,0.021,50,90,0.99988,2.95,0.34,12.4,7
9,0.69,0.14,14.94,0.049,68,68,0.99194,2.35,1.52,12.9,7
5,0.44,0.17,7.36,0.010,39,67,0.99915,3.46,1.39,10.1,3
15,0.41,0.12,5.62,0.024,72,68,0.99902,2.68,3.96,11.2,2
6,0.63,0.11,12.18,0.034,17,41,0.99842,3.77,1.53,10.5,3
15,0.55,0.18,13.72,0.011,8,31,0.99300,2.60,1.62,9.7,2
7,0.30,0.16,3.35,0.012,12,64,0.99718,2.68,2.25,9.1,9
14,0.58,0.11,11.22,0.017,32,146,0.99827,3.98,0.93,13.8,7
10,0.87,0.10,5.75,0.039,7,63,0.99673,3.10,1.48,13.5,5
8,0.69,0.12,5.82,0.036,17,27,0.99631,2.79,2.95,11.3,3
5,0.79,0.16,6.31,0.043,66,76,0.99134,3.55,0.95,13.8,9
15,0.41,0.12,1.42,0.027,69,68,0.99833,2.93,2.56,15.0,5
12,0.54,0.20,3.77,0.034,38,106,0.99123,3.34,0.72,12.1,9
9,0.40,0.13,4.76,0.011,44,130,0.99385,2.46,1.47,10.3,7
11,0.62,0.14,2.24,0.045,58,21,0.99121,4.04,2.24,11.0,9
9,0.31,0.10,9.88,0.043,46,127,0.99111,3.30,1.45,9.1,6
6,0.84,0.16,3.14,0.014,45,24,0.99535,2.96,0.67,10.5,4
6,0.56,0.14,12.39,0.047,48,85,0.99166,3.28,1.47,14.6,9
9,0.74,0.19,1.22,0.046,56,41,0.99760,3.47,2.71,14.7,9
5,0.82,0.14,12.48,0.021,66,66,0.99293,3.32,3.38,9.4,8
7,0.77,0.11,11.96,0.038,15,133,0.99343,4.06,1.12,9.8,8
5,0.81,0.14,2.81,0.011,56,117,0.99389,2.44,3.07,11.9,8
15,0.83,0.17,10.16,0.019,38,63,0.99690,2.59,2.05,9.3,6
14,0.88,0.16,11.11,0.045,65,149,0.99161,2.57,3.17,11.5,6
10,0.30,0.18,7.57,0.034,72,31,0.99516,3.21,3.85,14.7,8
15,0.45,0.14,9.78,0.048,38,15,0.99973,2.40,3.28,13.1,5
11,0.76,0.16,13.60,0.040,52,64,0.99649,3.27,0.82,14.7,9
7,0.29,0.17,7.82,0.019,10,106,0.99954,3.74,2.00,9.6,3
11,0.43,0.19,10.96,0.011,45,106,0.99396,2.44,3.59,12.4,3
6,0.56,0.15,1.23,0.028,35,79,0.99760,2.59,0.51,13.8,4
11,0.60,0.17,14.38,0.012,47,131,0.99168,2.45,0.53,11.8,9
5,0.53,0.11,6.24,0.020,46,70,0.99121,2.41,3.19,9.2,4
12,0.53,0.18,15.02,0.016,62,124,0.99601,2.80,1.90,8.5,5
5,0.51,0.12,13.39,0.042,56,88,0.99928,2.83,0.61,11.8,9
15,0.83,0.18,8.14,0.016,58,67,0.99762,4.12,0.93,9.8,7
9,0.84,0.14,5.54,0.025,46,116,0.99615,4.11,3.39,12.4,8
11,0.49,0.17,14.38,0.041,52,118,0.99350,3.76,0.42,10.6,8
13,0.81,0.15,1.79,0.016,7,144,0.99435,3.57,2.72,12.2,7
12,0.78,0.19,2.06,0.046,61,139,0.99441,3.57,2.12,9.4,3
8,0.78,0.19,1.53,0.033,44,8,0.99790,2.49,3.50,9.2,7
5,0.54,0.19,15.31,0.042,72,89,0.99585,3.11,0.85,13.6,8
14,0.87,0.16,4.63,0.029,16,106,0.99388,3.19,1.69,12.4,8
13,0.35,0.19,7.90,0.038,32,105,0.99901,3.40,1.02,10.4,7
5,0.61,0.14,12.09,0.040,49,101,0.99433,2.80,2.14,12.0,9
14,0.45,0.10,1.76,0.028,64,50,0.99353,3.63,1.33,8.6,6
14,0.55,0.10,15.42,0.024,12,125,0.99772,3.68,1.12,14.0,7
12,0.79,0.19,9.48,0.021,58,106,0.99577,3.08,0.46,14.0,7
15,0.58,0.16,10.46,0.032,26,139,0.99643,3.07,2.95,12.9,5
9,0.50,0.12,12.24,0.012,48,123,0.99786,2.88,1.60,9.5,7
11,0.75,0.12,13.22,0.046,30,66,0.99267,2.75,0.75,13.9,8
15,0.70,0.17,3.78,0.017,56,122,0.99686,3.73,3.73,11.4,4
11,0.76,0.10,5.74,0.027,39,124,0.99272,2.85,3.65,11.2,3
9,0.89,0.18,3.60,0.019,61,103,0.99285,2.41,1.83,11.5,3
8,0.47,0.10,13.09,0.038,2,18,0.99501,2.96,3.42,14.1,4
15,0.89,0.17,13.19,0.020,27,8,0.99402,3.33,3.63,11.0,5
11,0.64,0.20,6.02,0.037,61,34,0.99210,2.67,1.57,10.6,2
5,0.44,0.16,10.69,0.043,71,12,0.99753,3.78,2.11,12.0,2
5,0.77,0.20,14.13,0.016,61,66,0.99876,2.50,2.32,8.8,5
13,0.81,0.18,3.67,0.049,26,101,0.99300,3.33,3.02,9.5,5
8,0.60,0.18,2.80,0.038,51,120,0.99588,3.17,2.69,10.9,5
8,0.58,0.17,12.39,0.023,59,142,0.99481,2.34,1.82,13.0,5
10,0.60,0.14,7.87,0.043,60,107,0.99979,3.22,1.02,11.9,9
12,0.88,0.19,6.54,0.016,31,72,0.99679,3.81,0.36,12.5,8
14,0.79,0.18,3.17,0.022,41,31,0.99703,2.55,3.99,10.2,3
5,0.69,0.12,2.29,0.048,68,117,0.99339,2.44,2.95,11.8,2
8,0.56,0.13,2.83,0.013,47,111,0.99319,3.67,1.17,10.9,4
5,0.42,0.12,8.94,0.050,68,19,0.99952,2.64,3.29,12.9,6
8,0.55,0.13,7.26,0.030,71,34,0.99403,3.73,2.66,14.9,8
8,0.75,0.14,13.23,0.027,64,85,0.99801,3.73,3.05,8.9,2
15,0.44,0.14,9.59,0.018,28,102,0.99187,3.15,0.97,14.0,4
9,0.60,0.11,10.47,0.014,11,69,0.99394,3.43,3.32,9.4,5
7,0.41,0.16,14.29,0.013,59,33,0.99758,2.80,1.48,11.5,2
10,0.36,0.14,6.32,0.014,46,98,0.99504,2.48,0.46,13.9,6
10,0.80,0.15,10.77,0.017,8,121,0.99353,2.48,3.94,14.5,9
7,0.51,0.15,10.42,0.050,39,99,0.99978,3.68,2.15,10.1,3
8,0.80,0.10,4.24,0.048,49,9,0.99181,2.60,3.84,9.7,7
14,0.43,0.14,7.07,0.035,29,52,0.99824,2.52,2.80,12.5,5
15,0.52,0.14,1.41,0.014,13,52,0.99819,3.56,0.79,11.9,5
15,0.88,0.14,15.62,0.021,61,74,0.99735,2.61,1.25,9.1,9
13,0.79,0.19,10.85,0.012,56,132,0.99631,3.13,3.64,11.7,3
7,0.53,0.15,9.03,0.022,68,136,0.99998,2.70,1.64,13.8,3
14,0.47,0.16,5.19,0.035,20,95,0.99860,4.00,3.68,13.8,8
15,0.72,0.12,4.03,0.048,59,139,0.99204,3.04,0.47,12.5,8
5,0.60,0.14,3.36,0.024,57,133,0.99948,2.45,1.53,14.5,8
15,0.78,0.17,4.58,0.033,41,104,0.99353,3.75,2.51,11.0,7
13,0.77,0.18,4.56,0.044,12,29,0.99240,2.44,2.91,13.6,3
6,0.29,0.16,8.34,0.045,65,81,0.99980,2.96,0.33,10.5,9
13,0.32,0.15,5.44,0.024,9,31,0.99990,3.31,0.98,9.5,9
8,0.30,0.12,1.89,0.039,31,37,0.99180,2.37,1.59,15.0,8
14,0.64,0.20,15.87,0.036,44,60,0.99292,3.74,1.88,10.2,8
6,0.28,0.13,11.61,0.036,65,45,0.99221,3.08,2.82,8.8,3
8,0.70,0.16,4.62,0.022,64,101,0.99225,3.61,1.47,11.8,7
13,0.83,0.10,9.00,0.012,28,13,0.99353,2.95,3.84,11.6,7
11,0.74,0.19,12.94,0.045,50,146,0.99360,3.82,0.41,13.3,3
14,0.88,0.13,8.46,0.035,47,143,0.99297,3.52,3.74,14.3,2
7,0.74,0.16,2.93,0.030,48,149,0.99780,4.07,0.66,9.3,9
7,0.87,0.17,2.98,0.044,56,82,0.99212,3.10,0.73,10.3,9
15,0.47,0.18,5.31,0.045,60,113,0.99838,3.37,3.41,9.7,7
13,0.65,0.13,3.65,0.027,21,46,0.99765,2.60,2.01,14.2,8
8,0.60,0.12,3.76,0.048,64,42,0.99222,2.38,1.05,13.3,2
12,0.42,0.15,8.46,0.021,15,7,0.99825,2.77,1.72,8.9,4
15,0.78,0.18,11.64,0.035,30,78,0.99635,3.89,0.90,14.8,3
11,0.46,0.14,6.03,0.020,68,137,0.99545,2.66,3.11,9.2,2
12,0.67,0.11,14.19,0.045,18,99,0.99914,3.63,3.83,9.4,7
13,0.47,0.13,9.83,0.020,65,112,0.99964,2.80,3.50,12.7,3
13,0.58,0.15,7.58,0.033,1,13,0.99798,2.75,1.21,9.6,2
14,0.34,0.16,9.13,0.030,72,88,0.99725,3.08,2.02,14.9,3
12,0.39,0.16,15.22,0.036,37,25,0.99852,2.51,1.72,14.6,6
12,0.55,0.11,9.40,0.046,29,12,0.99616,3.63,2.26,13.3,4
6,0.63,0.20,9.72,0.046,24,74,0.99527,3.34,3.81,12.9,8
15,0.86,0.14,8.70,0.019,36,133,0.99434,2.82,1.45,10.5,2
7,0.70,0.15,2.46,0.022,57,124,0.99831,3.45,3.69,14.8,8
7,0.69,0.16,6.51,0.013,61,116,0.99312,3.67,1.24,12.3,6
10,0.58,0.15,1.95,0.030,27,13,0.99218,3.73,3.65,9.0,2
8,0.28,0.20,14.43,0.023,37,133,0.99745,3.75,1.93,13.2,5
11,0.32,0.15,12.69,0.024,61,59,0.99741,2.90,1.23,12.9,7
15,0.49,0.11,11.53,0.016,68,74,0.99144,3.85,1.86,11.0,7
7,0.77,0.17,1.16,0.039,34,80,0.99813,3.21,0.38,14.8,9
5,0.85,0.14,3.30,0.032,4,81,0.99465,2.70,2.49,12.8,4
15,0.44,0.15,10.11,0.012,54,90,0.99782,2.45,0.64,11.2,5
7,0.54,0.18,8.73,0.027,56,134,0.99428,2.83,3.75,11.4,9
6,0.80,0.19,14.85,0.015,40,16,0.99328,3.25,3.57,11.6,4
6,0.53,0.17,7.87,0.038,61,108,0.99692,2.93,1.14,8.5,5
15,0.83,0.19,3.01,0.047,26,8,0.99155,3.01,2.03,9.7,4
8,0.47,0.16,4.59,0.041,47,38,0.99770,3.85,0.42,10.9,3
6,0.66,0.11,13.15,0.013,27,77,0.99859,3.90,0.73,8.5,7
12,0.55,0.13,14.44,0.038,36,51,0.99563,3.37,0.34,13.3,5
14,0.83,0.14,7.25,0.033,5,28,0.99228,3.51,3.87,11.4,4
9,0.44,0.19,1.07,0.018,37,76,0.99909,2.47,1.57,12.6,3
14,0.38,0.17,4.14,0.014,18,70,0.99438,2.43,3.06,13.2,2
12,0.70,0.11,3.82,0.047,47,34,0.99841,2.74,2.34,8.7,8
9,0.58,0.18,8.62,0.016,6,113,0.99976,3.95,2.68,10.2,7
8,0.34,0.12,15.18,0.018,22,7,0.99394,3.74,0.52,8.7,5
9,0.32,0.13,4.43,0.021,1,131,0.99519,2.47,1.78,10.1,5
6,0.57,0.14,15.88,0.046,49,85,0.99104,2.89,3.76,13.8,4
7,0.76,0.19,10.98,0.047,8,97,0.99579,3.23,3.37,12.2,5
5,0.73,0.19,5.25,0.034,33,137,0.99815,4.01,3.58,13.7,9
14,0.39,0.12,10.21,0.022,45,61,0.99540,4.11,1.46,8.9,8
12,0.74,0.18,7.63,0.046,71,123,0.99937,2.71,3.25,12.3,6
14,0.38,0.16,5.86,0.035,62,66,0.99721,3.62,2.67,12.6,2
13,0.47,0.13,13.00,0.044,57,27,0.99686,3.19,0.58,9.1,3
10,0.37,0.16,15.33,0.048,17,94,0.99997,3.26,0.84,13.4,6
13,0.89,0.11,14.37,0.013,31,40,0.99637,3.22,2.90,13.6,9
14,0.55,0.12,14.13,0.025,41,113,0.99372,2.42,2.94,13.3,4
8,0.42,0.13,6.65,0.036,55,12,0.99392,2.78,0.51,12.3,3
15,0.53,0.18,4.13,0.034,3,141,0.99535,3.31,2.06,11.7,3
13,0.33,0.18,11.77,0.034,63,137,0.99216,4.03,3.72,9.4,5
5,0.65,0.12,9.42,0.030,26,107,0.99616,4.05,3.74,10.7,9
6,0.44,0.14,2.08,0.038,19,135,0.99223,2.90,2.65,10.4,9
8,0.36,0.19,13.82,0.015,56,95,0.99762,2.66,3.76,12.8,5
14,0.83,0.11,11.56,0.032,50,39,0.99471,3.76,1.99,10.8,4
6,0.78,0.12,15.34,0.012,69,123,0.99686,2.90,1.25,11.2,4
12,0.68,0.18,7.91,0.011,34,77,0.99443,2.38,2.53,13.7,6
9,0.45,0.12,7.27,0.034,17,122,0.99816,2.86,2.00,13.5,3
8,0.84,0.11,9.70,0.048,14,115,0.99945,4.11,2.93,12.6,5
11,0.81,0.15,4.18,0.013,50,76,0.99855,3.28,0.87,10.9,5
15,0.78,0.19,5.84,0.021,67,68,0.99357,3.39,0.77,10.6,5
11,0.66,0.14,12.15,0.032,32,14,0.99568,3.83,3.04,14.2,9
9,0.30,0.11,12.54,0.049,27,23,0.99945,2.99,3.02,12.0,2
13,0.83,0.17,2.84,0.035,19,79,0.99601,2.52,3.86,13.8,9
9,0.45,0.10,4.31,0.034,34,125,0.99556,4.08,0.59,9.1,6
14,0.70,0.17,8.45,0.037,35,48,0.99303,3.44,3.85,14.3,9
15,0.80,0.19,7.90,0.040,3,125,0.99754,3.01,1.38,11.6,9
12,0.72,0.10,7.63,0.039,57,50,0.99275,2.84,2.98,13.7,7
13,0.37,0.18,5.81,0.050,70,45,0.99874,3.87,0.99,11.2,8
15,0.78,0.11,10.04,0.012,18,79,0.99725,3.90,2.35,12.6,9
15,0.80,0.18,4.87,0.042,26,86,0.99170,2.61,3.46,10.7,3
15,0.34,0.20,12.72,0.019,42,90,0.99925,3.65,0.94,9.7,7
12,0.88,0.17,4.61,0.015,23,8,0.99917,3.81,1.71,11.5,5
10,0.79,0.12,15.34,0.046,6,126,0.99197,2.68,1.60,13.6,5
13,0.35,0.18,14.44,0.036,20,85,0.99374,4.08,3.91,10.8,6
8,0.45,0.15,11.37,0.033,20,74,0.99684,3.16,0.86,13.7,2
9,0.39,0.13,3.11,0.013,24,142,0.99311,3.60,1.15,14.2,7
13,0.74,0.17,6.33,0.032,36,102,0.99733,3.61,3.76,13.8,3
9,0.31,0.19,2.03,0.025,33,10,0.99487,3.05,3.80,11.2,7
8,0.72,0.11,14.69,0.041,58,30,0.99580,2.81,1.27,13.0,7
10,0.56,0.12,8.97,0.029,21,33,0.99187,2.64,0.71,11.5,8
8,0.44,0.16,2.57,0.040,11,55,0.99275,3.76,3.51,14.3,6
7,0.82,0.12,1.40,0.050,60,87,0.99957,3.21,2.17,9.3,9
14,0.38,0.11,9.15,0.024,29,45,0.99341,3.23,2.52,13.1,7
13,0.52,0.16,15.82,0.022,39,33,0.99893,3.61,0.76,11.1,3
7,0.42,0.20,3.54,0.044,30,132,0.99756,3.60,3.65,14.4,8
5,0.62,0.14,7.35,0.015,14,58,0.99490,3.34,2.08,8.5,7
14,0.33,0.16,15.67,0.021,12,147,0.99172,3.43,1.00,12.1,7
12,0.65,0.19,3.66,0.045,59,30,0.99418,2.64,3.06,11.4,9
5,0.79,0.12,14.32,0.041,5,11,0.99286,3.86,3.59,10.1,5
15,0.82,0.11,8.42,0.021,30,49,0.99159,2.88,0.48,14.4,6
15,0.67,0.16,13.27,0.017,68,43,0.99604,3.49,1.66,11.6,6
8,0.81,0.19,14.93,0.050,31,18,0.99133,3.76,3.77,12.3,6
10,0.84,0.20,2.64,0.045,30,101,0.99625,3.46,1.80,13.4,7
13,0.57,0.20,8.71,0.040,40,123,0.99383,3.80,2.78,12.7,7
7,0.62,0.14,2.83,0.043,10,133,0.99189,3.11,0.72,12.3,9
12,0.51,0.18,4.44,0.044,41,58,0.99981,3.90,3.62,14.2,2
5,0.66,0.17,1.84,0.024,6,24,0.99661,2.77,0.43,14.5,6
12,0.67,0.12,14.08,0.017,61,14,0.99744,3.99,1.03,10.3,5
9,0.36,0.15,15.06,0.035,23,22,0.99601,3.12,3.80,9.6,3
5,0.81,0.12,4.64,0.026,69,95,0.99750,3.28,3.32,12.8,9
9,0.79,0.17,5.36,0.033,41,48,0.99176,3.33,0.38,14.3,9
6,0.56,0.15,12.18,0.050,27,68,0.99768,3.18,1.46,10.9,7
6,0.85,0.15,13.36,0.015,30,59,0.99879,2.50,3.25,8.9,2
13,0.83,0.19,11.52,0.026,67,113,0.99807,2.60,3.11,10.1,9
11,0.65,0.18,15.02,0.025,32,70,0.99350,4.08,1.35,14.0,7
15,0.52,0.20,2.63,0.022,10,56,0.99831,3.70,3.71,8.6,6
6,0.87,0.17,1.06,0.032,56,48,0.99471,3.87,2.31,14.4,7
13,0.56,0.20,5.26,0.019,35,40,0.99479,3.13,3.92,9.4,7
9,0.83,0.17,1.97,0.029,61,41,0.99768,3.81,0.88,14.2,4
11,0.31,0.14,7.91,0.033,19,67,0.99870,3.55,2.63,8.6,9
5,0.41,0.14,13.27,0.022,54,107,0.99655,3.89,2.21,8.7,3
8,0.41,0.19,12.02,0.016,57,21,0.99867,2.40,0.85,8.9,5
8,0.40,0.19,11.09,0.050,60,72,0.99263,4.07,2.08,14.6,2
7,0.44,0.18,8.58,0.035,34,17,0.99957,2.75,1.75,12.0,6
14,0.50,0.12,11.15,0.037,17,38,0.99318,2.66,0.84,13.7,2
5,0.71,0.12,15.14,0.011,40,48,0.99292,2.85,0.77,10.1,7
9,0.41,0.18,8.82,0.020,10,102,0.99849,4.10,1.87,13.7,7
5,0.84,0.18,7.53,0.029,20,141,0.99330,4.05,1.36,12.4,3
7,0.54,0.19,14.46,0.012,21,40,0.99402,3.60,2.37,13.2,4
7,0.31,0.11,12.85,0.037,4,96,0.99217,2.60,1.39,14.8,9
12,0.82,0.11,10.42,0.024,1,141,0.99253,2.38,2.11,8.7,7
15,0.86,0.12,3.97,0.049,33,13,0.99389,2.71,2.22,13.6,9
8,0.75,0.15,7.91,0.050,30,131,0.99288,2.76,1.66,9.2,5
15,0.35,0.18,5.75,0.043,11,61,0.99984,2.96,3.07,14.7,7
5,0.46,0.18,10.79,0.047,31,119,0.99962,3.39,0.64,13.1,4
9,0.44,0.13,8.22,0.035,53,37,0.99484,4.14,1.01,11.4,3
8,0.28,0.19,6.06,0.043,38,62,0.99372,2.72,2.15,10.6,4
12,0.69,0.16,8.98,0.026,34,24,0.99287,2.70,1.66,10.8,9
5,0.61,0.11,7.79,0.028,59,117,0.99183,3.14,2.14,11.8,5
6,0.44,0.17,5.27,0.011,71,88,0.99671,4.14,3.69,9.1,8
5,0.67,0.10,7.71,0.050,41,11,0.99816,4.16,2.83,12.1,3
11,0.46,0.13,12.75,0.011,31,65,0.99575,2.53,1.08,11.1,5
10,0.54,0.17,1.05,0.013,54,117,0.99155,3.40,0.59,11.2,2
5,0.57,0.19,3.86,0.033,33,53,0.99727,3.77,3.27,13.6,3
6,0.87,0.16,11.65,0.024,57,106,0.99132,2.97,1.48,13.9,3
7,0.66,0.15,11.83,0.011,19,6,0.99352,2.93,0.90,8.7,4
5,0.75,0.15,14.40,0.041,58,139,0.99799,2.37,0.45,14.6,9
14,0.52,0.18,11.31,0.042,27,130,0.99542,2.36,2.91,11.1,4
12,0.61,0.15,6.95,0.017,14,37,0.99263,3.08,2.98,10.5,3
14,0.82,0.16,4.96,0.014,30,66,0.99676,2.91,3.11,9.3,4
