ID,Movie,Year,Genre,RunTime,Description,IMDB_Score
426,The Iron Giant,-1999,"Animation,Action,Adventure",86 min,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,8
427,Superman Returns,-2006,"Action,Sci-Fi",154 min,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",6
428,Teen Titans,(2003–2006),"Animation,Action,Adventure",23 min,A team of five teenaged superheroes save the world from many villains around their city while experiencing things normal teens face today.,7.9
429,Clerks,-1994,Comedy,92 min,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",7.7
430,Krypton,(2018–2019),"Action,Adventure,Drama",45 min,The untold story of Superman's grandfather as he fights for justice on his home planet.,6.9
431,Daddy Day Care,-2003,"Comedy,Family",92 min,"Two men, Charlie Hinton (Eddie Murphy) and Phil Ryerson (Jeff Garlin), get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.",5.6
432,Superman III,-1983,"Action,Adventure,Comedy",125 min,Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,5
433,Constantine,(2014–2015),"Crime,Drama,Fantasy",43 min,A man struggling with his faith who is haunted by the sins of his past is suddenly thrust into the role of defending humanity from the gathering forces of darkness.,7.5
434,Justice League Unlimited,(2004–2006),"Animation,Action,Adventure",23 min,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.,8.7
435,Superman II,-1980,"Action,Adventure,Sci-Fi",127 min,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",6.8
436,Justice League,(2001–2004),"Animation,Action,Adventure",22 min,Seven of the most formidable heroes form arguably the most powerful team ever.,8.5
437,Catwoman,-2004,"Action,Crime,Fantasy",104 min,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",3.4
438,Justice League Part Two,,"Action,Sci-Fi",0,The plot is unknown.,0
439,Batman Beyond,(1999–2001),"Animation,Action,Adventure",23 min,"Fuelled by remorse and vengeance, a high schooler named Terry McGinnis revives the role of Batman. Under supervision of an elderly Bruce Wayne, he fights crime in a harsh, futuristic Gotham.",8.1
440,Adventures of Superman,(1952–1958),"Action,Adventure,Crime",30 min,The Man of Steel fights crime with help from his friends at the Daily Planet.,7.7
441,Trick 'r Treat,-2007,"Comedy,Horror",82 min,"Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater.",6.8
442,Batman: Soul of the Dragon,-2021,"Animation,Action,Adventure",83 min,"In the 1970s, a missing teacher of martial arts is the subject of a quest by his devoted and brilliant but distant students, who include Batman.",6.1
443,Justice League: The Flashpoint Paradox,(2013 Video),"Animation,Action,Adventure",75 min,The Flash finds himself in a war torn alternate timeline and teams up with alternate versions of his fellow heroes to return home and restore the timeline.,8.1
444,Agent Cody Banks,-2003,"Action,Adventure,Comedy",102 min,A government agent trains Cody Banks in the ways of covert operations that require younger participants.,5.1
445,The New Batman Adventures,(1997–1999),"Animation,Action,Adventure",30 min,"The further and darker adventures of Batman with a new Robin, a closer association with Batgirl and the previous Robin now as Nightwing.",8.5
446,Superman: The Animated Series,(1996–2000),"Animation,Action,Adventure",30 min,The last son of the planet Krypton protects his adoptive home of Earth as the greatest of the superheroes.,8.1
447,The Batman,(2004–2008),"Animation,Action,Adventure",30 min,Billionaire Bruce Wayne fights crime and evil as the mysterious Batman.,7.3
448,Looney Tunes: Back in Action,-2003,"Animation,Action,Adventure",91 min,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,5.7
449,Swamp Thing,-1982,"Horror,Sci-Fi",91 min,"After a violent incident with a special chemical, a research scientist is turned into a swamp plant monster.",5.4
450,Batman Ninja,-2018,"Animation,Action,Sci-Fi",85 min,"Batman, along with a number of his allies and adversaries, finds himself transplanted from modern Gotham City to feudal Japan.",5.6
451,Batman: Gotham Knight,(2008 Video),"Animation,Action,Crime",75 min,A collection of key events mark Bruce Wayne's life as he journeys from beginner to Dark Knight.,6.7
452,Batman: Bad Blood,(2016 Video),"Animation,Action,Adventure",72 min,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead. And a new player, Batwoman, investigates Batman's disappearance.",6.8
453,Fred Claus,-2007,"Comedy,Family,Fantasy",116 min,"Fred Claus, Santa's bitter older brother, is forced to move to the North Pole to help Santa and the elves prepare for Christmas in exchange for cash.",5.6
454,Batman: Arkham Asylum,(2009 Video Game),"Action,Adventure,Crime",0,You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.,9.2
455,Justice League: War,(2014 Video),"Animation,Action,Adventure",79 min,The world's finest heroes found the Justice League in order to stop an alien invasion of Earth.,7.2
456,Wonder Woman,(2009 Video),"Animation,Action,Adventure",74 min,A modern man's trespass of the island of the Amazons enables an imprisoned war god to escape and Princess Diana wins the responsibility to recapture him.,7.3
457,Justice League vs. Teen Titans,(2016 Video),"Animation,Action,Adventure",78 min,Robin is sent to work with the Teen Titans after his volatile behavior botches a Justice League mission. The Titans must then face Trigon after he possesses the League and threatens to conquer the world.,7
458,Constantine: City of Demons,(2018–2019),"Animation,Short,Fantasy",6 min,An animated series centering on the adventures of supernatural detective John Constantine.,7.6
459,Batman Beyond: Return of the Joker,(2000 Video),"Animation,Action,Crime",76 min,"The Joker is back with a vengeance, and Gotham's newest Dark Knight needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.",7.8
460,Green Lantern Corps,,"Action,Adventure,Sci-Fi",0,"A group of humans join the Green Lantern Corps, an alien interstellar police force that protects the universe.",0
461,Gotham City Sirens,,"Action,Adventure,Comedy",0,Following three of Gotham City's most notorious female criminals on one of their most dangerous missions yet.,0
462,Deadshot,,"Action,Adventure,Comedy",0,Following hired assassin Floyd Lawton also known as Deadshot.,0
463,Batman vs. Robin,(2015 Video),"Animation,Action,Adventure",80 min,"While Damian Wayne struggles to cope with Batman's no-killing rule, he soon starts to believe that his destiny lies within a secret society known as, The Court of Owls.",7.1
464,Superman: Doomsday,(2007 Video),"Animation,Action,Adventure",75 min,"When LexCorps accidentally unleash a murderous creature, Doomsday, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s.",7
465,Justice League: Throne of Atlantis,(2015 Video),"Animation,Action,Adventure",72 min,"When Atlantian troops assault Metropolis as revenge for the death of their king, the Queen seeks help from the Justice League to find her son who has gone missing during the madness.",6.7
466,Superman/Batman: Public Enemies,(2009 Video),"Animation,Action,Drama",67 min,"When Lex Luthor gets elected US President, he uses the threat of an oncoming kryptonite meteor striking Earth as a rationale to frame Superman.",7.2
467,Batman Begins,(2005 Video Game),"Action,Adventure,Crime",0,"You play as Batman and unleash your terror into the hearts of criminals, battling against foes such as Dr. Jonathan Crane/The Scarecrow, Ra's al Ghul, and Carmine ""The Roman"" Falcone.",8.2
468,Tales of the Black Freighter,(2009 Video),"Animation,Short,Action",26 min,"A mariner survives an attack from the dreaded pirates of the Black Freighter, but his struggle to return home to warn it has a horrific cost.",7.1
469,DC Showcase: Kamandi: The Last Boy on Earth!,-2021,"Animation,Short,Action",18 min,"Kamandi and his friends Prince Tuftan of the Tiger Kingdom and humanoid mutant Ben Boxer are kidnapped by a gorilla cult dedicated to finding the reincarnation of their god, The Mighty One.",7.3
470,Batman & Mr. Freeze: SubZero,(1998 Video),"Animation,Action,Crime",70 min,"When Mr. Freeze, desperate to save his dying wife, kidnaps Barbara Gordon (Batgirl) as an involuntary organ donor, Batman and Robin must find her before the operation can begin.",7.2
471,Being Flynn,-2012,Drama,102 min,"Working in a Boston homeless shelter, Nick Flynn re-encounters his father, a con man and self-proclaimed poet. Sensing trouble in his own life, Nick wrestles with the notion of reaching out yet again to his dad.",6.4
472,Krypto the Superdog,(2005–2006),"Animation,Action,Comedy",30 min,The adventures of the Kryptonian superhero dog and his friends.,5.7
473,Deathstroke,,"Action,Adventure,Crime",0,The movie is based on the popular character from DC Comics.,0
474,Untitled Joker/Harley Quinn Project,,"Action,Adventure,Crime",0,A criminal love story between Harley Quinn and the Joker.,0
475,The Batman vs. Dracula,(2005 Video),"Animation,Action,Horror",83 min,"Batman faces off against the original creature of the night, Count Dracula, who has been unintentionally resurrected by the Penguin.",6.6
476,Blankman,-1994,"Action,Comedy,Crime",92 min,A simpleton inventor becomes a superhero with a bulletproof costume and a low budget.,5
477,Batman: The Telltale Series,(2016 Video Game),"Action,Crime,Sci-Fi",0,"Follows Bruce Wayne as he tries to juggle being the Billionaire and owner of Wayne Enterprises, with the masked vigilante Batman.",8.1
478,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",3 min,"At Super Hero High, iconic super heroes like Wonder Woman, Supergirl, Batgirl, Harley Quinn, Bumblebee, Poison Ivy, and Katana navigate all the twists and turns of high school.",6
479,Green Lantern: First Flight,(2009 Video),"Animation,Action,Adventure",77 min,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.",7.1
480,Teen Titans: Trouble in Tokyo,(2006 TV Movie),"Animation,Action,Adventure",75 min,"After a battle with a high-tech villain named, Saiko-Tek, the Teen Titans travel to the city of Tokyo where they find themselves embroiled in a conflict with an ancient enemy.",7.1
481,Batman Beyond: The Movie,(1999 TV Movie),"Animation,Sci-Fi,Action",132 min,"Decades after the retirement of Bruce Wayne as Batman, a boy dons the identity to avenge his own father's murder.",7.8
482,Zatanna,,"Action,Adventure,Fantasy",0,"Like her father Zatara, Zatanna has many magical powers, and in that first issue, she's on a journey to find him.",0
483,Freedom Fighters: The Ray,(2018 Video),"Animation,Action,Fantasy",73 min,"Earth X is one of many realities in the multiverse, with one glaring difference from our Earth; the Nazis won World War II! Led by The Ray, it is here that a group of heroes known as the ...                See full summary »",6.2
484,Lego Batman: The Movie - DC Super Heroes Unite,(2013 Video),"Animation,Action,Adventure",71 min,"When the Joker and Lex Luthor form an alliance, Batman must team up with the Justice League in order to stop them.",6.5
485,Mortal Kombat vs. DC Universe,(2008 Video Game),"Action,Adventure,Fantasy",0,"The world of Justice League and the Netherealm collide following the merge between Darkseid and Shao Kahn, ultimately forming Dark Kahn. Heroes are haunted by a mysterious force called Rage, forgetting who the true enemy is.",6.8
486,The Zeta Project,(2001–2003),"Animation,Action,Sci-Fi",30 min,"A robot rebels against its creators, refusing to kill, and goes on the run.",7.1
